out_folder	swap_flanks	ctcf_locus_specification	gene_locus_specification	ctcf_flank_bp	gene_flank_bp	background_seqs	spacer_bp	locus_orientation	ctcf_strand	ctcf_genomic_score	gene_strand	gene_id	insert_strand	insert_loci	insert_flank_bp
data		chr11,22206811,22206830	chr1,4847813,4857813	10	80	2	30	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$80
data		chr11,22206811,22206830	chr1,4847813,4857813	10	80	2	30	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$80
data		chr11,22206811,22206830	chr1,4847813,4857813	10	80	2	40	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$80
data		chr11,22206811,22206830	chr1,4847813,4857813	10	80	2	40	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$80
data		chr11,22206811,22206830	chr1,4847813,4857813	10	80	2	40	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$80
data		chr11,22206811,22206830	chr1,4847813,4857813	10	80	2	40	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$80
data		chr11,22206811,22206830	chr1,4847813,4857813	10	80	2	50	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$80
data		chr11,22206811,22206830	chr1,4847813,4857813	10	80	2	50	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$80
data		chr11,22206811,22206830	chr1,4847813,4857813	10	80	2	50	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$80
data		chr11,22206811,22206830	chr1,4847813,4857813	10	80	2	50	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$80
data		chr11,22206811,22206830	chr1,4847813,4857813	10	80	2	60	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$80
data		chr11,22206811,22206830	chr1,4847813,4857813	10	80	2	60	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$80
data		chr11,22206811,22206830	chr1,4847813,4857813	10	80	2	60	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$80
data		chr11,22206811,22206830	chr1,4847813,4857813	10	80	2	60	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$80
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	0	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	0	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	0	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	0	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	10	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	10	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	10	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	10	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	20	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	20	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	20	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	20	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	30	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	30	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	30	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	30	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	40	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	40	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	40	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	40	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	50	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	50	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	50	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	50	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	60	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	60	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	60	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	10	100	2	60	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	10$100
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	0	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	0	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	0	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	0	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	10	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	10	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	10	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	10	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	20	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	20	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	20	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	20	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	30	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	30	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	30	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	30	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	40	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	40	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	40	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	40	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	50	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	50	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	50	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	50	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	60	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	60	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	60	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	0	2	60	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$0
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	0	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	0	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	0	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	0	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	10	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	10	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	10	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	10	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	20	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	20	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	20	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	20	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	30	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	30	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	30	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	30	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	40	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	40	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	40	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	40	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	50	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	50	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	50	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	50	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	60	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	60	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	60	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	20	2	60	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$20
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	0	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	0	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	0	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	0	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	10	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	10	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	10	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	10	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	20	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	20	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	20	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	20	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	30	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	30	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	30	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	30	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	40	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	40	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	40	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	40	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	50	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	50	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	50	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	50	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	60	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	60	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	60	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	40	2	60	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$40
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	0	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	0	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	0	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	0	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	10	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	10	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	10	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	10	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	20	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	20	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	20	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	20	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	30	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	30	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	30	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	30	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	40	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	40	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	40	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	40	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	50	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	50	<<	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	50	<>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	50	><	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
data		chr11,22206811,22206830	chr1,4847813,4857813	20	60	2	60	>>	-	24.671875	+	ENSMUSG00000033813.15	-$+	chr11,22206811,22206830$chr1,4847813,4857813	20$60
