chrom	start	end	boundary_span	jaspar_score	strand	log2_insulation_score_200000	boundary_strength_200000	seq_id
chr5	117091021	117091040	117090000-117100000	835.0	-	-0.6624864151172122	0.8457078421065721	2325
chr5	117091638	117091657	117090000-117100000	835.0	+	-0.6624864151172122	0.8457078421065721	2326
chr5	117091831	117091850	117090000-117100000	806.0	+	-0.6624864151172122	0.8457078421065721	2327
chr5	117093328	117093347	117090000-117100000	820.0	+	-0.6624864151172122	0.8457078421065721	2328
chr5	117094603	117094622	117090000-117100000	913.0	+	-0.6624864151172122	0.8457078421065721	2329
chr5	117097474	117097493	117090000-117100000	808.0	-	-0.6624864151172122	0.8457078421065721	2330
chr5	117099929	117099948	117090000-117100000	908.0	-	-0.6624864151172122	0.8457078421065721	2331
chr5	117504620	117504639	117500000-117510000	936.0	+	-0.7525870945323673	1.470482838202896	2332
chr5	117505072	117505091	117500000-117510000	800.0	-	-0.7525870945323673	1.470482838202896	2333
chr5	117505662	117505681	117500000-117510000	825.0	-	-0.7525870945323673	1.470482838202896	2334
chr5	117506557	117506576	117500000-117510000	936.0	+	-0.7525870945323673	1.470482838202896	2335
chr5	117507109	117507128	117500000-117510000	809.0	-	-0.7525870945323673	1.470482838202896	2336
chr5	117509724	117509743	117500000-117510000	873.0	+	-0.7525870945323673	1.470482838202896	2337
chr5	117960861	117960880	117960000-117970000	811.0	+	-0.4247167453806043	0.9888049767672769	2338
chr5	117966112	117966131	117960000-117970000	809.0	-	-0.4247167453806043	0.9888049767672769	2339
chr5	118763547	118763566	118760000-118770000	850.0	-	-0.7136628863497927	1.3748733358996814	2340
chr5	118764735	118764754	118760000-118770000	802.0	-	-0.7136628863497927	1.3748733358996814	2341
chr5	118768989	118769008	118760000-118770000	819.0	+	-0.7136628863497927	1.3748733358996814	2342
chr5	119720546	119720565	119720000-119730000	817.0	+	-0.6475906994656861	1.1292853785670225	2343
chr5	119724849	119724868	119720000-119730000	808.0	+	-0.6475906994656861	1.1292853785670225	2344
chr5	120477517	120477536	120470000-120480000	815.0	+	-0.5644427171458107	1.088094649480305	2345
chr5	120478820	120478839	120470000-120480000	805.0	-	-0.5644427171458107	1.088094649480305	2346
chr5	120772871	120772890	120770000-120780000	823.0	-	-0.2550179025241114	0.4721505559352029	2347
chr5	120774271	120774290	120770000-120780000	820.0	+	-0.2550179025241114	0.4721505559352029	2348
chr5	120775358	120775377	120770000-120780000	800.0	-	-0.2550179025241114	0.4721505559352029	2349
chr5	120776343	120776362	120770000-120780000	814.0	-	-0.2550179025241114	0.4721505559352029	2350
chr5	121191124	121191143	121190000-121200000	804.0	-	-0.2283294155390223	0.7683727729229874	2351
chr5	122102586	122102605	122100000-122110000	853.0	-	-0.2454433707208768	0.5312843056973733	2352
chr5	122104384	122104403	122100000-122110000	924.0	+	-0.2454433707208768	0.5312843056973733	2353
chr5	122106254	122106273	122100000-122110000	825.0	+	-0.2454433707208768	0.5312843056973733	2354
chr5	122106357	122106376	122100000-122110000	843.0	-	-0.2454433707208768	0.5312843056973733	2355
chr5	122109307	122109326	122100000-122110000	838.0	-	-0.2454433707208768	0.5312843056973733	2356
chr5	122405943	122405962	122400000-122410000	809.0	-	-0.3112743451316444	0.9447237381830096	2357
chr5	122408896	122408915	122400000-122410000	805.0	+	-0.3112743451316444	0.9447237381830096	2358
chr5	122773183	122773202	122770000-122780000	803.0	+	-0.1905056099467622	0.7186229699472761	2359
chr5	122774681	122774700	122770000-122780000	856.0	+	-0.1905056099467622	0.7186229699472761	2360
chr5	123922220	123922239	123920000-123930000	815.0	+	-0.1754832049639759	0.6837699935269755	2361
chr5	123926839	123926858	123920000-123930000	808.0	-	-0.1754832049639759	0.6837699935269755	2362
chr5	123927336	123927355	123920000-123930000	813.0	+	-0.1754832049639759	0.6837699935269755	2363
chr5	123929194	123929213	123920000-123930000	823.0	+	-0.1754832049639759	0.6837699935269755	2364
chr5	124334239	124334258	124330000-124340000	838.0	-	-0.4832133220008003	1.1160503278652267	2365
chr5	124339434	124339453	124330000-124340000	804.0	+	-0.4832133220008003	1.1160503278652267	2366
chr5	124593829	124593848	124590000-124600000	863.0	-	-0.0034844159531425	0.4547926910524136	2367
chr5	124597340	124597359	124590000-124600000	813.0	+	-0.0034844159531425	0.4547926910524136	2368
chr5	124599715	124599734	124590000-124600000	814.0	-	-0.0034844159531425	0.4547926910524136	2369
chr5	125510739	125510758	125510000-125520000	885.0	-	-0.6406610219889267	0.943434735533494	2370
chr5	125512614	125512633	125510000-125520000	822.0	+	-0.6406610219889267	0.943434735533494	2371
chr5	125514053	125514072	125510000-125520000	801.0	+	-0.6406610219889267	0.943434735533494	2372
chr5	125515003	125515022	125510000-125520000	803.0	+	-0.6406610219889267	0.943434735533494	2373
chr5	125515679	125515698	125510000-125520000	814.0	+	-0.6406610219889267	0.943434735533494	2374
chr5	125516047	125516066	125510000-125520000	814.0	-	-0.6406610219889267	0.943434735533494	2375
chr5	125516922	125516941	125510000-125520000	813.0	-	-0.6406610219889267	0.943434735533494	2376
chr5	127172538	127172557	127170000-127180000	822.0	-	-0.3475188393781254	0.4157378418572096	2377
chr5	127586654	127586673	127580000-127590000	800.0	-	-0.4034002736910663	0.6201398653569961	2378
chr5	128440049	128440068	128440000-128450000	859.0	-	-0.6351987612292508	0.8949871956298348	2379
chr5	128444959	128444978	128440000-128450000	812.0	-	-0.6351987612292508	0.8949871956298348	2380
chr5	129020154	129020173	129020000-129030000	832.0	-	-0.8164245683231185	1.4367021502665946	2381
chr5	129020680	129020699	129020000-129030000	810.0	-	-0.8164245683231185	1.4367021502665946	2382
chr5	129020832	129020851	129020000-129030000	800.0	-	-0.8164245683231185	1.4367021502665946	2383
chr5	129021742	129021761	129020000-129030000	816.0	+	-0.8164245683231185	1.4367021502665946	2384
chr5	129026291	129026310	129020000-129030000	843.0	-	-0.8164245683231185	1.4367021502665946	2385
chr5	129594322	129594341	129590000-129600000	948.0	-	-0.3601059304284286	0.795783936706713	2386
chr5	129595001	129595020	129590000-129600000	813.0	-	-0.3601059304284286	0.795783936706713	2387
chr5	129595300	129595319	129590000-129600000	829.0	+	-0.3601059304284286	0.795783936706713	2388
chr5	129595503	129595522	129590000-129600000	807.0	+	-0.3601059304284286	0.795783936706713	2389
chr5	129595623	129595642	129590000-129600000	802.0	+	-0.3601059304284286	0.795783936706713	2390
chr5	129595895	129595914	129590000-129600000	826.0	+	-0.3601059304284286	0.795783936706713	2391
chr5	129598670	129598689	129590000-129600000	850.0	-	-0.3601059304284286	0.795783936706713	2392
chr5	129899244	129899263	129890000-129900000	842.0	-	-0.2108378556884728	0.4282038522556675	2393
chr5	130307066	130307085	130300000-130310000	803.0	-	-0.89026056328913	1.7689351473528476	2394
chr5	130862462	130862481	130860000-130870000	894.0	+	-0.5027731683731435	0.8854449876910941	2395
chr5	131430336	131430355	131430000-131440000	913.0	-	-0.7650453409377453	1.0626886140313854	2396
chr5	132090162	132090181	132090000-132100000	807.0	-	-0.365432233909823	0.5826544974695518	2397
chr5	132587445	132587464	132580000-132590000	830.0	+	-0.2047104016732421	0.4184649922759632	2398
chr5	135118634	135118653	135110000-135120000	930.0	+	-0.046772691350132	0.3299379818876541	2399
chr5	135118931	135118950	135110000-135120000	821.0	+	-0.046772691350132	0.3299379818876541	2400
chr5	135374159	135374178	135370000-135380000	815.0	-	-0.2964294583412765	0.8122995401101121	2401
chr5	135375347	135375366	135370000-135380000	806.0	+	-0.2964294583412765	0.8122995401101121	2402
chr5	135377040	135377059	135370000-135380000	808.0	+	-0.2964294583412765	0.8122995401101121	2403
chr5	135377486	135377505	135370000-135380000	802.0	+	-0.2964294583412765	0.8122995401101121	2404
chr5	135378228	135378247	135370000-135380000	806.0	-	-0.2964294583412765	0.8122995401101121	2405
chr5	135882969	135882988	135880000-135890000	812.0	+	-0.3717730243148808	0.6670292941418718	2406
chr5	135887805	135887824	135880000-135890000	846.0	+	-0.3717730243148808	0.6670292941418718	2407
chr5	135889004	135889023	135880000-135890000	822.0	+	-0.3717730243148808	0.6670292941418718	2408
chr5	136261307	136261326	136260000-136270000	802.0	+	-0.5327270808897926	1.1049402790816267	2409
chr5	136263058	136263077	136260000-136270000	827.0	-	-0.5327270808897926	1.1049402790816267	2410
chr5	136267581	136267600	136260000-136270000	820.0	-	-0.5327270808897926	1.1049402790816267	2411
chr5	136268160	136268179	136260000-136270000	833.0	-	-0.5327270808897926	1.1049402790816267	2412
chr5	136772301	136772320	136770000-136780000	800.0	-	-0.3016720189684283	0.8250324738089292	2413
chr5	136773934	136773953	136770000-136780000	835.0	+	-0.3016720189684283	0.8250324738089292	2414
chr5	136919175	136919194	136910000-136920000	817.0	+	-0.2366358074775286	0.359054992700813	2415
chr5	137501878	137501897	137500000-137510000	863.0	-	-0.025838170699749	0.2505691133613909	2416
chr5	137502148	137502167	137500000-137510000	923.0	+	-0.025838170699749	0.2505691133613909	2417
chr5	137502999	137503018	137500000-137510000	833.0	-	-0.025838170699749	0.2505691133613909	2418
chr5	137781970	137781989	137780000-137790000	835.0	+	-0.6289097039610316	1.3278299461371188	2419
chr5	137782587	137782606	137780000-137790000	803.0	-	-0.6289097039610316	1.3278299461371188	2420
chr5	137783352	137783371	137780000-137790000	872.0	+	-0.6289097039610316	1.3278299461371188	2421
chr5	137785704	137785723	137780000-137790000	813.0	-	-0.6289097039610316	1.3278299461371188	2422
chr5	137785862	137785881	137780000-137790000	808.0	-	-0.6289097039610316	1.3278299461371188	2423
chr5	137787308	137787327	137780000-137790000	807.0	-	-0.6289097039610316	1.3278299461371188	2424
chr5	138199764	138199783	138190000-138200000	857.0	+	-0.5725765790898034	1.3140236425078862	2425
chr5	139251928	139251947	139250000-139260000	853.0	-	-0.2401560617397291	0.6869764454548486	2426
chr5	139253410	139253429	139250000-139260000	817.0	-	-0.2401560617397291	0.6869764454548486	2427
chr5	139255741	139255760	139250000-139260000	830.0	+	-0.2401560617397291	0.6869764454548486	2428
chr5	139800506	139800525	139800000-139810000	853.0	-	-0.5387104526010772	1.0262283064803044	2429
chr5	139802882	139802901	139800000-139810000	845.0	-	-0.5387104526010772	1.0262283064803044	2430
chr5	139803959	139803978	139800000-139810000	854.0	-	-0.5387104526010772	1.0262283064803044	2431
chr5	139805253	139805272	139800000-139810000	856.0	-	-0.5387104526010772	1.0262283064803044	2432
chr5	140429083	140429102	140420000-140430000	804.0	-	-0.4064150730182872	0.8371171396214263	2433
chr5	140429516	140429535	140420000-140430000	803.0	-	-0.4064150730182872	0.8371171396214263	2434
chr5	140741055	140741074	140740000-140750000	827.0	+	-0.648773371684847	1.4397594560549576	2435
chr5	140741144	140741163	140740000-140750000	826.0	-	-0.648773371684847	1.4397594560549576	2436
chr5	140742060	140742079	140740000-140750000	913.0	-	-0.648773371684847	1.4397594560549576	2437
chr5	140743043	140743062	140740000-140750000	869.0	-	-0.648773371684847	1.4397594560549576	2438
chr5	140744036	140744055	140740000-140750000	882.0	-	-0.648773371684847	1.4397594560549576	2439
chr5	140748132	140748151	140740000-140750000	824.0	+	-0.648773371684847	1.4397594560549576	2440
chr5	140748700	140748719	140740000-140750000	812.0	+	-0.648773371684847	1.4397594560549576	2441
chr5	140749765	140749784	140740000-140750000	904.0	-	-0.648773371684847	1.4397594560549576	2442
chr5	143316657	143316676	143310000-143320000	861.0	+	-0.3369446866495547	0.7680265921932748	2443
chr5	144242413	144242432	144240000-144250000	800.0	-	-0.3724416701014982	1.05281479965628	2444
chr5	144242535	144242554	144240000-144250000	804.0	-	-0.3724416701014982	1.05281479965628	2445
chr5	144244127	144244146	144240000-144250000	816.0	-	-0.3724416701014982	1.05281479965628	2446
chr5	144750019	144750038	144750000-144760000	823.0	-	-0.9657338211440148	1.890322289157237	2447
chr5	144752623	144752642	144750000-144760000	871.0	-	-0.9657338211440148	1.890322289157237	2448
chr5	144756314	144756333	144750000-144760000	808.0	-	-0.9657338211440148	1.890322289157237	2449
chr5	145204409	145204428	145200000-145210000	864.0	+	-0.8101398296543223	1.2225195166820644	2450
chr5	145207598	145207617	145200000-145210000	807.0	+	-0.8101398296543223	1.2225195166820644	2451
chr5	146162770	146162789	146160000-146170000	913.0	+	-0.8445315797023362	1.3383146583436498	2452
chr5	146167324	146167343	146160000-146170000	828.0	+	-0.8445315797023362	1.3383146583436498	2453
chr5	146168284	146168303	146160000-146170000	825.0	-	-0.8445315797023362	1.3383146583436498	2454
chr5	146169254	146169273	146160000-146170000	847.0	-	-0.8445315797023362	1.3383146583436498	2455
chr5	146914576	146914595	146910000-146920000	915.0	+	-0.2107692951970256	0.7567992814500275	2456
chr5	146916445	146916464	146910000-146920000	854.0	+	-0.2107692951970256	0.7567992814500275	2457
chr5	147930900	147930919	147930000-147940000	822.0	-	-0.3319766760019725	0.6987332136961372	2458
chr5	147938072	147938091	147930000-147940000	826.0	+	-0.3319766760019725	0.6987332136961372	2459
chr5	148741002	148741021	148740000-148750000	844.0	-	-0.1535144085806525	0.4512797544919154	2460
chr5	149049171	149049190	149040000-149050000	882.0	-	-0.0978790363199711	0.3110905297717284	2461
chr5	149645640	149645659	149640000-149650000	868.0	+	-0.3253651834760934	0.6315337350718884	2462
chr5	149647491	149647510	149640000-149650000	812.0	-	-0.3253651834760934	0.6315337350718884	2463
chr5	149647907	149647926	149640000-149650000	811.0	+	-0.3253651834760934	0.6315337350718884	2464
chr6	4554536	4554555	4550000-4560000	830.0	-	-0.4954324577371915	0.9110094810301256	2465
chr6	4556087	4556106	4550000-4560000	846.0	-	-0.4954324577371915	0.9110094810301256	2466
chr6	5112988	5113007	5110000-5120000	827.0	+	-0.103573688248624	0.4850216914201497	2467
chr6	5117904	5117923	5110000-5120000	805.0	-	-0.103573688248624	0.4850216914201497	2468
chr6	5396932	5396951	5390000-5400000	822.0	-	-0.320637479275744	0.6015174942852518	2469
chr6	5399454	5399473	5390000-5400000	829.0	+	-0.320637479275744	0.6015174942852518	2470
chr6	5617731	5617750	5610000-5620000	819.0	-	-0.6101176514936285	1.0058699862111815	2471
chr6	5619931	5619950	5610000-5620000	808.0	-	-0.6101176514936285	1.0058699862111815	2472
chr6	6002286	6002305	6000000-6010000	812.0	-	-0.2776592343639749	0.437134909089639	2473
chr6	6005818	6005837	6000000-6010000	865.0	+	-0.2776592343639749	0.437134909089639	2474
chr6	6280483	6280502	6280000-6290000	807.0	+	-0.3377792039045402	0.5126069827026675	2475
chr6	6897266	6897285	6890000-6900000	813.0	+	-1.0610644711183208	1.6021139471759225	2476
chr6	13280120	13280139	13280000-13290000	880.0	+	-0.5405973184170857	0.7615938878143109	2477
chr6	13281045	13281064	13280000-13290000	944.0	-	-0.5405973184170857	0.7615938878143109	2478
chr6	13287027	13287046	13280000-13290000	887.0	+	-0.5405973184170857	0.7615938878143109	2479
chr6	15176948	15176967	15170000-15180000	830.0	-	-0.2135067868866909	0.3310684873015828	2480
chr6	17362939	17362958	17360000-17370000	817.0	+	-0.0772089719022596	0.3633965866619558	2481
chr6	17632500	17632519	17630000-17640000	800.0	+	-0.7775963126483473	1.243979141161654	2482
chr6	18087378	18087397	18080000-18090000	917.0	+	-0.3777744851613641	0.4998412600464397	2483
chr6	18381549	18381568	18380000-18390000	872.0	+	-0.3158090150173835	0.6274060660802593	2484
chr6	18388161	18388180	18380000-18390000	800.0	+	-0.3158090150173835	0.6274060660802593	2485
chr6	18854153	18854172	18850000-18860000	800.0	+	-0.9300970058891086	1.3705670326864017	2486
chr6	18854340	18854359	18850000-18860000	821.0	-	-0.9300970058891086	1.3705670326864017	2487
chr6	21212082	21212101	21210000-21220000	817.0	-	-0.4250236736749508	0.5557013181464477	2488
chr6	21214000	21214019	21210000-21220000	945.0	-	-0.4250236736749508	0.5557013181464477	2489
chr6	22117828	22117847	22110000-22120000	837.0	-	-0.6395926165392579	0.9163999280452476	2490
chr6	22961732	22961751	22960000-22970000	819.0	-	-0.4435052795213199	0.7359826514209744	2491
chr6	22967096	22967115	22960000-22970000	804.0	+	-0.4435052795213199	0.7359826514209744	2492
chr6	22967982	22968001	22960000-22970000	826.0	+	-0.4435052795213199	0.7359826514209744	2493
chr6	22968316	22968335	22960000-22970000	839.0	-	-0.4435052795213199	0.7359826514209744	2494
chr6	23216690	23216709	23210000-23220000	836.0	-	-0.2408060948095169	0.4584963210600029	2495
chr6	24968708	24968727	24960000-24970000	830.0	-	-0.3368632598252595	0.408214956047289	2496
chr6	28418682	28418701	28410000-28420000	818.0	-	-0.7195679613901815	1.045140882273316	2497
chr6	28909576	28909595	28900000-28910000	805.0	-	-0.1199262898991982	0.3601300664322235	2498
chr6	29688660	29688679	29680000-29690000	823.0	+	-0.1883629530429576	0.5277997723591488	2499
chr6	30390863	30390882	30390000-30400000	802.0	-	-0.5691799263529413	1.1269113126394852	2500
chr6	31045975	31045994	31040000-31050000	852.0	-	-0.5964989266635442	1.0002005673375345	2501
chr6	31048987	31049006	31040000-31050000	805.0	+	-0.5964989266635442	1.0002005673375345	2502
chr6	31660495	31660514	31660000-31670000	828.0	-	-0.3986393354964566	0.4283488220337208	2503
chr6	31660939	31660958	31660000-31670000	899.0	+	-0.3986393354964566	0.4283488220337208	2504
chr6	31663833	31663852	31660000-31670000	805.0	-	-0.3986393354964566	0.4283488220337208	2505
chr6	31664645	31664664	31660000-31670000	923.0	+	-0.3986393354964566	0.4283488220337208	2506
chr6	31666230	31666249	31660000-31670000	899.0	-	-0.3986393354964566	0.4283488220337208	2507
chr6	32790520	32790539	32790000-32800000	800.0	-	-0.4431278951183546	0.378877462581183	2508
chr6	32793454	32793473	32790000-32800000	802.0	+	-0.4431278951183546	0.378877462581183	2509
chr6	32795111	32795130	32790000-32800000	815.0	-	-0.4431278951183546	0.378877462581183	2510
chr6	32796070	32796089	32790000-32800000	811.0	+	-0.4431278951183546	0.378877462581183	2511
chr6	32798995	32799014	32790000-32800000	810.0	-	-0.4431278951183546	0.378877462581183	2512
chr6	33981884	33981903	33980000-33990000	857.0	-	-0.3585038535814275	0.4169667894509192	2513
chr6	33983795	33983814	33980000-33990000	806.0	+	-0.3585038535814275	0.4169667894509192	2514
chr6	33985004	33985023	33980000-33990000	842.0	-	-0.3585038535814275	0.4169667894509192	2515
chr6	34273097	34273116	34270000-34280000	810.0	+	-0.2427005314355185	0.3286916119075801	2516
chr6	34273287	34273306	34270000-34280000	832.0	+	-0.2427005314355185	0.3286916119075801	2517
chr6	34279400	34279419	34270000-34280000	822.0	+	-0.2427005314355185	0.3286916119075801	2518
chr6	34471576	34471595	34470000-34480000	866.0	-	-0.3107190796493388	0.5316925241305205	2519
chr6	35250009	35250028	35250000-35260000	805.0	+	-0.5721814147241925	0.913263889756941	2520
chr6	35252584	35252603	35250000-35260000	889.0	+	-0.5721814147241925	0.913263889756941	2521
chr6	35254584	35254603	35250000-35260000	813.0	-	-0.5721814147241925	0.913263889756941	2522
chr6	37045444	37045463	37040000-37050000	832.0	-	-0.7130395707235229	1.3499382758041742	2523
chr6	37046360	37046379	37040000-37050000	860.0	-	-0.7130395707235229	1.3499382758041742	2524
chr6	38622450	38622469	38620000-38630000	818.0	-	-0.4111670769632243	0.3416057992476523	2525
chr6	38624461	38624480	38620000-38630000	875.0	-	-0.4111670769632243	0.3416057992476523	2526
chr6	38626852	38626871	38620000-38630000	816.0	+	-0.4111670769632243	0.3416057992476523	2527
chr6	39574189	39574208	39570000-39580000	801.0	+	-0.2304143125784301	0.4080415212251571	2528
chr6	39574687	39574706	39570000-39580000	823.0	-	-0.2304143125784301	0.4080415212251571	2529
chr6	39577714	39577733	39570000-39580000	846.0	-	-0.2304143125784301	0.4080415212251571	2530
chr6	39579254	39579273	39570000-39580000	800.0	+	-0.2304143125784301	0.4080415212251571	2531
chr6	40471331	40471350	40470000-40480000	806.0	-	-0.6834735863700545	1.2458091908232043	2532
chr6	40473830	40473849	40470000-40480000	816.0	+	-0.6834735863700545	1.2458091908232043	2533
chr6	40475626	40475645	40470000-40480000	806.0	-	-0.6834735863700545	1.2458091908232043	2534
chr6	40476695	40476714	40470000-40480000	815.0	-	-0.6834735863700545	1.2458091908232043	2535
chr6	40479883	40479902	40470000-40480000	903.0	+	-0.6834735863700545	1.2458091908232043	2536
chr6	41576311	41576330	41570000-41580000	819.0	-	-0.5836111547897018	0.8371734206170247	2537
chr6	43686121	43686140	43680000-43690000	872.0	+	-0.6450990133745305	0.7373173926717179	2538
chr6	43686519	43686538	43680000-43690000	807.0	+	-0.6450990133745305	0.7373173926717179	2539
chr6	43689768	43689787	43680000-43690000	800.0	+	-0.6450990133745305	0.7373173926717179	2540
chr6	45051911	45051930	45050000-45060000	840.0	+	-0.6059643855580668	0.7208581572644402	2541
chr6	45052796	45052815	45050000-45060000	809.0	-	-0.6059643855580668	0.7208581572644402	2542
chr6	47142854	47142873	47140000-47150000	821.0	-	-1.274259858081039	1.9794074503935737	2543
chr6	48631669	48631688	48630000-48640000	803.0	-	-0.2411707345725945	0.4123395872188858	2544
chr6	48632380	48632399	48630000-48640000	834.0	-	-0.2411707345725945	0.4123395872188858	2545
chr6	48637326	48637345	48630000-48640000	804.0	+	-0.2411707345725945	0.4123395872188858	2546
chr6	49008161	49008180	49000000-49010000	881.0	+	-0.4223521662134289	0.6467960814349493	2547
chr6	49008909	49008928	49000000-49010000	834.0	+	-0.4223521662134289	0.6467960814349493	2548
chr6	50294472	50294491	50290000-50300000	827.0	+	-0.4279724467678661	0.6898125333815529	2549
chr6	50299190	50299209	50290000-50300000	822.0	+	-0.4279724467678661	0.6898125333815529	2550
chr6	50618464	50618483	50610000-50620000	851.0	+	-1.693674984470152	2.496772604217784	2551
chr6	51170600	51170619	51170000-51180000	860.0	-	-1.2518048950795464	1.7444494904021457	2552
chr6	51172955	51172974	51170000-51180000	816.0	-	-1.2518048950795464	1.7444494904021457	2553
chr6	51174835	51174854	51170000-51180000	829.0	-	-1.2518048950795464	1.7444494904021457	2554
chr6	51175489	51175508	51170000-51180000	828.0	+	-1.2518048950795464	1.7444494904021457	2555
chr6	51177706	51177725	51170000-51180000	807.0	-	-1.2518048950795464	1.7444494904021457	2556
chr6	51177817	51177836	51170000-51180000	843.0	+	-1.2518048950795464	1.7444494904021457	2557
chr6	51591276	51591295	51590000-51600000	821.0	+	-0.461702188829312	0.8309121395089476	2558
chr6	51592986	51593005	51590000-51600000	842.0	-	-0.461702188829312	0.8309121395089476	2559
chr6	51595010	51595029	51590000-51600000	805.0	-	-0.461702188829312	0.8309121395089476	2560
chr6	51596073	51596092	51590000-51600000	808.0	+	-0.461702188829312	0.8309121395089476	2561
chr6	52327919	52327938	52320000-52330000	807.0	+	-0.4193504143394951	0.8644060495636327	2562
chr6	52607467	52607486	52600000-52610000	804.0	+	-0.2050517111422163	0.5835720078554534	2563
chr6	53012443	53012462	53010000-53020000	823.0	-	-0.4969501219833637	0.7838914251735596	2564
chr6	53014245	53014264	53010000-53020000	816.0	-	-0.4969501219833637	0.7838914251735596	2565
chr6	53015540	53015559	53010000-53020000	819.0	+	-0.4969501219833637	0.7838914251735596	2566
chr6	53019417	53019436	53010000-53020000	805.0	+	-0.4969501219833637	0.7838914251735596	2567
chr6	53754615	53754634	53750000-53760000	806.0	-	-0.6851033206025798	1.19494230981124	2568
chr6	53755637	53755656	53750000-53760000	812.0	-	-0.6851033206025798	1.19494230981124	2569
chr6	54250213	54250232	54250000-54260000	803.0	-	-0.4655077038970155	0.8441383309073691	2570
chr6	54251572	54251591	54250000-54260000	805.0	+	-0.4655077038970155	0.8441383309073691	2571
chr6	54253874	54253893	54250000-54260000	827.0	+	-0.4655077038970155	0.8441383309073691	2572
chr6	54255010	54255029	54250000-54260000	824.0	+	-0.4655077038970155	0.8441383309073691	2573
chr6	54257636	54257655	54250000-54260000	804.0	-	-0.4655077038970155	0.8441383309073691	2574
chr6	54583372	54583391	54580000-54590000	803.0	+	-0.3074843861022223	0.4634160113982704	2575
chr6	54586358	54586377	54580000-54590000	867.0	+	-0.3074843861022223	0.4634160113982704	2576
chr6	55203802	55203821	55200000-55210000	832.0	-	-0.606874622218359	0.953584016106209	2577
chr6	56050123	56050142	56050000-56060000	817.0	-	-0.726787126921472	1.103531588169145	2578
chr6	56056253	56056272	56050000-56060000	801.0	+	-0.726787126921472	1.103531588169145	2579
chr6	56056363	56056382	56050000-56060000	812.0	-	-0.726787126921472	1.103531588169145	2580
chr6	56430661	56430680	56430000-56440000	817.0	+	-0.2614926604537573	0.5500685013532667	2581
chr6	56430819	56430838	56430000-56440000	830.0	+	-0.2614926604537573	0.5500685013532667	2582
chr6	56439315	56439334	56430000-56440000	844.0	-	-0.2614926604537573	0.5500685013532667	2583
chr6	56690061	56690080	56690000-56700000	808.0	+	-1.0141870211907644	1.4507534094781	2584
chr6	56691435	56691454	56690000-56700000	971.0	-	-1.0141870211907644	1.4507534094781	2585
chr6	57570608	57570627	57570000-57580000	958.0	-	-0.4022073678296663	0.5286011644770339	2586
chr6	57572542	57572561	57570000-57580000	860.0	-	-0.4022073678296663	0.5286011644770339	2587
chr6	57572812	57572831	57570000-57580000	818.0	+	-0.4022073678296663	0.5286011644770339	2588
chr6	58533661	58533680	58530000-58540000	821.0	-	-0.73845166813165	1.0126628812384024	2589
chr6	59207384	59207403	59200000-59210000	834.0	-	-0.8186464951444974	1.113264676994676	2590
chr6	59208734	59208753	59200000-59210000	910.0	-	-0.8186464951444974	1.113264676994676	2591
chr6	59208981	59209000	59200000-59210000	810.0	-	-0.8186464951444974	1.113264676994676	2592
chr6	59209435	59209454	59200000-59210000	861.0	-	-0.8186464951444974	1.113264676994676	2593
chr6	60555982	60556001	60550000-60560000	877.0	+	-0.3014060349968219	0.4525648443164443	2594
chr6	60962007	60962026	60960000-60970000	842.0	+	-0.6111617436146817	1.0082234089481754	2595
chr6	60962729	60962748	60960000-60970000	807.0	-	-0.6111617436146817	1.0082234089481754	2596
chr6	60963918	60963937	60960000-60970000	846.0	+	-0.6111617436146817	1.0082234089481754	2597
chr6	61311863	61311882	61310000-61320000	875.0	-	-1.0578319089563355	1.3110319263183066	2598
chr6	61312041	61312060	61310000-61320000	808.0	+	-1.0578319089563355	1.3110319263183066	2599
chr6	61316056	61316075	61310000-61320000	863.0	+	-1.0578319089563355	1.3110319263183066	2600
chr6	61319747	61319766	61310000-61320000	814.0	+	-1.0578319089563355	1.3110319263183066	2601
chr6	63321330	63321349	63320000-63330000	823.0	-	-0.3733769528143479	0.567014446292315	2602
chr6	64650100	64650119	64650000-64660000	897.0	-	-1.1003068726196314	1.618684108636042	2603
chr6	64653331	64653350	64650000-64660000	804.0	-	-1.1003068726196314	1.618684108636042	2604
chr6	64949056	64949075	64940000-64950000	899.0	+	-0.2487266671573871	0.4139136090943325	2605
chr6	65630890	65630909	65630000-65640000	804.0	-	-0.4460970815509242	0.6413011707836104	2606
chr6	65631887	65631906	65630000-65640000	831.0	-	-0.4460970815509242	0.6413011707836104	2607
chr6	66533461	66533480	66530000-66540000	894.0	-	-0.8868955495274009	1.2741754741872953	2608
chr6	66534576	66534595	66530000-66540000	867.0	-	-0.8868955495274009	1.2741754741872953	2609
chr6	66535619	66535638	66530000-66540000	825.0	+	-0.8868955495274009	1.2741754741872953	2610
chr6	67858141	67858160	67850000-67860000	875.0	+	-0.2758563394953633	0.498007753791037	2611
chr6	71141357	71141376	71140000-71150000	802.0	-	-0.2202384733154708	0.4566310116263259	2612
chr6	71144396	71144415	71140000-71150000	817.0	+	-0.2202384733154708	0.4566310116263259	2613
chr6	71438442	71438461	71430000-71440000	849.0	-	-0.1318075274238352	0.5139574907610526	2614
chr6	71831219	71831238	71830000-71840000	852.0	-	-0.7922448972905517	1.3568078640459071	2615
chr6	72601356	72601375	72600000-72610000	824.0	-	-0.1499307670634854	0.5900681136106548	2616
