# GimmeMotifs version 0.17.1
# Input: gimme.test/generated_background.gc.fa
# Motifs: gimme.test/combined.pfm
# Scoring: GC frequency normalized z-score
	GimmeMotifs_1	GimmeMotifs_2	GimmeMotifs_3	GimmeMotifs_4	GimmeMotifs_5	GimmeMotifs_6	GimmeMotifs_7	GimmeMotifs_8	GimmeMotifs_9	GimmeMotifs_10	GimmeMotifs_11
chr20:8905400-8905600	0.665640	-1.911897	0.624293	0.168538	0.747501	0.099709	-0.046757	0.382782	-0.397912	-0.406328	1.268065
chr5:60110900-60111100	-0.467580	-0.821130	0.381797	0.386539	-0.290262	0.195267	-0.442218	-0.935278	-0.279717	-0.499724	0.481426
chr10:44449100-44449300	2.457023	1.389294	-0.167768	-0.402492	0.845619	0.228019	1.130728	1.094277	-0.397912	-0.794900	-0.266742
chr9:28330100-28330300	-2.047019	-0.289104	-0.512293	-0.459432	0.288259	0.415432	1.832312	-0.333563	1.110544	2.677149	0.976309
chr6:89565700-89565900	0.693543	-0.258885	-0.024125	0.402357	-0.290262	0.270005	0.511652	-0.271971	-0.467119	1.414100	-0.742356
chr1:92660000-92660200	-0.728790	-0.686088	-0.520849	-0.719643	2.141417	0.527464	0.133340	0.189819	-0.397912	0.347743	1.105110
chr12:11252100-11252300	0.632497	-1.069495	-0.227452	-1.887490	-1.961903	-0.793012	0.755318	-0.327483	1.110544	-1.308738	-0.907317
chr1:71381100-71381300	2.118375	-0.772865	0.023794	-0.159463	-2.760683	-0.783622	0.185421	-0.841810	1.110544	1.354607	0.646387
chr8:33578700-33578900	0.011517	1.342669	-0.257375	0.140097	0.709276	0.179685	0.834389	0.940350	-1.857380	0.011054	-0.577395
chr3:173761000-173761200	2.285305	0.828362	1.731617	-0.957148	-1.025106	0.527464	-0.680253	-0.630655	-0.397912	0.161066	1.105110
chr15:65755900-65756100	-0.581095	-0.761053	0.362120	0.226441	1.068779	0.431015	-1.671156	-0.680905	1.110544	-0.496289	0.481426
chr21:12370400-12370600	0.800860	-0.563285	1.784904	-1.600356	1.238207	0.031937	-1.770178	0.496550	-0.279717	-0.669424	0.481426
chr2:47015200-47015400	-0.070074	1.087245	0.082024	1.938286	1.068779	0.270005	1.955963	1.099725	1.110544	0.428023	-0.412434
chr9:69749100-69749300	0.940102	0.536382	-0.225114	0.757143	0.017546	0.576442	1.888415	0.084742	1.110544	2.008124	-0.412434
chr7:108151500-108151700	-1.359452	1.352686	0.597514	2.308272	0.597920	0.413219	-0.196400	0.375371	-0.218381	-0.000593	-0.266742
chr13:69786900-69787100	0.197030	1.390780	-0.894223	0.264088	-0.382994	-0.632002	0.221618	-0.187497	-0.279717	0.459018	1.870169
chr1:167453900-167454100	-0.229862	0.617397	0.029087	-0.085506	0.932863	0.576442	2.424376	-0.779565	1.110544	0.480818	-0.577395
chr5:132150500-132150700	0.020092	1.077368	2.203530	0.004498	-1.072725	0.031937	1.251163	1.252758	-0.467119	0.482312	1.870169
chr16:14617600-14617800	-0.714138	0.747671	0.869980	-0.202977	1.025596	0.270005	2.267151	0.904309	2.688206	0.863232	0.481426
chr7:120767800-120768000	0.045818	0.263252	-0.360987	-0.617950	-0.202717	0.179685	-0.272293	-0.433054	1.297946	0.111998	0.481426
chr11:124238300-124238500	-0.795730	1.026907	0.603510	-0.454744	-0.970027	0.270005	1.688040	0.270405	1.110544	0.140353	1.870169
chr1:103474000-103474200	-0.322566	1.822024	0.370741	-1.903023	-0.481040	-0.557264	0.128131	0.223594	-0.279717	0.051166	0.481426
chr10:104369400-104369600	0.632497	1.292774	0.491756	-0.565469	-2.091429	-1.402865	0.996421	0.424625	1.110544	1.410558	-0.742356
chr9:112030400-112030600	-0.722713	-0.808218	-0.980170	-0.217289	-0.005161	0.270005	-0.892823	-0.278114	2.688206	-0.081651	0.811348
chr11:98752800-98753000	1.863241	-1.314774	-0.219431	0.075172	-1.346975	-0.541681	0.298428	-1.184212	-0.279717	0.932095	-0.742356
chr4:75772700-75772900	0.365393	-0.822036	0.964389	-0.910071	-1.083380	0.034257	0.689817	-0.963680	1.110544	-2.196962	1.870169
chr6:125593400-125593600	0.525180	1.001219	-2.013206	-0.562215	-0.952651	0.431015	-0.267219	-0.173159	-0.279717	1.225321	0.646387
chr18:20855100-20855300	0.792285	1.476894	0.952232	-0.331246	1.238207	0.431015	-0.366736	0.505289	-0.279717	-1.013881	-0.412434
chr13:94908900-94909100	0.731239	-1.229585	-0.084173	1.705010	1.063592	-0.349238	-0.313537	1.865788	1.110544	-0.970150	-0.742356
chr13:29300200-29300400	1.686303	-0.807434	-1.078048	1.123622	0.735307	0.576442	-1.273866	-0.499697	-1.857380	-0.812195	0.316465
chr14:25773000-25773200	-0.804305	1.116871	-0.568479	-0.438755	-1.352163	-0.349238	0.944419	0.116294	1.110544	0.459018	1.870169
chr3:169782900-169783100	0.818011	-0.620968	0.240393	-0.978730	0.604579	0.034257	-0.213556	0.052392	1.110544	-0.581727	-0.907317
chr15:98078000-98078200	0.899602	0.459587	0.164354	0.066143	-0.909467	0.195267	1.512090	0.015342	1.110544	-1.245667	2.035130
chr5:49233000-49233200	0.455559	0.291177	1.318824	0.173657	1.238207	0.431015	-1.164847	1.751838	1.110544	0.590806	0.481426
chr1:97639000-97639200	1.288532	1.317099	-0.161058	2.679849	0.756813	0.195267	-0.111065	2.835148	-0.279717	0.813675	-0.907317
chr18:39183100-39183300	0.533756	0.331346	1.148379	-0.258547	0.549716	0.431015	-0.503601	0.538829	-0.279717	2.551026	-0.907317
chr19:27332700-27332900	-0.083224	0.620723	0.933005	0.332717	0.641563	0.286732	0.186495	2.838791	-1.729784	-0.620451	-0.103787
chr4:186288700-186288900	-0.476155	3.133948	1.410624	0.510075	1.984114	0.340694	1.289952	-0.210472	-0.279717	0.650683	0.316465
chr11:125651100-125651300	0.348242	-0.533329	1.285575	-1.538295	0.932863	0.415432	1.182547	1.201076	-0.279717	-0.085636	0.481426
chr8:32590100-32590300	0.632497	3.087517	0.595598	2.330421	-0.952651	0.415432	2.771873	0.744305	-0.467119	0.257904	0.481426
chr13:69104500-69104700	-0.856775	-1.508430	1.541340	0.594858	-1.040196	0.195267	-0.557966	-0.187002	1.110544	1.150108	0.646387
chr3:19247400-19247600	-1.062834	1.112625	0.883561	1.058615	0.887541	-0.203811	0.351496	-0.792813	1.110544	-1.181259	0.481426
chr9:99177500-99177700	0.710693	-1.303790	-0.566697	-0.302434	-1.040196	0.431015	-0.303493	1.113377	-0.467119	-1.468740	0.811348
chr5:29943600-29943800	2.812105	-0.193144	-0.890826	-0.033937	0.082235	-0.396254	1.544412	0.811565	-0.279717	-0.107521	0.811348
chr10:19105100-19105300	-0.972668	-0.658493	0.054040	1.421164	-0.519037	-0.113490	-1.846805	0.493112	-0.467119	0.875890	-0.907317
chr13:70433400-70433600	-0.074478	0.998025	-0.157272	1.138715	1.117260	0.228019	1.784155	-1.235120	-0.397912	-0.431910	-0.266742
chr20:26679500-26679700	-0.734684	0.216154	1.914613	-1.517668	1.107478	0.270005	0.325402	-0.108608	-0.279717	-1.112006	0.811348
chr1:118898700-118898900	0.736649	0.946676	-0.036417	-0.512208	-0.838379	-0.548358	0.945353	-1.440061	-0.218381	-0.710609	-0.266742
chr5:40967800-40968000	1.863241	-0.768364	0.371012	0.295353	-0.202717	-0.396254	-1.526434	0.320255	-0.279717	0.991155	-0.907317
chr5:67532000-67532200	-0.343112	0.119410	-0.040380	-0.642763	-0.054710	0.576442	-0.683549	-0.970487	-0.279717	1.571647	1.870169
chr13:106250300-106250500	0.641073	-0.840833	0.521154	0.739024	0.791158	0.415432	-0.136191	-0.633008	-0.467119	-2.238393	0.481426
chr18:11102100-11102300	-0.540596	1.148183	-0.589042	-0.799901	0.709276	0.431015	-1.531009	-1.603518	-0.467119	-1.035742	-0.742356
chr21:45189500-45189700	-0.192680	0.355713	-0.586876	0.799345	0.597920	0.342264	0.485567	-1.411728	1.293022	-1.029020	0.942155
chr5:7116300-7116500	0.443589	-0.708799	1.047844	-1.117704	-1.411664	0.340694	0.247652	-0.234706	-0.279717	-0.260517	-0.577395
chr2:86833900-86834100	-0.299217	-1.223746	-1.512425	-0.551493	-0.673213	-0.557264	-0.302313	0.282050	-0.467119	-1.250453	0.481426
chrX:33566400-33566600	-0.346906	1.210276	-0.514175	1.791441	-0.838379	0.228019	-1.523850	-0.178624	-0.218381	0.051436	-0.266742
chr1:245188500-245188700	-0.293390	0.676022	1.529320	0.281973	2.767721	0.286732	-0.058751	0.235686	-0.397912	0.079196	-0.429696
chr11:128509700-128509900	0.356818	0.192262	-0.885375	-0.310929	-1.461213	0.195267	0.204732	-0.927774	-0.467119	-0.773716	-0.907317
chr5:14058300-14058500	1.970558	1.274471	0.843858	0.386932	1.001952	0.034257	1.129521	0.821286	-0.279717	-0.078727	-1.966138
chr6:36506200-36506400	0.710693	0.559004	0.177054	0.154758	-2.114136	0.034257	0.595647	-1.197439	-0.467119	-0.513398	-0.742356
chrX:45846900-45847100	1.979133	-0.401797	0.273180	0.151120	-1.040196	0.415432	0.273356	-1.258084	-0.279717	0.842506	-0.577395
chr8:58300700-58300900	-0.964092	-0.171292	0.955397	0.688795	-0.019335	0.576442	1.621759	-0.957073	1.110544	0.205931	-0.412434
chr19:29182500-29182700	0.028668	-1.337973	1.656357	1.326893	-1.268971	0.195267	0.386238	-0.393023	-0.467119	-0.631061	2.035130
chr13:74359200-74359400	-0.911622	-0.475545	-0.404036	-0.982294	-1.224958	0.034257	1.653546	0.053830	-0.467119	-0.615397	1.705207
chrX:145390700-145390900	-0.545776	-2.080501	1.845108	-1.274573	-1.268971	0.431015	1.048541	-0.263547	1.110544	1.807964	2.035130
chr2:75670100-75670300	-0.601641	-0.328902	-1.004933	-0.312513	-1.111423	0.034257	1.141822	1.004171	-1.669978	-1.263159	0.481426
chrY:18977200-18977400	0.800860	0.943782	-0.131608	-1.048455	-1.002200	0.195267	-0.862657	-0.400752	-1.669978	-0.215569	-0.742356
chr11:19093100-19093300	2.427322	-1.504258	-0.643136	-0.504237	-1.163305	0.400977	-0.738968	-1.142104	-0.397912	-1.008619	-0.266742
chr10:50142400-50142600	-0.726109	-0.140759	0.023151	-0.130512	-1.083380	0.195267	-1.131923	1.682936	-0.279717	2.576660	-1.072278
chr4:51101700-51101900	0.623922	1.845197	1.138288	-0.450724	0.883188	0.270005	0.320157	0.429936	-0.279717	-0.303552	-0.742356
chr7:94477300-94477500	-0.360262	-0.754394	-1.055060	-0.969152	-1.237752	0.415432	-0.515335	-0.119830	-0.279717	-0.000231	-1.801176
chr4:53190100-53190300	0.081138	1.278000	0.825319	-0.559743	0.965036	0.431015	0.617359	-0.455150	2.688206	1.516816	-0.412434
chr11:52260700-52260900	-0.972668	1.145499	1.733723	2.016344	0.076721	-0.938439	-0.090797	-0.075765	-0.279717	-1.001177	0.811348
chr8:111628700-111628900	-1.062834	-0.310275	1.283868	0.316622	0.554904	-0.541681	-0.868537	0.057558	-1.857380	-0.038702	-0.742356
chr17:80322000-80322200	0.435014	-0.338730	0.224092	-0.528362	-0.519037	-0.349238	0.374967	-2.152668	1.110544	-0.651634	0.481426
chr15:18242200-18242400	-0.751835	1.835089	1.183528	-1.229878	-0.108870	0.195267	0.239982	0.778778	1.110544	0.808455	-0.577395
chr4:85973100-85973300	0.731239	-0.839340	0.925481	-0.091836	0.828040	-0.938439	0.039893	-0.380904	-0.279717	-0.580972	0.646387
chr16:53794200-53794400	-0.865350	-0.447043	0.083585	-1.030055	-1.461213	0.576442	1.552138	-0.427716	-0.467119	-0.406310	0.646387
chr3:115981800-115982000	1.854665	0.224201	-0.478712	0.370155	1.068779	0.270005	0.359893	-1.379866	-0.467119	0.169537	-0.577395
chr6:131856700-131856900	1.366728	1.423462	-0.476156	-0.359935	0.735307	0.340694	1.158991	-0.052566	-0.279717	0.373083	0.646387
chr8:133928400-133928600	2.060724	1.475169	2.569940	1.072094	0.828040	0.431015	0.728515	1.603424	-0.279717	-2.164230	-0.742356
chr12:69707800-69708000	-1.727444	0.575539	0.614531	0.675784	0.424175	0.195267	0.918849	0.990634	1.297946	1.980875	0.481426
chr11:15088700-15088900	0.658223	0.286388	1.430692	0.795624	-2.048419	-0.541681	-0.713806	0.739234	-0.279717	1.930681	-0.742356
chr1:99361400-99361600	-1.681172	-1.873256	-2.448231	-1.058127	0.698426	-0.622612	-1.449265	2.453055	2.688206	-0.696873	-0.907317
chr1:86588700-86588900	-0.627367	-0.190552	1.171968	0.379413	-1.259430	-1.756318	1.044330	2.007605	-0.467119	-0.484493	-0.577395
chr3:172771400-172771600	0.684968	0.194889	1.309120	-1.299242	-1.150207	0.415432	-1.343971	-0.130385	-1.857380	-0.097301	-0.742356
chr12:56792600-56792800	0.792285	-0.529322	-0.152470	0.442891	-0.069999	-0.622612	0.280961	0.318870	-0.279717	0.417475	-0.577395
chrX:88216000-88216200	0.365393	0.345929	-0.360175	0.151672	0.215102	-1.019369	-1.375627	0.085683	-0.467119	0.009678	0.316465
chr12:112657700-112657900	0.258076	-0.093048	0.947967	-0.905280	-1.040196	-0.203811	-0.192923	-0.116344	-0.467119	1.633121	1.870169
chrX:80445600-80445800	-0.804305	-0.665327	1.409199	0.008644	-0.611769	0.576442	0.824401	1.226300	-0.279717	-1.286178	-0.907317
chr17:9423200-9423400	0.373968	0.581501	-0.170633	0.190187	-0.952651	0.415432	1.499893	0.493665	-0.279717	0.078803	-0.577395
chr10:25762300-25762500	1.863241	0.700430	0.059240	-0.277635	-0.283485	-0.349238	-0.299177	-0.382713	1.110544	-0.534017	1.870169
chr20:22085200-22085400	-1.161576	-1.240857	0.343946	0.072010	-2.070953	-2.375561	1.000968	-1.643174	-0.467119	-0.922222	0.481426
chr12:62428100-62428300	-0.734684	0.892832	-0.525724	-0.799216	-1.045383	0.270005	0.838768	0.590507	1.110544	-0.207317	1.705207
chrX:42706000-42706200	-0.156846	-1.166380	-2.206094	0.263216	1.025596	-6.666777	-1.229488	2.864354	1.110544	-0.059343	0.646387
chr5:33341600-33341800	0.205605	0.819419	-0.502337	1.134628	0.345831	0.415432	-0.006742	-1.161283	-0.467119	-0.457530	-0.577395
chr12:91461400-91461600	-1.956852	1.390780	-0.158060	0.030847	-0.382994	0.431015	-0.699652	-1.476293	1.110544	-0.649304	-0.577395
chrX:152572500-152572700	-0.070074	0.260042	1.100980	0.946097	0.921887	0.431015	0.701521	-0.497732	1.297946	0.553156	0.646387
chr12:100285100-100285300	0.818011	-1.335913	-0.777459	-1.580043	-0.069999	0.576442	-0.248260	0.939521	-0.467119	0.464511	-0.577395
chr4:51482600-51482800	0.525180	-0.287732	-0.382338	1.395106	1.238207	0.195267	0.893162	-1.309172	-0.279717	0.337039	-0.577395
chr5:78305100-78305300	-0.911622	-0.305760	-1.235941	1.225457	0.039051	0.034257	-0.995048	0.296574	-0.467119	0.603758	-0.577395
chr16:71473100-71473300	1.979133	-0.443255	0.917617	1.312436	-1.150207	0.415432	0.392464	1.754067	1.297946	0.865089	0.481426
chr5:154215500-154215700	-1.347089	-0.134836	1.743284	-0.041182	0.554904	0.340694	0.002278	0.015468	1.110544	0.741821	0.811348
chr3:69459700-69459900	-0.368838	1.089030	0.836122	1.844251	0.345831	0.431015	1.937574	0.719060	-0.092315	0.543852	-0.742356
chr5:13613300-13613500	0.365393	0.208418	-1.186402	-0.299523	-0.755095	-0.783622	-1.086772	0.170126	-1.857380	-0.272844	-0.577395
chr13:23506700-23506900	0.481285	-0.399796	-0.051461	-0.851950	-0.202717	0.195267	0.418329	-0.340290	-0.279717	-1.358703	0.811348
chr2:87588600-87588800	1.979133	-0.870484	-0.025254	0.869666	0.849545	0.195267	-0.387382	1.048470	-0.467119	0.734778	0.481426
chr4:60785100-60785300	2.246238	-0.388143	1.758938	0.989771	1.107478	0.270005	-0.238108	0.520972	1.110544	0.962126	-0.742356
chr13:25595200-25595400	1.364722	-1.124500	0.554994	-0.992868	-0.882022	0.413219	0.236958	0.385593	-0.397912	-1.173006	-1.312684
chr15:81345200-81345400	1.863241	-1.046908	-1.954850	0.265843	0.849545	0.415432	-0.959241	-0.524311	-0.467119	1.215583	3.093950
chr1:144594400-144594600	-0.725327	0.123666	0.307544	1.137779	0.917604	-0.664426	-0.575237	-0.064251	2.624893	-0.380445	1.105110
chr5:127720000-127720200	-0.656488	1.335078	-0.755177	-0.735643	0.735307	-0.203811	-0.013840	0.280394	1.110544	-0.902955	-0.742356
chr21:11940700-11940900	0.792285	0.577134	-0.440109	-0.543618	1.238207	0.195267	-1.679972	-0.258476	-0.279717	-0.844602	0.811348
chr1:41064500-41064700	0.632497	0.716198	0.206454	0.947590	-0.295449	-0.541681	0.132759	1.832956	-0.279717	1.197434	-0.742356
chr15:66505000-66505200	-0.795730	-0.883903	-0.795531	-0.026214	-1.668482	-1.321934	0.197103	0.049930	1.110544	-0.842033	0.481426
chr4:27494900-27495100	0.960647	-0.237434	0.729048	0.991566	0.778491	0.576442	0.515350	-0.576302	1.110544	-0.361411	0.481426
chr2:166455300-166455500	-0.511475	0.856221	3.418051	-0.019035	2.440418	0.195267	-0.166303	0.144961	1.110544	0.324044	0.811348
chr4:174971800-174972000	1.092294	0.755452	-1.092061	-0.501577	-0.919295	-0.414494	1.586460	2.172900	1.113491	-0.341045	-1.312684
chr6:49370800-49371000	-0.903047	0.256864	-0.982414	-1.117630	-0.290262	0.270005	-0.090159	2.319870	-0.279717	-0.413593	0.646387
chr12:36860200-36860400	0.623922	1.855248	-1.322512	-0.152478	-0.673213	0.195267	0.245619	1.018064	-0.467119	2.344359	-0.577395
chr5:66395100-66395300	2.729451	-0.653532	-0.870866	0.489621	0.098492	0.400977	-0.215594	0.707380	-0.038850	2.256153	-0.266742
chrY:25907900-25908100	0.144560	0.134074	0.099317	0.908491	0.554904	0.270005	-0.490725	0.323574	-1.857380	-1.475464	-2.131099
chr6:19067300-19067500	1.892362	-0.265161	-0.652679	-1.500992	-0.028805	0.179685	-0.359215	-1.611582	-0.467119	-0.785502	0.811348
chr22:20474700-20474900	0.727903	0.448848	0.105064	-0.166691	0.867528	0.215777	-1.028079	-0.966048	-0.218381	0.605980	1.105110
chr14:73489400-73489600	-0.020962	1.095443	0.100305	-0.814959	1.067894	0.342264	-1.067301	0.230850	-1.550253	0.005051	2.151052
chr6:20968900-20969100	-0.528625	0.245526	-0.501707	-0.759234	-1.040196	0.179685	-1.172394	-1.471152	-0.279717	-2.006597	-0.577395
chr3:76633300-76633500	0.472710	0.036363	-0.385757	0.484562	-1.449248	-0.777429	0.212544	0.016552	1.110544	-1.220157	0.646387
chr9:21300800-21301000	-0.360262	-0.282986	-0.601442	-0.153704	-2.299727	0.179685	1.617458	0.420783	-0.279717	-0.326696	0.646387
chr1:33486700-33486900	1.358153	2.123227	-0.263954	-0.433681	-0.298773	0.179685	-0.296919	-0.272067	1.110544	1.466685	0.316465
chr5:34986500-34986700	-0.459004	-0.582588	-0.667437	-0.196545	0.799996	0.415432	-0.497999	0.896317	-1.857380	-1.547291	-0.577395
chr14:51975800-51976000	0.205605	1.385496	-0.001465	-0.402654	-0.635217	0.031937	-1.524307	-0.602145	-0.279717	-0.772537	0.811348
chr14:84430300-84430500	-1.054259	-0.432865	-1.325720	-1.594773	0.082235	0.340694	0.412700	0.769496	-0.279717	0.311465	-0.742356
chr3:173828500-173828700	0.513210	-0.385056	-1.752699	0.904830	0.828040	0.431015	0.140435	-0.185537	-0.279717	-0.087072	-0.907317
chr1:83453900-83454100	-1.045684	-0.975864	-0.854213	0.356119	-0.720993	-0.203811	-0.302047	0.122539	-0.467119	0.873497	-0.907317
chr9:130873500-130873700	-0.955517	0.430900	-0.677667	-0.715666	1.107478	0.431015	0.864112	0.277246	-0.279717	-0.293572	-0.577395
chr10:55683700-55683900	1.163311	-1.010324	1.124296	-1.086107	-1.028231	0.415432	0.194014	0.348859	-0.467119	1.141357	-0.577395
chrX:57463800-57464000	0.365393	0.312649	-0.529506	0.136550	-0.382994	0.576442	0.195996	0.235316	-0.467119	-0.879465	-1.966138
chr1:107060100-107060300	-0.734684	0.332220	-0.233502	0.311453	-0.159533	0.340694	-1.175783	0.607796	-0.279717	0.580695	0.646387
chr4:15642500-15642700	0.455559	2.399375	-0.306061	0.015376	-1.083380	0.270005	-0.742357	-0.796837	-0.279717	-0.414182	-0.742356
chr2:123461900-123462100	2.104841	1.818889	-0.388819	-2.028604	-0.033627	0.400977	2.790791	0.322599	-0.218381	1.727521	1.268065
chr5:107299600-107299800	-0.171724	0.461743	-0.287982	1.588083	0.929696	0.413219	2.067156	0.333994	-1.729784	0.245084	0.942155
chr2:121556800-121557000	1.082473	1.081288	-1.189153	2.001650	0.483677	-0.113490	1.117765	2.117121	-0.467119	0.791398	0.646387
chr2:56467100-56467300	-0.679837	2.706516	0.374383	0.634450	0.258286	0.270005	2.457570	-0.389084	-1.669978	1.446057	0.316465
chr14:69908200-69908400	0.188455	-0.007610	0.699644	1.070079	-0.870769	0.431015	-0.410880	-0.676414	-0.279717	0.007537	-1.072278
chr17:51546800-51547000	0.258076	-1.645142	-1.230404	-1.383635	1.063592	0.340694	2.041245	-0.504065	-0.279717	-0.726871	0.481426
chr8:103758300-103758500	-0.450429	-1.434278	0.583733	0.914136	-0.914655	0.415432	-0.671043	0.642028	-0.279717	1.529221	-0.577395
chr17:36021600-36021800	0.197030	0.101708	1.494991	-0.493069	2.620695	0.576442	1.351217	0.616009	-0.467119	-0.296921	-0.742356
chr13:47529700-47529900	-0.537200	-0.779853	0.647651	-0.589399	-0.909467	0.415432	0.105947	-1.231393	2.875608	-0.539904	0.811348
chr5:87183600-87183800	1.154736	-0.320103	-0.373214	-0.322700	0.511720	0.431015	1.330923	-1.299550	1.110544	-1.508744	0.646387
chr8:31406100-31406300	-0.877321	-0.423433	-0.953416	1.432263	-0.295449	0.034257	0.465513	2.040853	1.110544	-0.735887	1.870169
chr17:55889900-55890100	-0.385988	-0.722734	1.331215	1.437007	0.647762	0.576442	1.375234	0.518172	-0.467119	0.133024	-0.742356
chr3:1731100-1731300	1.236327	1.104521	-0.418774	-0.396481	0.718816	-0.940759	1.714941	-1.261121	-0.092315	1.557539	0.481426
chr3:188124200-188124400	0.641073	1.082760	-0.174978	-0.344415	-1.417075	-0.541681	0.549289	-0.391264	2.688206	0.194317	-0.742356
chr7:85785500-85785700	0.037243	-1.274564	-1.581975	1.165534	0.740495	0.415432	0.006639	0.381474	-0.467119	-0.631247	3.258911
chr16:15369600-15369800	-0.635942	0.431543	0.243801	0.112745	-1.018691	0.431015	0.831199	0.033802	-0.467119	0.291276	0.811348
chr1:125095400-125095600	-0.787154	-0.098261	-0.309453	-1.095612	-0.803941	-0.557264	-0.125076	-0.864420	-0.279717	-0.267274	-0.577395
chr16:71100500-71100700	-0.635942	-0.202958	0.075231	0.211944	0.740495	0.576442	0.087915	1.681793	2.688206	-1.325820	0.646387
chrY:7844200-7844400	1.375303	-1.346234	-0.415953	-0.640271	-1.361703	0.179685	-1.268088	-1.114517	-0.467119	-0.643247	2.035130
chr14:90410300-90410500	-1.054259	-0.470903	-0.473847	-1.453965	-0.979992	0.034257	-1.481094	1.004159	-0.467119	-0.312349	-0.577395
chr5:89246700-89246900	-0.565818	-1.614525	-0.114219	1.945704	-0.080471	0.400977	-0.075142	1.170308	-1.729784	0.449907	0.942155
chrX:82684100-82684300	-0.699088	-0.450878	-1.249094	-0.858111	0.751773	0.413219	-0.027655	-0.661043	-0.218381	0.001416	-0.103787
chr6:57365200-57365400	-0.688413	0.515420	1.261007	-0.017025	0.871223	0.195267	2.159817	1.022029	-0.279717	1.099875	-0.742356
chr4:44918400-44918600	0.115439	1.216984	0.608621	-0.571381	0.039051	0.431015	1.035842	-1.637685	1.110544	0.655805	-0.742356
chr3:117777100-117777300	-0.964092	0.776462	1.488624	-0.728003	0.669268	0.415432	0.048596	0.009214	-0.467119	0.632966	-1.966138
chr5:169695500-169695700	-0.343112	-1.315836	-0.349900	-0.104102	0.752460	0.576442	-0.385869	-0.827195	-0.467119	-0.663532	-0.577395
chr2:162678600-162678800	-0.804305	0.324600	0.314455	-0.073569	-1.083380	0.195267	-0.585186	-0.184277	-0.279717	-0.765760	-0.577395
chr12:105873000-105873200	-0.964092	0.423436	-0.898211	-0.742338	0.740495	0.431015	1.207499	0.618661	-2.044781	-0.633632	0.646387
chr21:10936600-10936800	0.603376	-0.668177	-1.897814	-1.599258	0.921887	0.270005	0.122892	-0.256369	2.688206	0.371190	0.811348
chr1:223046300-223046500	0.258076	1.235161	1.744628	-0.712307	0.511720	0.195267	1.027213	-0.930208	-0.467119	0.060945	1.870169
chrY:9474400-9474600	1.259411	0.298454	1.935499	-0.226417	-1.061874	0.431015	-0.755706	1.904167	-0.467119	0.674193	-0.742356
chr10:75687200-75687400	0.800860	0.475662	1.521651	1.025534	-0.673213	-0.203811	1.278862	0.255991	-0.279717	1.106121	-0.742356
chr15:77447300-77447500	1.871816	0.372576	0.247024	-0.504000	-0.159533	0.415432	0.502243	-1.509170	-0.467119	-0.615219	-0.742356
chr7:87072700-87072900	0.788889	1.439731	0.217659	-0.115606	0.533225	0.576442	-0.536045	-0.486020	1.297946	0.648171	-0.577395
chr13:50976800-50977000	2.031603	-0.214605	0.784478	0.165048	-0.295449	0.270005	0.091941	-0.041856	-1.669978	-0.386087	-0.577395
chr5:43344700-43344900	-0.804305	2.468961	0.276226	0.030847	-0.382994	-0.632002	0.941592	-0.705429	-0.467119	-0.247955	1.870169
chr13:110999100-110999300	-0.833426	0.148561	-1.824539	-1.238892	-0.475853	-0.396254	-1.733109	0.235316	-1.857380	-0.430525	-0.907317
chr6:34159400-34159600	0.179880	-1.336134	-0.658266	1.433508	0.828040	-0.940759	-0.636160	-0.130415	2.688206	-1.011729	1.870169
chr8:114381300-114381500	0.266651	-0.903689	0.841591	1.660747	-0.733772	0.034257	0.682657	1.478641	-0.279717	-0.048320	-0.907317
chr7:132132600-132132800	-0.121671	-0.872839	1.713273	-0.631242	0.823885	0.228019	-0.721742	-0.298745	1.113491	-1.307879	0.942155
chr20:58057700-58057900	-0.708958	-0.529535	0.881726	0.227227	0.756813	0.431015	-1.239206	-0.949880	-0.279717	2.099922	0.481426
chr6:87304600-87304800	0.702118	-1.153283	-0.451308	-0.926907	-1.268971	0.431015	1.509884	-1.601685	-0.279717	-0.194286	-0.577395
chrX:71259200-71259400	-0.795730	-0.358840	0.095384	0.443806	-0.069999	-0.203811	-0.150686	-0.686278	-0.467119	1.239546	-0.742356
chr11:11004300-11004500	0.373968	-1.051652	-0.091104	-1.084453	-1.013211	0.576442	1.552138	1.319949	1.110544	-0.386399	1.870169
chr10:111935200-111935400	-0.894471	-0.833313	0.145601	-0.464508	-0.426178	0.179685	0.038862	-0.768500	-0.092315	0.129116	0.316465
chr6:67844400-67844600	0.356818	-1.260087	-1.459066	-0.156395	2.663879	0.270005	-0.338548	0.332416	1.110544	-1.852678	0.976309
chr2:203099600-203099800	0.037243	-0.383439	-0.048485	-0.481934	1.025596	-0.632002	1.076841	-0.178607	-0.279717	-0.437911	-0.577395
chrY:25953700-25953900	-0.734684	0.124620	-0.055104	0.841655	-0.414213	0.576442	2.668209	2.046510	1.110544	1.100388	0.481426
chr7:86418500-86418700	-1.214046	-0.736851	-1.274796	0.645153	0.828040	0.415432	-2.061544	-1.814145	1.297946	-0.029019	-0.742356
chr12:27828200-27828400	2.130345	-0.955994	-0.241801	2.294921	0.017546	-0.203811	-1.151180	-0.795662	-0.279717	0.881406	0.481426
chr2:208155400-208155600	1.244902	3.091439	-0.793250	-0.152076	-1.297014	0.415432	1.452675	-1.659299	-0.467119	-0.330946	0.646387
