boundary_index	chrom	boundary_end	index	num_ctcf	span	boundary_start	strand	start	end	count	count	forward_scan	reverse_scan	scan_strand	mismatch	rf_diff
663	chr2	154630000	3615	7	154621962-154621981	154620000	-	154621962	154621981	1	0	7.364167681181374	10.000138370546981	-	0	2.6359706893656076
663	chr2	154630000	3620	7	154628118-154628137	154620000	-	154628118	154628137	1	0	8.333751083749561	9.853272360573778	-	0	1.5195212768242161
663	chr2	154630000	3621	7	154629899-154629918	154620000	-	154629899	154629918	1	0	8.80764457580758	9.781627684235458	-	0	0.9739831084278787
664	chr2	154980000	3624	5	154970114-154970133	154970000	-	154970114	154970133	1	0	7.749592311550586	10.109869003835566	-	0	2.3602766922849803
666	chr2	155820000	3641	9	155811901-155811920	155810000	-	155811901	155811920	1	0	9.032264654773954	10.700916218354124	-	0	1.6686515635801697
666	chr2	155820000	3642	9	155811995-155812014	155810000	+	155811995	155812014	1	0	9.9454550995334	7.788875795514879	+	0	2.1565793040185204
666	chr2	155820000	3643	9	155815127-155815146	155810000	+	155815127	155815146	1	0	10.246945800623287	7.656226914455955	+	0	2.5907188861673323
666	chr2	155820000	3644	9	155815813-155815832	155810000	+	155815813	155815832	1	0	9.623770458975034	7.43278896585953	+	0	2.1909814931155047
666	chr2	155820000	3645	9	155815946-155815965	155810000	-	155815946	155815965	1	0	8.824519126846369	9.839980865203751	-	0	1.0154617383573825
666	chr2	155820000	3646	9	155816480-155816499	155810000	-	155816480	155816499	1	0	8.116667297199042	10.527659197469204	-	0	2.4109919002701616
666	chr2	155820000	3648	9	155819944-155819963	155810000	+	155819944	155819963	1	0	9.801273371564834	7.19737253007437	+	0	2.6039008414904643
668	chr2	156780000	3655	4	156776229-156776248	156770000	-	156776229	156776248	1	0	9.12230639816977	9.980430344271312	-	0	0.8581239461015429
668	chr2	156780000	3656	4	156779109-156779128	156770000	+	156779109	156779128	1	0	9.928175115395467	8.90437766077828	+	0	1.0237974546171866
668	chr2	156780000	3657	4	156779360-156779379	156770000	-	156779360	156779379	1	0	8.453937857790223	10.514249589685434	-	0	2.0603117318952116
668	chr2	156780000	3658	4	156779818-156779837	156770000	-	156779818	156779837	1	0	9.211827689147352	10.196915556684896	-	0	0.9850878675375441
669	chr2	157120000	3666	8	157117127-157117146	157110000	-	157117127	157117146	1	0	7.955329012957102	10.64105698482541	-	0	2.6857279718683076
670	chr2	157600000	3676	7	157598665-157598684	157590000	+	157598665	157598684	1	0	9.229520203466326	7.827063574918299	+	0	1.4024566285480269
671	chr2	158030000	3680	7	158022841-158022860	158020000	-	158022841	158022860	1	0	8.052785041666384	9.862114767292024	-	0	1.8093297256256395
671	chr2	158030000	3686	7	158028705-158028724	158020000	-	158028705	158028724	1	0	9.813106563959114	10.303949258515978	-	0	0.49084269455686425
672	chr2	158370000	3689	10	158360077-158360096	158360000	+	158360077	158360096	1	0	9.756607353411473	7.393751506717362	+	0	2.362855846694111
672	chr2	158370000	3691	10	158361406-158361425	158360000	-	158361406	158361425	1	0	8.106134362488149	10.019844890205006	-	0	1.913710527716857
672	chr2	158370000	3692	10	158361596-158361615	158360000	-	158361596	158361615	1	0	8.66349201679865	10.043427150468702	-	0	1.3799351336700525
672	chr2	158370000	3693	10	158361809-158361828	158360000	+	158361809	158361828	1	0	9.571812468663623	7.403244176853602	+	0	2.168568291810021
672	chr2	158370000	3697	10	158367558-158367577	158360000	+	158367558	158367577	1	0	9.787920324653818	8.02594373269267	+	0	1.7619765919611474
673	chr2	158880000	3701	9	158871404-158871423	158870000	-	158871404	158871423	1	0	7.895348926706265	9.659036019403612	-	0	1.7636870926973467
673	chr2	158880000	3702	9	158872305-158872324	158870000	+	158872305	158872324	1	0	9.977689280802704	8.122209875680834	+	0	1.8554794051218693
673	chr2	158880000	3703	9	158872667-158872686	158870000	-	158872667	158872686	1	0	7.947359048894436	9.8977016296617	-	0	1.9503425807672645
673	chr2	158880000	3707	9	158878755-158878774	158870000	+	158878755	158878774	1	0	9.36558003723488	8.523486985163164	+	0	0.842093052071716
674	chr2	160010000	3714	3	160002080-160002099	160000000	-	160002080	160002099	1	0	7.922710961875073	9.598675412914949	-	0	1.6759644510398752
675	chr2	160370000	3719	7	160365839-160365858	160360000	-	160365839	160365858	1	0	7.819163326673366	9.706815384201086	-	0	1.8876520575277196
675	chr2	160370000	3720	7	160365985-160366004	160360000	+	160365985	160366004	1	0	10.275490845505509	8.795771405447468	+	0	1.479719440058041
675	chr2	160370000	3721	7	160366103-160366122	160360000	-	160366103	160366122	1	0	8.41342264728457	10.300702627122762	-	0	1.8872799798381923
675	chr2	160370000	3722	7	160366385-160366404	160360000	-	160366385	160366404	1	0	7.554051487280964	9.269362065585144	-	0	1.7153105783041793
675	chr2	160370000	3723	7	160368047-160368066	160360000	-	160368047	160368066	1	0	9.249181775799487	10.526425340142005	-	0	1.277243564342518
676	chr2	160600000	3726	4	160592247-160592266	160590000	+	160592247	160592266	1	0	10.243465096104629	7.940452898100303	+	0	2.3030121980043257
676	chr2	160600000	3727	4	160593216-160593235	160590000	-	160593216	160593235	1	0	9.09501374047251	11.638221219174476	-	0	2.543207478701966
676	chr2	160600000	3729	4	160598019-160598038	160590000	+	160598019	160598038	1	0	12.149685662418335	9.710678776250507	+	0	2.439006886167828
677	chr2	160960000	3732	3	160950219-160950238	160950000	+	160950219	160950238	1	0	9.888041724194627	8.913765872385637	+	0	0.97427585180899
677	chr2	160960000	3733	3	160955527-160955546	160950000	-	160955527	160955546	1	0	8.930730272109875	11.320090635765412	-	0	2.3893603636555376
679	chr2	162910000	3742	7	162907854-162907873	162900000	+	162907854	162907873	1	0	9.137629596269168	8.262657054810697	+	0	0.8749725414584706
679	chr2	162910000	3743	7	162908101-162908120	162900000	-	162908101	162908120	1	0	8.672970743756714	10.274655624256503	-	0	1.6016848804997892
679	chr2	162910000	3744	7	162908290-162908309	162900000	-	162908290	162908309	1	0	8.374686216474661	9.982281239819526	-	0	1.6075950233448655
681	chr2	164080000	3753	4	164073149-164073168	164070000	+	164073149	164073168	1	0	9.715505074475121	7.990640772530423	+	0	1.7248643019446988
681	chr2	164080000	3754	4	164074008-164074027	164070000	+	164074008	164074027	1	0	10.921083624605327	9.217349152559537	+	0	1.7037344720457899
681	chr2	164080000	3755	4	164078897-164078916	164070000	+	164078897	164078916	1	0	10.083518672920338	8.736209291926723	+	0	1.3473093809936145
682	chr2	164380000	3759	3	164376220-164376239	164370000	-	164376220	164376239	1	0	8.092299055974355	9.329969841979695	-	0	1.2376707860053404
683	chr2	164780000	3763	4	164772391-164772410	164770000	+	164772391	164772410	1	0	10.555243772495498	8.94996232519513	+	0	1.6052814473003671
683	chr2	164780000	3764	4	164776792-164776811	164770000	+	164776792	164776811	1	0	9.79226204531263	7.991014786040013	+	0	1.8012472592726159
683	chr2	164780000	3765	4	164776998-164777017	164770000	-	164776998	164777017	1	0	8.50286234947222	10.565576871495685	-	0	2.062714522023464
683	chr2	164780000	3766	4	164778530-164778549	164770000	-	164778530	164778549	1	0	7.409394560525878	9.606003259428764	-	0	2.196608698902886
684	chr2	165400000	3771	9	165391734-165391753	165390000	+	165391734	165391753	1	0	10.43623234659152	8.307553705915709	+	0	2.128678640675812
684	chr2	165400000	3774	9	165396091-165396110	165390000	+	165396091	165396110	1	0	9.97085833447367	8.797450576270446	+	0	1.1734077582032238
684	chr2	165400000	3775	9	165396348-165396367	165390000	-	165396348	165396367	1	0	7.99553495109833	9.038249793266335	-	0	1.0427148421680048
685	chr2	165780000	3780	6	165771531-165771550	165770000	-	165771531	165771550	1	0	7.439317984034004	10.116249110124194	-	0	2.6769311260901905
685	chr2	165780000	3785	6	165779073-165779092	165770000	+	165779073	165779092	1	0	11.502682839910339	8.471155608274618	+	0	3.031527231635721
686	chr2	166090000	3788	11	166080199-166080218	166080000	-	166080199	166080218	1	0	7.822762804037397	10.150272934068235	-	0	2.3275101300308387
686	chr2	166090000	3792	11	166083960-166083979	166080000	-	166083960	166083979	1	0	7.535421605907624	9.59306188102908	-	0	2.0576402751214555
686	chr2	166090000	3793	11	166084955-166084974	166080000	-	166084955	166084974	1	0	8.522263529479499	10.90562773029406	-	0	2.3833642008145617
686	chr2	166090000	3794	11	166085167-166085186	166080000	+	166085167	166085186	1	0	11.32512389677818	8.626454124750481	+	0	2.6986697720276993
686	chr2	166090000	3795	11	166085868-166085887	166080000	-	166085868	166085887	1	0	7.736487987174737	9.723362928071897	-	0	1.9868749408971595
686	chr2	166090000	3796	11	166086598-166086617	166080000	+	166086598	166086617	1	0	10.088566192850227	8.728650598134177	+	0	1.3599155947160497
687	chr2	166580000	3801	7	166570261-166570280	166570000	-	166570261	166570280	1	0	9.184767208111667	9.980906524759583	-	0	0.7961393166479152
687	chr2	166580000	3802	7	166570545-166570564	166570000	-	166570545	166570564	1	0	9.049936565193361	9.444076677637964	-	0	0.3941401124446031
687	chr2	166580000	3803	7	166573418-166573437	166570000	+	166573418	166573437	1	0	10.29719109551565	9.582896720452927	+	0	0.7142943750627229
687	chr2	166580000	3804	7	166574529-166574548	166570000	-	166574529	166574548	1	0	7.2447097471033235	9.955221056365106	-	0	2.7105113092617827
687	chr2	166580000	3807	7	166576579-166576598	166570000	+	166576579	166576598	1	0	10.496013789575745	9.184503266993643	+	0	1.3115105225821022
688	chr2	167020000	3817	9	167015213-167015232	167010000	-	167015213	167015232	1	0	8.09277982312231	10.047449833321185	-	0	1.9546700101988748
689	chr2	167510000	3827	10	167503448-167503467	167500000	+	167503448	167503467	1	0	9.480160502590333	8.201799645005481	+	0	1.2783608575848522
689	chr2	167510000	3828	10	167506740-167506759	167500000	+	167506740	167506759	1	0	9.914339263985227	8.204125845335103	+	0	1.7102134186501239
689	chr2	167510000	3830	10	167509324-167509343	167500000	-	167509324	167509343	1	0	9.426679358263655	10.476921367674294	-	0	1.0502420094106384
690	chr2	167640000	3833	12	167630793-167630812	167630000	+	167630793	167630812	1	0	9.989335096376918	7.497637987536649	+	0	2.4916971088402686
690	chr2	167640000	3836	12	167631952-167631971	167630000	-	167631952	167631971	1	0	8.51992801308102	9.152600676653915	-	0	0.6326726635728939
690	chr2	167640000	3837	12	167633582-167633601	167630000	-	167633582	167633601	1	0	8.139924612102728	9.810033585889592	-	0	1.6701089737868635
691	chr2	168070000	3848	7	168061406-168061425	168060000	-	168061406	168061425	1	0	8.235956512490947	9.382636518947688	-	0	1.1466800064567408
692	chr2	168240000	3856	3	168233856-168233875	168230000	-	168233856	168233875	1	0	8.409039149180979	10.121432019791104	-	0	1.7123928706101257
692	chr2	168240000	3857	3	168235430-168235449	168230000	-	168235430	168235449	1	0	7.726807965612686	10.379230999234426	-	0	2.6524230336217407
693	chr2	168670000	3864	12	168662001-168662020	168660000	+	168662001	168662020	1	0	10.158138868953007	8.056372516784933	+	0	2.101766352168074
693	chr2	168670000	3865	12	168662081-168662100	168660000	-	168662081	168662100	1	0	9.3255833401835	10.215192169281536	-	0	0.8896088290980355
693	chr2	168670000	3867	12	168664105-168664124	168660000	-	168664105	168664124	1	0	8.473771596068023	10.70158398193998	-	0	2.2278123858719567
693	chr2	168670000	3869	12	168666351-168666370	168660000	+	168666351	168666370	1	0	10.974957983289208	7.849336958984018	+	0	3.1256210243051905
693	chr2	168670000	3870	12	168668098-168668117	168660000	-	168668098	168668117	1	0	8.078007918664154	9.659854143938272	-	0	1.5818462252741181
693	chr2	168670000	3871	12	168669709-168669728	168660000	-	168669709	168669728	1	0	7.680551988135033	9.267959043020511	-	0	1.5874070548854782
693	chr2	168670000	3872	12	168669887-168669906	168660000	-	168669887	168669906	1	0	9.030263822756865	10.606022054439642	-	0	1.5757582316827765
694	chr2	169020000	3878	4	169016299-169016318	169010000	+	169016299	169016318	1	0	9.822437609443003	8.138977382749834	+	0	1.6834602266931693
696	chr2	170420000	3888	9	170412398-170412417	170410000	+	170412398	170412417	1	0	9.554719523283914	8.199944960920883	+	0	1.3547745623630316
696	chr2	170420000	3889	9	170412640-170412659	170410000	+	170412640	170412659	1	0	9.754598532984955	7.321482084070867	+	0	2.433116448914088
696	chr2	170420000	3892	9	170415993-170416012	170410000	+	170415993	170416012	1	0	9.448818419587006	6.446234015754276	+	0	3.0025844038327305
696	chr2	170420000	3893	9	170416111-170416130	170410000	-	170416111	170416130	1	0	7.214812398890609	10.808253237789346	-	0	3.5934408388987373
696	chr2	170420000	3894	9	170416207-170416226	170410000	-	170416207	170416226	1	0	8.026423127285636	9.538357069883304	-	0	1.5119339425976683
696	chr2	170420000	3895	9	170418936-170418955	170410000	+	170418936	170418955	1	0	10.042307840693718	7.951305079235911	+	0	2.0910027614578075
697	chr2	170890000	3899	4	170880435-170880454	170880000	+	170880435	170880454	1	0	9.707567378336016	8.241770476983051	+	0	1.4657969013529648
697	chr2	170890000	3900	4	170882517-170882536	170880000	+	170882517	170882536	1	0	9.784202714233068	8.735132764244135	+	0	1.049069949988933
697	chr2	170890000	3901	4	170888017-170888036	170880000	+	170888017	170888036	1	0	9.371463249884926	7.929925009402978	+	0	1.4415382404819477
698	chr2	171420000	3907	4	171418138-171418157	171410000	-	171418138	171418157	1	0	7.993776137631334	9.938654745370494	-	0	1.9448786077391595
699	chr2	172220000	3912	5	172216028-172216047	172210000	-	172216028	172216047	1	0	8.35512303996962	11.94185442412465	-	0	3.58673138415503
700	chr2	172460000	3918	5	172450598-172450617	172450000	+	172450598	172450617	1	0	10.082447300042269	7.641763181767789	+	0	2.440684118274479
700	chr2	172460000	3920	5	172456183-172456202	172450000	-	172456183	172456202	1	0	7.7274245072287355	9.79106049589824	-	0	2.063635988669504
700	chr2	172460000	3921	5	172457478-172457497	172450000	-	172457478	172457497	1	0	6.902434036784492	9.722539405099267	-	0	2.820105368314775
701	chr2	172820000	3924	4	172813558-172813577	172810000	-	172813558	172813577	1	0	8.860625209665297	10.099119423179333	-	0	1.238494213514036
701	chr2	172820000	3925	4	172813643-172813662	172810000	+	172813643	172813662	1	0	10.53995447937847	9.019331959885474	+	0	1.5206225194929957
702	chr2	173100000	3933	13	173090999-173091018	173090000	+	173090999	173091018	1	0	9.550558957337717	8.16845350001223	+	0	1.382105457325487
702	chr2	173100000	3935	13	173096876-173096895	173090000	+	173096876	173096895	1	0	9.548065287189958	8.064800918818332	+	0	1.4832643683716267
702	chr2	173100000	3936	13	173097281-173097300	173090000	+	173097281	173097300	1	0	10.009288639376742	8.795184838888382	+	0	1.2141038004883598
703	chr2	173580000	3945	3	173571204-173571223	173570000	+	173571204	173571223	1	0	9.316705170172662	7.716004098113711	+	0	1.6007010720589516
703	chr2	173580000	3946	3	173574901-173574920	173570000	+	173574901	173574920	1	0	9.343357973239055	8.802632969873244	+	0	0.5407250033658109
703	chr2	173580000	3947	3	173578119-173578138	173570000	-	173578119	173578138	1	0	7.898094748560456	8.902070573276896	-	0	1.0039758247164405
704	chr2	174310000	3950	4	174302746-174302765	174300000	-	174302746	174302765	1	0	7.448887039274574	9.907483344365396	-	0	2.458596305090822
704	chr2	174310000	3951	4	174308088-174308107	174300000	+	174308088	174308107	1	0	10.800473768797353	8.451796076488659	+	0	2.3486776923086943
704	chr2	174310000	3952	4	174308659-174308678	174300000	+	174308659	174308678	1	0	9.525854128246017	8.768265799232541	+	0	0.7575883290134762
704	chr2	174310000	3953	4	174308864-174308883	174300000	+	174308864	174308883	1	0	10.130689914574067	8.24050818251176	+	0	1.890181732062306
705	chr2	178410000	3956	3	178407630-178407649	178400000	+	178407630	178407649	1	0	9.688753964164436	8.075590835312617	+	0	1.6131631288518182
705	chr2	178410000	3957	3	178407739-178407758	178400000	+	178407739	178407758	1	0	12.088701549500236	8.718152105983563	+	0	3.3705494435166727
706	chr2	179430000	3962	2	179428911-179428930	179420000	-	179428911	179428930	1	0	7.93967924894938	9.986487955369867	-	0	2.046808706420487
707	chr2	179890000	3965	14	179880950-179880969	179880000	-	179880950	179880969	1	0	8.90178405996915	9.99699553462753	-	0	1.0952114746583792
707	chr2	179890000	3967	14	179882738-179882757	179880000	-	179882738	179882757	1	0	8.486804332097073	10.462043203759826	-	0	1.9752388716627536
707	chr2	179890000	3972	14	179885946-179885965	179880000	+	179885946	179885965	1	0	9.427867589343753	7.41328408333589	+	0	2.014583506007863
707	chr2	179890000	3973	14	179886335-179886354	179880000	-	179886335	179886354	1	0	8.981384142362577	9.389814966820904	-	0	0.40843082445832657
707	chr2	179890000	3974	14	179886643-179886662	179880000	-	179886643	179886662	1	0	9.130441921532588	9.397431359691957	-	0	0.26698943815936893
707	chr2	179890000	3975	14	179887720-179887739	179880000	+	179887720	179887739	1	0	9.472397223423656	7.934876290302649	+	0	1.537520933121007
707	chr2	179890000	3976	14	179889575-179889594	179880000	-	179889575	179889594	1	0	8.547927569843793	9.633548922012627	-	0	1.0856213521688343
708	chr2	180270000	3981	4	180260243-180260262	180260000	-	180260243	180260262	1	0	7.35176870706685	10.275100247032032	-	0	2.923331539965182
708	chr2	180270000	3982	4	180261521-180261540	180260000	-	180261521	180261540	1	0	8.504613052346588	10.187579691967743	-	0	1.6829666396211547
708	chr2	180270000	3983	4	180262074-180262093	180260000	-	180262074	180262093	1	0	9.469154509379257	9.706302622109092	-	0	0.2371481127298356
708	chr2	180270000	3984	4	180263981-180264000	180260000	+	180263981	180264000	1	0	10.316995843942662	9.639197956336508	+	0	0.6777978876061539
709	chr2	180790000	3987	8	180781497-180781516	180780000	-	180781497	180781516	1	0	8.197764274248849	10.145913409335693	-	0	1.9481491350868438
709	chr2	180790000	3989	8	180785278-180785297	180780000	+	180785278	180785297	1	0	10.109465365964372	8.42832350895034	+	0	1.6811418570140315
709	chr2	180790000	3991	8	180786582-180786601	180780000	-	180786582	180786601	1	0	7.991508029499731	9.66363331373628	-	0	1.6721252842365493
709	chr2	180790000	3992	8	180786929-180786948	180780000	+	180786929	180786948	1	0	11.827136580042193	8.903260696503416	+	0	2.923875883538777
709	chr2	180790000	3993	8	180788693-180788712	180780000	+	180788693	180788712	1	0	9.038372844758372	8.80543198401434	+	0	0.23294086074403175
709	chr2	180790000	3994	8	180789388-180789407	180780000	+	180789388	180789407	1	0	9.184028380714562	8.864972258453276	+	0	0.3190561222612853
710	chr3	3320000	3997	1	3311009-3311028	3310000	+	3311009	3311028	1	0	10.439620204465198	8.278002910289251	+	0	2.1616172941759473
713	chr3	5210000	4008	1	5207617-5207636	5200000	+	5207617	5207636	1	0	9.687540621401705	7.32619016648349	+	0	2.361350454918216
715	chr3	7040000	4011	4	7030866-7030885	7030000	+	7030866	7030885	1	0	10.725333274355567	8.015483611228728	+	0	2.709849663126839
715	chr3	7040000	4013	4	7035302-7035321	7030000	-	7035302	7035321	1	0	8.249524957427353	10.176045910826165	-	0	1.9265209533988124
717	chr3	7520000	4022	2	7514788-7514807	7510000	-	7514788	7514807	1	0	7.5493734102530325	10.373623759780337	-	0	2.824250349527304
718	chr3	8250000	4025	2	8241250-8241269	8240000	-	8241250	8241269	1	0	7.202603689297684	9.40069839391463	-	0	2.1980947046169454
720	chr3	8930000	4038	4	8923152-8923171	8920000	-	8923152	8923171	1	0	8.27509540123783	10.84267357669836	-	0	2.567578175460529
720	chr3	8930000	4039	4	8923810-8923829	8920000	-	8923810	8923829	1	0	8.340391529283206	9.103724637711629	-	0	0.763333108428423
722	chr3	9720000	4052	12	9711102-9711121	9710000	+	9711102	9711121	1	0	11.003106181359097	9.034330051681273	+	0	1.9687761296778241
722	chr3	9720000	4053	12	9712122-9712141	9710000	+	9712122	9712141	1	0	9.417609117539456	7.156799216690244	+	0	2.260809900849212
722	chr3	9720000	4054	12	9714109-9714128	9710000	-	9714109	9714128	1	0	6.797791015527464	10.05654745692263	-	0	3.2587564413951657
722	chr3	9720000	4056	12	9715847-9715866	9710000	-	9715847	9715866	1	0	8.457559033534848	10.18078590987705	-	0	1.7232268763422027
722	chr3	9720000	4059	12	9717567-9717586	9710000	+	9717567	9717586	1	0	10.182548974577607	7.939229144978981	+	0	2.243319829598626
722	chr3	9720000	4060	12	9719209-9719228	9710000	-	9719209	9719228	1	0	8.982461733862179	10.555878067565708	-	0	1.5734163337035287
723	chr3	9960000	4066	4	9957232-9957251	9950000	+	9957232	9957251	1	0	9.345743291164823	7.420298301713795	+	0	1.9254449894510275
724	chr3	10330000	4073	6	10326862-10326881	10320000	+	10326862	10326881	1	0	10.34853738719214	8.952814423656339	+	0	1.3957229635358015
724	chr3	10330000	4074	6	10329015-10329034	10320000	+	10329015	10329034	1	0	9.47759178333026	6.919288856552414	+	0	2.558302926777846
729	chr3	13480000	4093	8	13471234-13471253	13470000	+	13471234	13471253	1	0	9.641511747407979	8.69461387503203	+	0	0.9468978723759491
729	chr3	13480000	4094	8	13472999-13473018	13470000	-	13472999	13473018	1	0	9.215953923498827	10.681130223739856	-	0	1.4651763002410298
729	chr3	13480000	4095	8	13473175-13473194	13470000	-	13473175	13473194	1	0	8.961346077394213	9.70322141497717	-	0	0.7418753375829574
729	chr3	13480000	4100	8	13475079-13475098	13470000	-	13475079	13475098	1	0	8.427141442067231	10.519381798520044	-	0	2.0922403564528125
731	chr3	14680000	4110	4	14679375-14679394	14670000	+	14679375	14679394	1	0	11.317207511113754	8.05792912314892	+	0	3.2592783879648337
732	chr3	14880000	4115	5	14872671-14872690	14870000	-	14872671	14872690	1	0	8.645291636236006	10.308316674678503	-	0	1.6630250384424965
732	chr3	14880000	4116	5	14873329-14873348	14870000	+	14873329	14873348	1	0	9.482643816172473	7.549243974721143	+	0	1.9333998414513305
732	chr3	14880000	4117	5	14874565-14874584	14870000	+	14874565	14874584	1	0	11.035642802127626	7.8105688413279815	+	0	3.2250739607996444
735	chr3	19170000	4130	4	19162831-19162850	19160000	+	19162831	19162850	1	0	9.985527094100831	8.65480279385674	+	0	1.330724300244091
735	chr3	19170000	4131	4	19163065-19163084	19160000	-	19163065	19163084	1	0	7.683175594051642	9.55730359956922	-	0	1.8741280055175782
737	chr3	19900000	4137	8	19893300-19893319	19890000	+	19893300	19893319	1	0	9.34948938825303	7.906556939040161	+	0	1.4429324492128686
737	chr3	19900000	4138	8	19894797-19894816	19890000	-	19894797	19894816	1	0	7.916443766527996	11.733680988172894	-	0	3.8172372216448984
737	chr3	19900000	4141	8	19896416-19896435	19890000	-	19896416	19896435	1	0	7.083817246849156	9.295941922736302	-	0	2.2121246758871465
739	chr3	20590000	4153	3	20589533-20589552	20580000	+	20589533	20589552	1	0	9.028755308394214	7.794281866929632	+	0	1.2344734414645817
741	chr3	22310000	4158	3	22302189-22302208	22300000	+	22302189	22302208	1	0	9.767458037937674	7.92353198721753	+	0	1.8439260507201443
741	chr3	22310000	4159	3	22306810-22306829	22300000	+	22306810	22306829	1	0	10.759978742457296	7.5516635439084085	+	0	3.2083151985488874
741	chr3	22310000	4160	3	22309169-22309188	22300000	+	22309169	22309188	1	0	11.788040932271773	8.313902541612077	+	0	3.4741383906596965
742	chr3	22940000	4163	4	22930284-22930303	22930000	-	22930284	22930303	1	0	7.5498401217701305	9.952225290499667	-	0	2.402385168729537
742	chr3	22940000	4164	4	22932456-22932475	22930000	-	22932456	22932475	1	0	8.408552546361705	9.602387197930415	-	0	1.1938346515687108
745	chr3	25230000	4175	5	25220803-25220822	25220000	-	25220803	25220822	1	0	7.8168362226375185	9.337437770327597	-	0	1.5206015476900783
745	chr3	25230000	4176	5	25221099-25221118	25220000	-	25221099	25221118	1	0	9.259964841907326	10.045504647141623	-	0	0.785539805234297
746	chr3	25560000	4182	2	25555239-25555258	25550000	-	25555239	25555258	1	0	8.030726537181815	10.073619899340528	-	0	2.042893362158713
749	chr3	27070000	4190	2	27060079-27060098	27060000	+	27060079	27060098	1	0	9.222876502155845	7.666439619043299	+	0	1.5564368831125464
752	chr3	28160000	4205	6	28157558-28157577	28150000	+	28157558	28157577	1	0	9.858989705924536	7.446656525808708	+	0	2.4123331801158283
753	chr3	28550000	4211	6	28546658-28546677	28540000	-	28546658	28546677	1	0	8.633907395703817	9.515238819037577	-	0	0.8813314233337604
754	chr3	29730000	4217	1	29726776-29726795	29720000	-	29726776	29726795	1	0	9.215033977336997	10.080830358213216	-	0	0.865796380876219
755	chr3	30010000	4219	1	30005193-30005212	30000000	+	30005193	30005212	1	0	10.133322498526551	7.66474242112159	+	0	2.468580077404961
756	chr3	30520000	4224	6	30514706-30514725	30510000	-	30514706	30514725	1	0	8.412916568343778	10.00833858126958	-	0	1.5954220129258019
756	chr3	30520000	4225	6	30515227-30515246	30510000	-	30515227	30515246	1	0	7.945249081512159	10.406608788557005	-	0	2.4613597070448456
756	chr3	30520000	4226	6	30518266-30518285	30510000	+	30518266	30518285	1	0	9.505831690380337	6.770832531722926	+	0	2.734999158657411
757	chr3	31150000	4234	6	31146116-31146135	31140000	+	31146116	31146135	1	0	11.216979594778138	7.703372797664599	+	0	3.513606797113539
758	chr3	31690000	4239	3	31684487-31684506	31680000	-	31684487	31684506	1	0	8.412003530104046	9.04459449382145	-	0	0.6325909637174032
760	chr3	32720000	4247	3	32713739-32713758	32710000	-	32713739	32713758	1	0	8.277871420532584	10.245142359446461	-	0	1.9672709389138774
760	chr3	32720000	4248	3	32716707-32716726	32710000	-	32716707	32716726	1	0	8.475339922800272	10.252207762384366	-	0	1.776867839584094
760	chr3	32720000	4249	3	32717639-32717658	32710000	-	32717639	32717658	1	0	8.050905384689809	9.297016271480347	-	0	1.2461108867905377
761	chr3	33250000	4252	3	33242261-33242280	33240000	+	33242261	33242280	1	0	9.691000947812928	7.253240577455963	+	0	2.4377603703569646
762	chr3	33810000	4257	3	33807330-33807349	33800000	-	33807330	33807349	1	0	7.923095249518877	9.318361290515465	-	0	1.3952660409965887
762	chr3	33810000	4258	3	33808006-33808025	33800000	-	33808006	33808025	1	0	8.105653906620201	9.786862390382172	-	0	1.6812084837619707
762	chr3	33810000	4259	3	33808846-33808865	33800000	-	33808846	33808865	1	0	7.831146008957051	9.673162193556099	-	0	1.8420161845990481
763	chr3	34160000	4262	5	34150238-34150257	34150000	+	34150238	34150257	1	0	11.49315936354593	7.870126884411551	+	0	3.6230324791343786
764	chr3	34640000	4271	4	34639286-34639305	34630000	+	34639286	34639305	1	0	9.396538452439145	7.163588462136382	+	0	2.232949990302763
764	chr3	34640000	4272	4	34639401-34639420	34630000	-	34639401	34639420	1	0	8.326942705624417	10.775131304540698	-	0	2.448188598916282
765	chr3	34800000	4276	4	34790811-34790830	34790000	+	34790811	34790830	1	0	9.71589631582119	7.933394245710735	+	0	1.7825020701104553
766	chr3	35130000	4281	1	35124072-35124091	35120000	+	35124072	35124091	1	0	9.721593025269794	7.313123051433706	+	0	2.4084699738360875
769	chr3	36570000	4293	8	36565144-36565163	36560000	+	36565144	36565163	1	0	9.455119678121077	8.286681716246129	+	0	1.1684379618749485
769	chr3	36570000	4294	8	36565440-36565459	36560000	+	36565440	36565459	1	0	9.670572194771989	8.509117009637468	+	0	1.1614551851345212
769	chr3	36570000	4295	8	36566879-36566898	36560000	+	36566879	36566898	1	0	9.228975221860983	8.978760594494144	+	0	0.2502146273668391
769	chr3	36570000	4296	8	36568807-36568826	36560000	+	36568807	36568826	1	0	9.644776831820845	7.102894798310727	+	0	2.5418820335101184
770	chr3	36860000	4299	3	36854125-36854144	36850000	+	36854125	36854144	1	0	10.842160071578288	9.079471055159978	+	0	1.7626890164183102
770	chr3	36860000	4300	3	36855544-36855563	36850000	-	36855544	36855563	1	0	8.497035804543849	10.158962291755937	-	0	1.6619264872120887
771	chr3	37310000	4304	1	37302861-37302880	37300000	-	37302861	37302880	1	0	8.423837067308876	11.19687112726773	-	0	2.7730340599588548
772	chr3	37430000	4306	3	37420198-37420217	37420000	-	37420198	37420217	1	0	8.687260957803446	9.912752696260021	-	0	1.2254917384565758
