boundary_index	chrom	boundary_end	index	num_ctcf	span	boundary_start	strand	start	end	seq_id	boSCD_m1	dotSCD_m1	dot-score_m1	cross-score_m1	x-score_m1	boSCD_m2	dotSCD_m2	dot-score_m2	cross-score_m2	x-score_m2
1478	chr5	123930000	8395	6	123927336-123927355	123920000	+	123927336	123927355	2363	0.169464111328125	0.157061767578125	0.16110458374023437	0.00021224617958068848	-9.458661079406739e-05	0.144189453125	0.16319580078125	0.1227783203125	0.00042518377304077146	0.0005513429641723633
1478	chr5	123930000	8397	6	123929194-123929213	123920000	+	123929194	123929213	2364	0.193212890625	0.189691162109375	0.16202774047851562	0.00021009445190429689	-8.912086486816407e-05	0.14310302734375	0.1419586181640625	0.1225006103515625	0.0004025876522064209	0.0005297183990478516
1479	chr5	124340000	8400	3	124334239-124334258	124330000	-	124334239	124334258	2365	0.334423828125	0.38990478515625	0.15923843383789063	0.00013777613639831543	-0.000209653377532959	0.2687255859375	0.2338623046875	0.1227752685546875	0.0004031240940093994	0.000485837459564209
1479	chr5	124340000	8402	3	124339434-124339453	124330000	+	124339434	124339453	2366	0.70396728515625	0.18472900390625	0.16151657104492187	0.00021117925643920898	-9.851455688476562e-05	0.449761962890625	0.219091796875	0.12371826171875	0.0005268752574920654	0.0006308674812316895
1480	chr5	124600000	8405	4	124593829-124593848	124590000	-	124593829	124593848	2367	1.6389892578125	1.4755859375	0.14885101318359376	0.00019437074661254883	-8.233785629272461e-05	1.353369140625	1.167431640625	0.10405960083007812	-0.0001537799835205078	-0.0006813228130340577
1480	chr5	124600000	8407	4	124597340-124597359	124590000	+	124597340	124597359	2368	0.26572265625	0.29610595703125	0.16111221313476562	0.0002716958522796631	-6.943941116333008e-06	0.222869873046875	0.207427978515625	0.12283172607421874	0.00045077800750732423	0.0005739450454711914
1480	chr5	124600000	8408	4	124599715-124599734	124590000	-	124599715	124599734	2369	0.43809814453125	0.36146240234375	0.16081390380859376	0.00023589134216308593	-2.4884939193725586e-05	0.2954833984375	0.199224853515625	0.12083282470703124	0.00038287639617919924	0.0004608750343322754
1481	chr5	125520000	8411	8	125510739-125510758	125510000	-	125510739	125510758	2370	0.185308837890625	0.2644287109375	0.15982131958007811	0.00012431144714355468	-0.00023055076599121094	0.265509033203125	0.2383056640625	0.12196807861328125	0.0003536641597747803	0.00044021010398864746
1481	chr5	125520000	8412	8	125512614-125512633	125510000	+	125512614	125512633	2371	0.356951904296875	0.25343017578125	0.16166152954101562	0.0002640187740325928	-2.912282943725586e-05	0.489385986328125	0.174017333984375	0.1217559814453125	0.00041527748107910155	0.0005162715911865235
1481	chr5	125520000	8413	8	125514053-125514072	125510000	+	125514053	125514072	2372	0.293597412109375	0.26239013671875	0.16112518310546875	0.00021374821662902831	-9.531378746032714e-05	0.291455078125	0.25101318359375	0.12419891357421875	0.0005051195621490479	0.000589054822921753
1481	chr5	125520000	8414	8	125515003-125515022	125510000	+	125515003	125515022	2373	0.432763671875	0.3559814453125	0.15918731689453125	0.0001824498176574707	-0.0001286447048187256	0.39486083984375	0.34644775390625	0.12148284912109375	0.0004068434238433838	0.0004766941070556641
1481	chr5	125520000	8415	8	125515679-125515698	125510000	+	125515679	125515698	2374	0.37052001953125	0.24215087890625	0.16063766479492186	0.00015152692794799804	-0.00018430352210998535	0.30596923828125	0.27830810546875	0.12320098876953126	0.0004826486110687256	0.000549393892288208
1481	chr5	125520000	8416	8	125516047-125516066	125510000	-	125516047	125516066	2375	0.3203125	0.22587890625	0.16109848022460938	0.0002476394176483154	-4.7594308853149414e-05	0.226409912109375	0.20213623046875	0.12321014404296875	0.0005133867263793946	0.0006352543830871582
1481	chr5	125520000	8417	8	125516922-125516941	125510000	-	125516922	125516941	2376	0.35654296875	0.2934814453125	0.16112213134765624	0.0002366483211517334	-3.517270088195801e-05	0.217938232421875	0.218695068359375	0.12195587158203125	0.00038968324661254884	0.00047556161880493166
1483	chr5	127180000	8427	1	127172538-127172557	127170000	-	127172538	127172557	2377	0.323974609375	0.29088134765625	0.16064376831054689	0.0001921236515045166	-9.520649909973144e-05	0.20386962890625	0.18963623046875	0.12091217041015626	0.00034074783325195314	0.00042467117309570314
1484	chr5	127590000	8431	4	127586654-127586673	127580000	-	127586654	127586673	2378	0.437939453125	0.30855712890625	0.16037521362304688	0.00019404292106628418	-0.0001088261604309082	0.193505859375	0.226654052734375	0.12046966552734376	0.00026703476905822756	0.0003338992595672607
1485	chr5	128450000	8435	4	128440049-128440068	128440000	-	128440049	128440068	2379	49.525	52.853125	8.7287109375	0.53033447265625	0.714306640625	38.865625	47.0484375	7.7494140625	0.48138427734375	0.64173583984375
1485	chr5	128450000	8436	4	128444959-128444978	128440000	-	128444959	128444978	2380	0.9560546875	0.6031982421875	0.15753021240234374	0.00010151863098144532	-0.0002235114574432373	0.2445068359375	0.226959228515625	0.12017974853515626	0.00027406811714172365	0.00034521818161010743
1487	chr5	129030000	8449	9	129020154-129020173	129020000	-	129020154	129020173	2381	0.970361328125	0.5958984375	0.15870285034179688	7.649064064025879e-05	-0.00027387142181396485	0.8815673828125	0.625244140625	0.1226409912109375	0.0003624260425567627	0.00025198459625244143
1487	chr5	129030000	8450	9	129020680-129020699	129020000	-	129020680	129020699	2382	0.672607421875	0.4294189453125	0.15911483764648438	0.00019596219062805175	-9.699463844299316e-05	0.3987548828125	0.34381103515625	0.119720458984375	0.00029948949813842776	0.0003473818302154541
1487	chr5	129030000	8451	9	129020832-129020851	129020000	-	129020832	129020851	2383	2.211083984375	1.675	0.14896202087402344	2.5713443756103514e-05	-0.0003837406635284424	1.259375	2.26728515625	0.0975189208984375	-5.760788917541504e-05	-0.0007898330688476563
1487	chr5	129030000	8452	9	129021742-129021761	129020000	+	129021742	129021761	2384	0.149676513671875	0.18402099609375	0.16191024780273439	0.00022143125534057617	-6.096363067626953e-05	0.132635498046875	0.16134033203125	0.12239227294921876	0.0003931879997253418	0.0005124688148498535
1487	chr5	129030000	8455	9	129026291-129026310	129020000	-	129026291	129026310	2385	0.7715576171875	1.23623046875	0.15432052612304686	1.4388561248779297e-05	-0.00028423070907592776	1.5427734375	0.8664794921875	0.1157562255859375	0.0002789855003356934	0.00012333393096923827
1488	chr5	129600000	8464	12	129594322-129594341	129590000	-	129594322	129594341	2386	44.96875	46.05625	6.5056640625	0.402587890625	0.53773193359375	35.54375	40.5390625	5.58681640625	0.362322998046875	0.47548828125
1488	chr5	129600000	8465	12	129595001-129595020	129590000	-	129595001	129595020	2387	0.5849365234375	0.4142578125	0.15961532592773436	0.0002398550510406494	-4.023313522338867e-05	0.3366455078125	0.35301513671875	0.1219512939453125	0.00044641494750976565	0.0005150020122528076
1488	chr5	129600000	8466	12	129595300-129595319	129590000	+	129595300	129595319	2388	0.24420166015625	0.203887939453125	0.16085281372070312	0.00019019246101379395	-0.00011917948722839355	0.183428955078125	0.1926513671875	0.12291107177734376	0.00042771100997924806	0.000517427921295166
1488	chr5	129600000	8467	12	129595503-129595522	129590000	+	129595503	129595522	2389	0.47677001953125	0.3423095703125	0.15854263305664062	0.00018549561500549316	-0.00012099146842956544	0.30570068359375	0.24998779296875	0.11995086669921876	0.00026868581771850587	0.00035278797149658204
1488	chr5	129600000	8468	12	129595623-129595642	129590000	+	129595623	129595642	2390	0.600537109375	0.36719970703125	0.15976638793945314	0.00016553401947021483	-0.0001398622989654541	0.24796142578125	0.23851318359375	0.12068634033203125	0.0003228843212127686	0.00038549304008483887
1488	chr5	129600000	8469	12	129595895-129595914	129590000	+	129595895	129595914	2391	0.68502197265625	0.51207275390625	0.15873184204101562	0.00016406774520874023	-0.0001237213611602783	0.577099609375	0.8541748046875	0.1166107177734375	0.0002558767795562744	0.0001413106918334961
1488	chr5	129600000	8471	12	129598670-129598689	129590000	-	129598670	129598689	2392	0.267236328125	0.222479248046875	0.16136856079101564	0.0002629399299621582	-1.4656782150268555e-05	0.241375732421875	0.2126953125	0.12225799560546875	0.00041533708572387694	0.0005488991737365723
1489	chr5	129900000	8484	12	129899244-129899263	129890000	-	129899244	129899263	2393	1.94892578125	2.048583984375	0.14384880065917968	0.00010052919387817382	-0.00024155378341674804	0.797802734375	1.151611328125	0.10490798950195312	-8.46564769744873e-05	-0.0006201028823852539
1490	chr5	130310000	8493	6	130307066-130307085	130300000	-	130307066	130307085	2394	0.242645263671875	0.2093505859375	0.16147689819335936	0.00019463896751403809	-0.00011441707611083984	0.231170654296875	0.192767333984375	0.1232208251953125	0.00044178366661071775	0.000546574592590332
1491	chr5	130870000	8496	7	130862462-130862481	130860000	+	130862462	130862481	2395	43.721875	39.1390625	3.9550048828125	0.24794769287109375	0.327142333984375	31.4703125	36.1953125	4.11826171875	0.270440673828125	0.353955078125
1492	chr5	131440000	8505	4	131430336-131430355	131430000	-	131430336	131430355	2396	57.559375	61.2	12.170703125	0.7074951171875	0.9727783203125	40.43125	52.121875	9.4390625	0.573388671875	0.7706298828125
1493	chr5	132100000	8511	3	132090162-132090181	132090000	-	132090162	132090181	2397	0.33695068359375	0.47691650390625	0.15918655395507814	0.00012668371200561524	-0.00017586350440979004	0.3255126953125	0.349609375	0.11732330322265624	0.00013756155967712403	0.00011899471282958985
1494	chr5	132590000	8518	3	132587445-132587464	132580000	+	132587445	132587464	2398	0.196295166015625	0.1822021484375	0.16124343872070312	0.00018132328987121581	-0.00012369155883789061	0.189947509765625	0.18985595703125	0.122735595703125	0.00046620965003967284	0.0005716562271118164
1498	chr5	135120000	8543	7	135118634-135118653	135110000	+	135118634	135118653	2399	41.821875	41.1734375	4.84013671875	0.30206298828125	0.4002685546875	28.8015625	33.3078125	3.680126953125	0.2454498291015625	0.318670654296875
1498	chr5	135120000	8544	7	135118931-135118950	135110000	+	135118931	135118950	2400	0.41202392578125	0.2566650390625	0.16154327392578124	0.00019631385803222656	-0.00011066794395446778	0.299139404296875	0.24932861328125	0.12420654296875	0.0004966318607330322	0.0006000518798828125
1499	chr5	135380000	8549	7	135374159-135374178	135370000	-	135374159	135374178	2401	0.243792724609375	0.208221435546875	0.16098403930664062	0.00023629069328308107	-5.3876638412475585e-05	0.19600830078125	0.191046142578125	0.1221771240234375	0.00041880607604980467	0.0005317330360412598
1499	chr5	135380000	8550	7	135375347-135375366	135370000	+	135375347	135375366	2402	0.33857421875	0.278466796875	0.1596832275390625	0.00019835829734802247	-9.517073631286621e-05	0.2687744140625	0.263623046875	0.12357635498046875	0.0005113124847412109	0.0006065011024475097
1499	chr5	135380000	8551	7	135377040-135377059	135370000	+	135377040	135377059	2403	0.240460205078125	0.178363037109375	0.16147918701171876	0.00022053122520446778	-7.435083389282227e-05	0.1827362060546875	0.184393310546875	0.122894287109375	0.00041058063507080076	0.0005152702331542968
1499	chr5	135380000	8552	7	135377486-135377505	135370000	+	135377486	135377505	2404	0.176806640625	0.197918701171875	0.16073684692382811	0.0001561284065246582	-0.00015428662300109863	0.19327392578125	0.219940185546875	0.12171173095703125	0.0003405272960662842	0.0004264473915100098
1499	chr5	135380000	8553	7	135378228-135378247	135370000	-	135378228	135378247	2405	0.25675048828125	0.21312255859375	0.16064453125	0.00018197298049926758	-0.0001311957836151123	0.164501953125	0.1942626953125	0.12053985595703125	0.00027160048484802245	0.0003598809242248535
1500	chr5	135890000	8557	7	135882969-135882988	135880000	+	135882969	135882988	2406	0.292388916015625	0.25250244140625	0.16034317016601562	0.00018777847290039063	-0.00014480948448181152	0.22333984375	0.203497314453125	0.1234771728515625	0.0005087792873382568	0.0006271123886108399
1500	chr5	135890000	8560	7	135887805-135887824	135880000	+	135887805	135887824	2407	0.58070068359375	0.51494140625	0.15882415771484376	0.00013027787208557128	-0.0001814424991607666	0.34617919921875	0.289404296875	0.12222442626953126	0.0003704488277435303	0.000419008731842041
1500	chr5	135890000	8561	7	135889004-135889023	135880000	+	135889004	135889023	2408	2.805908203125	1.69482421875	0.15070953369140624	2.442598342895508e-05	-0.00032933950424194334	1.630908203125	1.73056640625	0.10432968139648438	-3.916621208190918e-05	-0.0005666255950927734
1501	chr5	136270000	8567	7	136261307-136261326	136260000	+	136261307	136261326	2409	0.236065673828125	0.193927001953125	0.161175537109375	0.0002465963363647461	-3.515481948852539e-05	0.1933685302734375	0.177227783203125	0.12252349853515625	0.0004288792610168457	0.0005472779273986816
1501	chr5	136270000	8568	7	136263058-136263077	136260000	-	136263058	136263077	2410	0.309356689453125	0.22091064453125	0.16217269897460937	0.0002712547779083252	7.963180541992187e-06	0.21676025390625	0.210247802734375	0.120880126953125	0.00035722851753234864	0.0004595637321472168
1501	chr5	136270000	8570	7	136267581-136267600	136260000	-	136267581	136267600	2411	0.23541259765625	0.2000244140625	0.16047592163085939	0.0001836240291595459	-0.00014531612396240234	0.206732177734375	0.20628662109375	0.12320709228515625	0.0004243135452270508	0.0005251049995422363
1501	chr5	136270000	8571	7	136268160-136268179	136260000	-	136268160	136268179	2412	0.234503173828125	0.208197021484375	0.16147918701171876	0.00024449825286865234	-3.085732460021973e-05	0.233929443359375	0.25701904296875	0.12187957763671875	0.00039865374565124513	0.000521087646484375
1502	chr5	136780000	8574	3	136772301-136772320	136770000	-	136772301	136772320	2413	0.233258056640625	0.2137939453125	0.16137313842773438	0.00022552013397216796	-6.114840507507325e-05	0.18548583984375	0.192901611328125	0.12223663330078124	0.0003939926624298096	0.0005068600177764893
1502	chr5	136780000	8576	3	136773934-136773953	136770000	+	136773934	136773953	2414	0.48404541015625	0.276953125	0.16014175415039061	0.0001356363296508789	-0.0002091526985168457	0.246026611328125	0.31422119140625	0.12114105224609376	0.0002756476402282715	0.0002862215042114258
1503	chr5	136920000	8584	6	136919175-136919194	136910000	+	136919175	136919194	2415	0.325164794921875	0.232513427734375	0.16039810180664063	0.0002074599266052246	-9.470582008361817e-05	0.2403076171875	0.213623046875	0.12315673828125	0.0004867076873779297	0.0006020903587341308
1504	chr5	137510000	8587	6	137501878-137501897	137500000	-	137501878	137501897	2416	4.4828125	4.25048828125	0.13007068634033203	-0.00016620159149169922	-0.000694340467453003	1.905126953125	2.17275390625	0.09097061157226563	-0.00038959980010986326	-0.0011765003204345704
1504	chr5	137510000	8588	6	137502148-137502167	137500000	+	137502148	137502167	2417	15.26953125	13.469921875	0.318829345703125	0.015014171600341797	0.019180655479431152	10.1046875	10.716015625	0.2074951171875	0.01046597957611084	0.013582611083984375
1504	chr5	137510000	8589	6	137502999-137503018	137500000	-	137502999	137503018	2418	11.63203125	6.848046875	0.11331787109375	0.00031059980392456055	-3.93986701965332e-06	6.3734375	6.8767578125	0.06912994384765625	0.00022711753845214844	-0.0002533912658691406
1505	chr5	137790000	8596	11	137781970-137781989	137780000	+	137781970	137781989	2419	0.41888427734375	0.27216796875	0.1604217529296875	0.0001961052417755127	-0.00010366439819335938	0.31204833984375	0.30472412109375	0.12366943359375	0.0005068361759185791	0.0005646586418151855
1505	chr5	137790000	8597	11	137782587-137782606	137780000	-	137782587	137782606	2420	0.258062744140625	0.1620849609375	0.16101913452148436	0.00019407272338867188	-0.0001238405704498291	0.1732147216796875	0.186639404296875	0.12200775146484374	0.0003856480121612549	0.0004871368408203125
1505	chr5	137790000	8598	11	137783352-137783371	137780000	+	137783352	137783371	2421	10.996484375	4.639453125	0.1186248779296875	4.1472911834716794e-05	-0.00039272308349609376	6.3337890625	7.1755859375	0.0595672607421875	-0.00023193359375	-0.0007930755615234375
1505	chr5	137790000	8599	11	137785704-137785723	137780000	-	137785704	137785723	2422	0.370965576171875	0.241015625	0.16136093139648439	0.00021302103996276856	-8.928775787353516e-05	0.4710693359375	0.36329345703125	0.1251129150390625	0.0005253851413726807	0.0005816459655761719
1505	chr5	137790000	8600	11	137785862-137785881	137780000	-	137785862	137785881	2423	0.649462890625	0.41475830078125	0.16070556640625	0.0001523137092590332	-0.00018755793571472167	0.6483154296875	0.583203125	0.12483673095703125	0.0004381537437438965	0.00039517879486083984
1505	chr5	137790000	8601	11	137787308-137787327	137780000	-	137787308	137787327	2424	1.57412109375	1.416845703125	0.15251083374023439	3.7848949432373047e-06	-0.00037954449653625487	1.730322265625	2.02373046875	0.10167999267578125	-2.353191375732422e-05	-0.0006060600280761719
1506	chr5	138200000	8611	4	138199764-138199783	138190000	+	138199764	138199783	2425	15.7796875	12.710546875	0.16128387451171874	0.004421210289001465	0.005760478973388672	12.431640625	10.366015625	0.068353271484375	0.0007092475891113282	0.0007991790771484375
1508	chr5	139260000	8616	7	139251928-139251947	139250000	-	139251928	139251947	2426	0.6489990234375	0.6724609375	0.15819320678710938	0.00025545358657836915	2.1207332611083985e-05	0.38604736328125	0.3962158203125	0.1211822509765625	0.00041445493698120115	0.0004154562950134277
1508	chr5	139260000	8617	7	139253410-139253429	139250000	-	139253410	139253429	2427	0.22708740234375	0.255474853515625	0.16130523681640624	0.00022402405738830566	-8.020401000976562e-05	0.197979736328125	0.203326416015625	0.12138671875	0.00035163164138793943	0.00043801069259643557
1508	chr5	139260000	8618	7	139255741-139255760	139250000	+	139255741	139255760	2428	0.266815185546875	0.21517333984375	0.16079864501953126	0.0002007007598876953	-0.00010873079299926758	0.195489501953125	0.21529541015625	0.12310333251953125	0.0004756927490234375	0.0005699515342712403
1509	chr5	139810000	8624	8	139800506-139800525	139800000	-	139800506	139800525	2429	0.8256591796875	0.496533203125	0.16017990112304686	0.00030364394187927247	5.9109926223754886e-05	0.542236328125	0.536083984375	0.12281951904296876	0.00046643614768981934	0.00044849514961242676
1509	chr5	139810000	8625	8	139802882-139802901	139800000	-	139802882	139802901	2430	0.38792724609375	0.36778564453125	0.16075286865234376	0.00025874972343444826	-6.443262100219726e-06	0.31717529296875	0.3197998046875	0.12045135498046874	0.00032213330268859863	0.0004089474678039551
1509	chr5	139810000	8626	8	139803959-139803978	139800000	-	139803959	139803978	2431	1.710791015625	1.901953125	0.14587821960449218	7.110834121704102e-05	-0.000288468599319458	2.5087890625	3.2421875	0.08167304992675781	-0.000549936294555664	-0.0015248775482177735
1509	chr5	139810000	8629	8	139805253-139805272	139800000	-	139805253	139805272	2432	0.2612548828125	0.41925048828125	0.15920486450195312	0.00010291337966918945	-0.00021304488182067872	0.245556640625	0.230029296875	0.12109222412109374	0.00031157732009887693	0.0003540277481079102
1510	chr5	140430000	8635	3	140429083-140429102	140420000	-	140429083	140429102	2433	0.307049560546875	0.200341796875	0.16079864501953126	0.0002137899398803711	-8.589625358581542e-05	0.234149169921875	0.200701904296875	0.12203521728515625	0.000416719913482666	0.0005101680755615235
1510	chr5	140430000	8636	3	140429516-140429535	140420000	-	140429516	140429535	2434	0.22684326171875	0.197674560546875	0.16089935302734376	0.00022655725479125977	-7.383227348327637e-05	0.2032958984375	0.17049560546875	0.12215728759765625	0.0003836393356323242	0.0004682779312133789
1511	chr5	140750000	8639	16	140741055-140741074	140740000	+	140741055	140741074	2435	0.66805419921875	0.5604248046875	0.15804290771484375	0.0001877427101135254	-7.096529006958007e-05	0.29432373046875	0.30181884765625	0.12110443115234375	0.00030627250671386717	0.00036221146583557127
1511	chr5	140750000	8640	16	140741144-140741163	140740000	-	140741144	140741163	2436	0.48057861328125	0.3136474609375	0.15976486206054688	0.00020338296890258788	-9.660124778747559e-05	0.227740478515625	0.217059326171875	0.12206878662109374	0.0004072248935699463	0.0005035638809204101
1511	chr5	140750000	8641	16	140742060-140742079	140740000	-	140742060	140742079	2437	10.896484375	10.235546875	0.1434814453125	0.0028799772262573242	0.0035228371620178224	11.147265625	11.99375	0.1784393310546875	0.008381390571594238	0.011044502258300781
1511	chr5	140750000	8643	16	140743043-140743062	140740000	-	140743043	140743062	2438	0.617919921875	0.4288330078125	0.15905075073242186	0.0001677095890045166	-0.00013968348503112793	0.31485595703125	0.358447265625	0.11973876953125	0.00026778578758239745	0.00032196640968322753
1511	chr5	140750000	8647	16	140744036-140744055	140740000	-	140744036	140744055	2439	14.8296875	10.65625	0.1514923095703125	0.004175519943237305	0.005060410499572754	10.628515625	14.04921875	0.26737060546875	0.014898204803466797	0.019684481620788574
1511	chr5	140750000	8649	16	140748132-140748151	140740000	+	140748132	140748151	2440	1.5419921875	1.728662109375	0.14691009521484374	3.518462181091308e-05	-0.0002822399139404297	0.99716796875	1.690576171875	0.10138473510742188	1.399517059326172e-05	-0.0005174875259399414
1511	chr5	140750000	8650	16	140748700-140748719	140740000	+	140748700	140748719	2441	0.5669189453125	0.4995849609375	0.15912704467773436	0.0001854836940765381	-0.00010421872138977051	0.31226806640625	0.26885986328125	0.12265625	0.00045282840728759765	0.0005737185478210449
1511	chr5	140750000	8654	16	140749765-140749784	140740000	-	140749765	140749784	2442	36.2546875	35.75625	3.271875	0.20646820068359376	0.27159423828125	26.64921875	29.7234375	2.6976318359375	0.17885894775390626	0.2327850341796875
1514	chr5	143320000	8677	8	143316657-143316676	143310000	+	143316657	143316676	2443	0.50413818359375	0.37474365234375	0.16136703491210938	0.000277334451675415	3.001689910888672e-05	0.3779541015625	0.358349609375	0.12272186279296875	0.00045229196548461913	0.0005401849746704101
1515	chr5	144250000	8682	7	144242413-144242432	144240000	-	144242413	144242432	2444	0.3411865234375	0.27706298828125	0.16158218383789064	0.0002790987491607666	2.86102294921875e-06	0.2806884765625	0.22105712890625	0.12346954345703125	0.0004535257816314697	0.000568389892578125
1515	chr5	144250000	8683	7	144242535-144242554	144240000	-	144242535	144242554	2445	0.24263916015625	0.26077880859375	0.16054153442382812	0.00013126730918884278	-0.0001878321170806885	0.263031005859375	0.187646484375	0.12110748291015624	0.000361788272857666	0.0004369020462036133
1515	chr5	144250000	8684	7	144244127-144244146	144240000	-	144244127	144244146	2446	0.6510009765625	0.6695556640625	0.15722885131835937	4.335641860961914e-05	-0.0003056585788726807	0.36475830078125	0.390771484375	0.11824951171875	0.00015491843223571777	0.00012165307998657227
1516	chr5	144760000	8689	6	144750019-144750038	144750000	-	144750019	144750038	2447	0.223919677734375	0.17235107421875	0.16068572998046876	0.00019213557243347168	-0.00012437105178833007	0.1767578125	0.177008056640625	0.12261810302734374	0.0003920316696166992	0.0005119562149047852
1516	chr5	144760000	8691	6	144752623-144752642	144750000	-	144752623	144752642	2448	2.517919921875	1.168017578125	0.1529083251953125	0.0001276075839996338	-0.0001682877540588379	2.0916015625	1.73759765625	0.0936431884765625	-0.00034689903259277344	-0.0012081623077392577
1516	chr5	144760000	8693	6	144756314-144756333	144750000	-	144756314	144756333	2449	0.204229736328125	0.2106689453125	0.16138076782226562	0.00016066431999206543	-0.00017885565757751464	0.1665557861328125	0.1773681640625	0.123321533203125	0.0004212021827697754	0.0005259990692138671
1517	chr5	145210000	8700	9	145204409-145204428	145200000	+	145204409	145204428	2450	2.92197265625	2.4236328125	0.14000244140625	0.0002607405185699463	1.0931491851806641e-05	2.20302734375	2.27978515625	0.08503875732421876	-0.0007139801979064942	-0.0016150474548339844
1517	chr5	145210000	8704	9	145207598-145207617	145200000	+	145207598	145207617	2451	0.32779541015625	0.33603515625	0.15994644165039062	0.00023471117019653321	-4.55021858215332e-05	0.35023193359375	0.2956298828125	0.12039642333984375	0.0003545701503753662	0.0004764974117279053
1518	chr5	146170000	8711	9	146162770-146162789	146160000	+	146162770	146162789	2452	30.7875	28.6296875	1.414984130859375	0.0855316162109375	0.11363334655761718	25.9640625	30.2046875	2.625048828125	0.1762969970703125	0.22869873046875
1518	chr5	146170000	8714	9	146167324-146167343	146160000	+	146167324	146167343	2453	0.4421142578125	0.3119384765625	0.16043624877929688	0.0002171635627746582	-7.519125938415527e-05	0.240582275390625	0.26614990234375	0.1202362060546875	0.00029882192611694334	0.0003771364688873291
1518	chr5	146170000	8715	9	146168284-146168303	146160000	-	146168284	146168303	2454	0.40439453125	0.283203125	0.16109771728515626	0.00025150179862976074	-1.848936080932617e-05	0.207110595703125	0.24510498046875	0.12149200439453126	0.00040058493614196776	0.0005005955696105957
1518	chr5	146170000	8716	9	146169254-146169273	146160000	-	146169254	146169273	2455	0.269635009765625	0.35728759765625	0.16020050048828124	0.00017484426498413086	-0.0001231670379638672	0.220086669921875	0.194854736328125	0.12134246826171875	0.00036896467208862304	0.0004857778549194336
1519	chr5	146920000	8721	8	146914576-146914595	146910000	+	146914576	146914595	2456	58.8125	59.784375	11.469140625	0.6725830078125	0.9211181640625	49.759375	50.3625	7.8001953125	0.47642822265625	0.6396484375
1519	chr5	146920000	8722	8	146916445-146916464	146910000	+	146916445	146916464	2457	3.917578125	2.83564453125	0.1354236602783203	0.00017964839935302734	-0.00016523599624633788	3.8685546875	2.82587890625	0.0783111572265625	-0.0006779551506042481	-0.0017980813980102539
1521	chr5	147940000	8737	7	147930900-147930919	147930000	-	147930900	147930919	2458	0.365234375	0.26839599609375	0.16039810180664063	0.0002332627773284912	-4.399418830871582e-05	0.19681396484375	0.197027587890625	0.12232818603515624	0.0004413127899169922	0.0005522608757019043
1521	chr5	147940000	8743	7	147938072-147938091	147930000	+	147938072	147938091	2459	0.264630126953125	0.18577880859375	0.16095199584960937	0.00019759535789489746	-0.00010523796081542968	0.217376708984375	0.26370849609375	0.11980743408203125	0.00020508766174316407	0.0002391993999481201
1523	chr5	148750000	8753	4	148741002-148741021	148740000	-	148741002	148741021	2460	0.7208740234375	0.4093505859375	0.16096649169921876	0.0003014445304870605	6.797313690185547e-05	0.36068115234375	0.2826416015625	0.1212005615234375	0.0003777444362640381	0.0004756450653076172
1524	chr5	149050000	8761	3	149049171-149049190	149040000	-	149049171	149049190	2461	33.009375	29.328125	1.22947998046875	0.06660535335540771	0.09090951681137086	18.9875	22.61171875	0.6212997436523438	0.03657512664794922	0.05021591186523437
1525	chr5	149650000	8767	7	149645640-149645659	149640000	+	149645640	149645659	2462	2.20498046875	2.677978515625	0.14092636108398438	4.595518112182617e-06	-0.00034499168395996094	2.106298828125	1.882470703125	0.09514694213867188	-0.00036296844482421877	-0.0010492563247680663
1525	chr5	149650000	8769	7	149647491-149647510	149640000	-	149647491	149647510	2463	0.208636474609375	0.258721923828125	0.16148147583007813	0.00013719797134399415	-0.00020159482955932616	0.22232666015625	0.169921875	0.12264251708984375	0.00039198994636535645	0.000506138801574707
1525	chr5	149650000	8770	7	149647907-149647926	149640000	+	149647907	149647926	2464	27.3421875	27.89375	1.007281494140625	0.055138158798217776	0.07587904930114746	9.671484375	13.788671875	0.066522216796875	0.0008601188659667969	0.0013292312622070312
1527	chr6	4560000	8779	4	4554536-4554555	4550000	-	4554536	4554555	2465	0.203179931640625	0.193115234375	0.16178970336914061	0.0001756608486175537	-0.00012946128845214844	0.1965087890625	0.154644775390625	0.12243194580078125	0.00036439895629882815	0.0004576444625854492
1527	chr6	4560000	8780	4	4556087-4556106	4550000	-	4556087	4556106	2466	0.428436279296875	0.33048095703125	0.15953140258789061	0.00013151168823242188	-0.00019853711128234864	0.2875244140625	0.5628662109375	0.11755828857421875	0.00023176074028015138	0.00013288259506225586
1528	chr6	5120000	8785	2	5112988-5113007	5110000	+	5112988	5113007	2467	0.21854248046875	0.23662109375	0.16184921264648439	0.0002444744110107422	-2.7638673782348632e-05	0.194610595703125	0.203863525390625	0.12169342041015625	0.00036687850952148436	0.0004777193069458008
1528	chr6	5120000	8786	2	5117904-5117923	5110000	-	5117904	5117923	2468	0.25142822265625	0.20428466796875	0.16149139404296875	0.00023530721664428712	-4.748106002807617e-05	0.207659912109375	0.212646484375	0.122943115234375	0.00047212839126586914	0.0006000161170959473
1529	chr6	5400000	8789	2	5396932-5396951	5390000	-	5396932	5396951	2469	2.9130859375	3.132373046875	0.13404769897460939	-4.3839216232299805e-05	-0.0005086183547973633	2.7388671875	2.36435546875	0.08564834594726563	-0.0005388855934143066	-0.0014550924301147462
