experiment_id	chrom	start	end	strand	genomic_SCD	orientation	background_index	flank_bp	spacer_bp
9171	chr3	31146116	31146135	+	44.2	<>	4	20	48
9172	chr16	58299639	58299658	+	44.12	<>	4	20	48
9173	chr5	16309782	16309801	+	43.94	<>	4	20	48
9174	chr7	118102436	118102455	-	43.88	<>	4	20	48
9175	chr5	16309780	16309799	-	43.75	<>	4	20	48
9176	chr13	51830906	51830925	+	43.62	<>	4	20	48
9177	chr6	100882571	100882590	+	43.6	<>	4	20	48
9178	chr1	54381456	54381475	-	43.56	<>	4	20	48
9179	chr7	143153991	143154010	+	43.38	<>	4	20	48
9180	chr9	122729740	122729759	-	43.3	<>	4	20	48
9181	chr2	113494885	113494904	+	43.2	<>	4	20	48
9182	chr13	113877596	113877615	+	43.12	<>	4	20	48
9183	chr12	74013946	74013965	-	43.12	<>	4	20	48
9184	chr1	120586652	120586671	+	43.1	<>	4	20	48
9185	chr17	42603598	42603617	-	43.06	<>	4	20	48
9186	chr8	50293731	50293750	-	42.88	<>	4	20	48
9187	chr1	5905000	5905019	-	42.8	<>	4	20	48
9188	chr16	27468962	27468981	+	42.75	<>	4	20	48
9189	chr15	70921072	70921091	-	42.62	<>	4	20	48
9190	chr8	91797706	91797725	+	42.6	<>	4	20	48
9191	chr3	80079950	80079969	+	42.5	<>	4	20	48
9192	chr18	16211890	16211909	-	42.47	<>	4	20	48
9193	chr3	113080921	113080940	-	42.47	<>	4	20	48
9194	chr2	17415562	17415581	-	42.34	<>	4	20	48
9195	chr7	49121484	49121503	-	42.3	<>	4	20	48
9196	chr18	16211892	16211911	+	42.3	<>	4	20	48
9197	chr8	26184368	26184387	+	42.22	<>	4	20	48
9198	chr2	37815860	37815879	+	42.2	<>	4	20	48
9199	chr6	6005818	6005837	+	42.06	<>	4	20	48
9200	chr12	35192361	35192380	+	53.78	<>	3	20	50
9201	chr2	48886252	48886271	-	53.7	<>	3	20	50
9202	chr12	35192359	35192378	-	53.66	<>	3	20	50
9203	chr8	102781112	102781131	-	53.5	<>	3	20	50
9204	chr5	49961991	49962010	-	53.3	<>	3	20	50
9205	chr9	26776356	26776375	-	53.12	<>	3	20	50
9206	chr9	51152589	51152608	-	53.06	<>	3	20	50
9207	chr8	58566264	58566283	+	52.88	<>	3	20	50
9208	chr12	40837731	40837750	+	52.84	<>	3	20	50
9209	chr8	36523116	36523135	-	52.5	<>	3	20	50
9210	chr6	101261721	101261740	-	52.5	<>	3	20	50
9211	chr11	57467954	57467973	-	52.38	<>	3	20	50
9212	chr4	70621534	70621553	-	52.28	<>	3	20	50
9213	chr2	101905952	101905971	+	52.25	<>	3	20	50
9214	chr13	19698902	19698921	+	51.94	<>	3	20	50
9215	chr16	13117402	13117421	+	51.94	<>	3	20	50
9216	chr9	63136044	63136063	+	51.75	<>	3	20	50
9217	chr12	92303369	92303388	+	51.62	<>	3	20	50
9218	chr11	31949597	31949616	-	51.56	<>	3	20	50
9219	chr9	49494116	49494135	+	51.2	<>	3	20	50
9220	chr12	17554295	17554314	+	51.2	<>	3	20	50
9221	chr9	88222169	88222188	-	51.16	<>	3	20	50
9222	chr1	55404542	55404561	+	51.12	<>	3	20	50
9223	chr12	57825931	57825950	+	51.06	<>	3	20	50
9224	chr3	57843966	57843985	+	50.94	<>	3	20	50
9225	chr16	22564764	22564783	+	50.8	<>	3	20	50
9226	chr7	132213675	132213694	-	50.6	<>	3	20	50
9227	chr16	72215914	72215933	-	50.38	<>	3	20	50
9228	chr18	16217031	16217050	+	50.2	<>	3	20	50
9229	chr11	113165297	113165316	-	50.12	<>	3	20	50
9230	chr14	34810922	34810941	+	49.88	<>	3	20	50
9231	chr17	83271677	83271696	+	49.25	<>	3	20	50
9232	chr12	78056172	78056191	+	49.12	<>	3	20	50
9233	chr16	89765679	89765698	-	49.0	<>	3	20	50
9234	chr13	112264852	112264871	-	48.94	<>	3	20	50
9235	chr13	112264855	112264874	-	48.88	<>	3	20	50
9236	chr2	118638274	118638293	+	48.7	<>	3	20	50
9237	chr15	32766466	32766485	-	48.47	<>	3	20	50
9238	chr1	21411386	21411405	+	48.44	<>	3	20	50
9239	chr6	43686121	43686140	+	48.3	<>	3	20	50
9240	chr13	30260113	30260132	-	48.25	<>	3	20	50
9241	chr9	60245108	60245127	+	47.97	<>	3	20	50
9242	chr1	103799500	103799519	+	47.94	<>	3	20	50
9243	chr7	86211545	86211564	-	47.94	<>	3	20	50
9244	chr11	40149490	40149509	-	47.47	<>	3	20	50
9245	chr11	25862970	25862989	-	47.2	<>	3	20	50
9246	chr16	72218208	72218227	+	47.12	<>	3	20	50
9247	chr15	44836383	44836402	+	47.12	<>	3	20	50
9248	chr16	64748436	64748455	-	47.0	<>	3	20	50
9249	chr3	14679375	14679394	+	46.8	<>	3	20	50
9250	chr17	86906315	86906334	-	46.8	<>	3	20	50
9251	chr18	57976796	57976815	+	46.8	<>	3	20	50
9252	chr6	13281045	13281064	-	46.75	<>	3	20	50
9253	chr12	17554309	17554328	-	46.62	<>	3	20	50
9254	chr3	68056531	68056550	+	46.62	<>	3	20	50
9255	chr3	9711102	9711121	+	46.56	<>	3	20	50
9256	chr16	37109440	37109459	+	46.34	<>	3	20	50
9257	chr16	96671788	96671807	-	46.06	<>	3	20	50
9258	chr3	153655299	153655318	-	46.06	<>	3	20	50
9259	chr18	58481865	58481884	-	45.88	<>	3	20	50
9260	chr7	125393828	125393847	-	45.75	<>	3	20	50
9261	chr16	25349805	25349824	-	45.62	<>	3	20	50
9262	chr4	74231656	74231675	-	45.38	<>	3	20	50
9263	chr4	74231658	74231677	+	45.22	<>	3	20	50
9264	chr13	89543209	89543228	-	45.2	<>	3	20	50
9265	chr1	179477243	179477262	-	45.0	<>	3	20	50
9266	chr4	127368529	127368548	+	44.75	<>	3	20	50
9267	chr3	25220803	25220822	-	44.62	<>	3	20	50
9268	chr12	41487217	41487236	-	44.56	<>	3	20	50
9269	chr14	102510621	102510640	-	44.4	<>	3	20	50
9270	chr4	25180062	25180081	-	44.38	<>	3	20	50
9271	chr3	31146116	31146135	+	44.2	<>	3	20	50
9272	chr16	58299639	58299658	+	44.12	<>	3	20	50
9273	chr5	16309782	16309801	+	43.94	<>	3	20	50
9274	chr7	118102436	118102455	-	43.88	<>	3	20	50
9275	chr5	16309780	16309799	-	43.75	<>	3	20	50
9276	chr13	51830906	51830925	+	43.62	<>	3	20	50
9277	chr6	100882571	100882590	+	43.6	<>	3	20	50
9278	chr1	54381456	54381475	-	43.56	<>	3	20	50
9279	chr7	143153991	143154010	+	43.38	<>	3	20	50
9280	chr9	122729740	122729759	-	43.3	<>	3	20	50
9281	chr2	113494885	113494904	+	43.2	<>	3	20	50
9282	chr13	113877596	113877615	+	43.12	<>	3	20	50
9283	chr12	74013946	74013965	-	43.12	<>	3	20	50
9284	chr1	120586652	120586671	+	43.1	<>	3	20	50
9285	chr17	42603598	42603617	-	43.06	<>	3	20	50
9286	chr8	50293731	50293750	-	42.88	<>	3	20	50
9287	chr1	5905000	5905019	-	42.8	<>	3	20	50
9288	chr16	27468962	27468981	+	42.75	<>	3	20	50
9289	chr15	70921072	70921091	-	42.62	<>	3	20	50
9290	chr8	91797706	91797725	+	42.6	<>	3	20	50
9291	chr3	80079950	80079969	+	42.5	<>	3	20	50
9292	chr18	16211890	16211909	-	42.47	<>	3	20	50
9293	chr3	113080921	113080940	-	42.47	<>	3	20	50
9294	chr2	17415562	17415581	-	42.34	<>	3	20	50
9295	chr7	49121484	49121503	-	42.3	<>	3	20	50
9296	chr18	16211892	16211911	+	42.3	<>	3	20	50
9297	chr8	26184368	26184387	+	42.22	<>	3	20	50
9298	chr2	37815860	37815879	+	42.2	<>	3	20	50
9299	chr6	6005818	6005837	+	42.06	<>	3	20	50
9300	chr12	35192361	35192380	+	53.78	<>	4	20	50
9301	chr2	48886252	48886271	-	53.7	<>	4	20	50
9302	chr12	35192359	35192378	-	53.66	<>	4	20	50
9303	chr8	102781112	102781131	-	53.5	<>	4	20	50
9304	chr5	49961991	49962010	-	53.3	<>	4	20	50
9305	chr9	26776356	26776375	-	53.12	<>	4	20	50
9306	chr9	51152589	51152608	-	53.06	<>	4	20	50
9307	chr8	58566264	58566283	+	52.88	<>	4	20	50
9308	chr12	40837731	40837750	+	52.84	<>	4	20	50
9309	chr8	36523116	36523135	-	52.5	<>	4	20	50
9310	chr6	101261721	101261740	-	52.5	<>	4	20	50
9311	chr11	57467954	57467973	-	52.38	<>	4	20	50
9312	chr4	70621534	70621553	-	52.28	<>	4	20	50
9313	chr2	101905952	101905971	+	52.25	<>	4	20	50
9314	chr13	19698902	19698921	+	51.94	<>	4	20	50
9315	chr16	13117402	13117421	+	51.94	<>	4	20	50
9316	chr9	63136044	63136063	+	51.75	<>	4	20	50
9317	chr12	92303369	92303388	+	51.62	<>	4	20	50
9318	chr11	31949597	31949616	-	51.56	<>	4	20	50
9319	chr9	49494116	49494135	+	51.2	<>	4	20	50
9320	chr12	17554295	17554314	+	51.2	<>	4	20	50
9321	chr9	88222169	88222188	-	51.16	<>	4	20	50
9322	chr1	55404542	55404561	+	51.12	<>	4	20	50
9323	chr12	57825931	57825950	+	51.06	<>	4	20	50
9324	chr3	57843966	57843985	+	50.94	<>	4	20	50
9325	chr16	22564764	22564783	+	50.8	<>	4	20	50
9326	chr7	132213675	132213694	-	50.6	<>	4	20	50
9327	chr16	72215914	72215933	-	50.38	<>	4	20	50
9328	chr18	16217031	16217050	+	50.2	<>	4	20	50
9329	chr11	113165297	113165316	-	50.12	<>	4	20	50
9330	chr14	34810922	34810941	+	49.88	<>	4	20	50
9331	chr17	83271677	83271696	+	49.25	<>	4	20	50
9332	chr12	78056172	78056191	+	49.12	<>	4	20	50
9333	chr16	89765679	89765698	-	49.0	<>	4	20	50
9334	chr13	112264852	112264871	-	48.94	<>	4	20	50
9335	chr13	112264855	112264874	-	48.88	<>	4	20	50
9336	chr2	118638274	118638293	+	48.7	<>	4	20	50
9337	chr15	32766466	32766485	-	48.47	<>	4	20	50
9338	chr1	21411386	21411405	+	48.44	<>	4	20	50
9339	chr6	43686121	43686140	+	48.3	<>	4	20	50
9340	chr13	30260113	30260132	-	48.25	<>	4	20	50
9341	chr9	60245108	60245127	+	47.97	<>	4	20	50
9342	chr1	103799500	103799519	+	47.94	<>	4	20	50
9343	chr7	86211545	86211564	-	47.94	<>	4	20	50
9344	chr11	40149490	40149509	-	47.47	<>	4	20	50
9345	chr11	25862970	25862989	-	47.2	<>	4	20	50
9346	chr16	72218208	72218227	+	47.12	<>	4	20	50
9347	chr15	44836383	44836402	+	47.12	<>	4	20	50
9348	chr16	64748436	64748455	-	47.0	<>	4	20	50
9349	chr3	14679375	14679394	+	46.8	<>	4	20	50
9350	chr17	86906315	86906334	-	46.8	<>	4	20	50
9351	chr18	57976796	57976815	+	46.8	<>	4	20	50
9352	chr6	13281045	13281064	-	46.75	<>	4	20	50
9353	chr12	17554309	17554328	-	46.62	<>	4	20	50
9354	chr3	68056531	68056550	+	46.62	<>	4	20	50
9355	chr3	9711102	9711121	+	46.56	<>	4	20	50
9356	chr16	37109440	37109459	+	46.34	<>	4	20	50
9357	chr16	96671788	96671807	-	46.06	<>	4	20	50
9358	chr3	153655299	153655318	-	46.06	<>	4	20	50
9359	chr18	58481865	58481884	-	45.88	<>	4	20	50
9360	chr7	125393828	125393847	-	45.75	<>	4	20	50
9361	chr16	25349805	25349824	-	45.62	<>	4	20	50
9362	chr4	74231656	74231675	-	45.38	<>	4	20	50
9363	chr4	74231658	74231677	+	45.22	<>	4	20	50
9364	chr13	89543209	89543228	-	45.2	<>	4	20	50
9365	chr1	179477243	179477262	-	45.0	<>	4	20	50
9366	chr4	127368529	127368548	+	44.75	<>	4	20	50
9367	chr3	25220803	25220822	-	44.62	<>	4	20	50
9368	chr12	41487217	41487236	-	44.56	<>	4	20	50
9369	chr14	102510621	102510640	-	44.4	<>	4	20	50
9370	chr4	25180062	25180081	-	44.38	<>	4	20	50
9371	chr3	31146116	31146135	+	44.2	<>	4	20	50
9372	chr16	58299639	58299658	+	44.12	<>	4	20	50
9373	chr5	16309782	16309801	+	43.94	<>	4	20	50
9374	chr7	118102436	118102455	-	43.88	<>	4	20	50
9375	chr5	16309780	16309799	-	43.75	<>	4	20	50
9376	chr13	51830906	51830925	+	43.62	<>	4	20	50
9377	chr6	100882571	100882590	+	43.6	<>	4	20	50
9378	chr1	54381456	54381475	-	43.56	<>	4	20	50
9379	chr7	143153991	143154010	+	43.38	<>	4	20	50
9380	chr9	122729740	122729759	-	43.3	<>	4	20	50
9381	chr2	113494885	113494904	+	43.2	<>	4	20	50
9382	chr13	113877596	113877615	+	43.12	<>	4	20	50
9383	chr12	74013946	74013965	-	43.12	<>	4	20	50
9384	chr1	120586652	120586671	+	43.1	<>	4	20	50
9385	chr17	42603598	42603617	-	43.06	<>	4	20	50
9386	chr8	50293731	50293750	-	42.88	<>	4	20	50
9387	chr1	5905000	5905019	-	42.8	<>	4	20	50
9388	chr16	27468962	27468981	+	42.75	<>	4	20	50
9389	chr15	70921072	70921091	-	42.62	<>	4	20	50
9390	chr8	91797706	91797725	+	42.6	<>	4	20	50
9391	chr3	80079950	80079969	+	42.5	<>	4	20	50
9392	chr18	16211890	16211909	-	42.47	<>	4	20	50
9393	chr3	113080921	113080940	-	42.47	<>	4	20	50
9394	chr2	17415562	17415581	-	42.34	<>	4	20	50
9395	chr7	49121484	49121503	-	42.3	<>	4	20	50
9396	chr18	16211892	16211911	+	42.3	<>	4	20	50
9397	chr8	26184368	26184387	+	42.22	<>	4	20	50
9398	chr2	37815860	37815879	+	42.2	<>	4	20	50
9399	chr6	6005818	6005837	+	42.06	<>	4	20	50
9400	chr12	35192361	35192380	+	53.78	<>	3	20	52
9401	chr2	48886252	48886271	-	53.7	<>	3	20	52
9402	chr12	35192359	35192378	-	53.66	<>	3	20	52
9403	chr8	102781112	102781131	-	53.5	<>	3	20	52
9404	chr5	49961991	49962010	-	53.3	<>	3	20	52
9405	chr9	26776356	26776375	-	53.12	<>	3	20	52
9406	chr9	51152589	51152608	-	53.06	<>	3	20	52
9407	chr8	58566264	58566283	+	52.88	<>	3	20	52
9408	chr12	40837731	40837750	+	52.84	<>	3	20	52
9409	chr8	36523116	36523135	-	52.5	<>	3	20	52
9410	chr6	101261721	101261740	-	52.5	<>	3	20	52
9411	chr11	57467954	57467973	-	52.38	<>	3	20	52
9412	chr4	70621534	70621553	-	52.28	<>	3	20	52
9413	chr2	101905952	101905971	+	52.25	<>	3	20	52
9414	chr13	19698902	19698921	+	51.94	<>	3	20	52
9415	chr16	13117402	13117421	+	51.94	<>	3	20	52
9416	chr9	63136044	63136063	+	51.75	<>	3	20	52
9417	chr12	92303369	92303388	+	51.62	<>	3	20	52
9418	chr11	31949597	31949616	-	51.56	<>	3	20	52
9419	chr9	49494116	49494135	+	51.2	<>	3	20	52
9420	chr12	17554295	17554314	+	51.2	<>	3	20	52
9421	chr9	88222169	88222188	-	51.16	<>	3	20	52
9422	chr1	55404542	55404561	+	51.12	<>	3	20	52
9423	chr12	57825931	57825950	+	51.06	<>	3	20	52
9424	chr3	57843966	57843985	+	50.94	<>	3	20	52
9425	chr16	22564764	22564783	+	50.8	<>	3	20	52
9426	chr7	132213675	132213694	-	50.6	<>	3	20	52
9427	chr16	72215914	72215933	-	50.38	<>	3	20	52
9428	chr18	16217031	16217050	+	50.2	<>	3	20	52
9429	chr11	113165297	113165316	-	50.12	<>	3	20	52
9430	chr14	34810922	34810941	+	49.88	<>	3	20	52
9431	chr17	83271677	83271696	+	49.25	<>	3	20	52
9432	chr12	78056172	78056191	+	49.12	<>	3	20	52
9433	chr16	89765679	89765698	-	49.0	<>	3	20	52
9434	chr13	112264852	112264871	-	48.94	<>	3	20	52
9435	chr13	112264855	112264874	-	48.88	<>	3	20	52
9436	chr2	118638274	118638293	+	48.7	<>	3	20	52
9437	chr15	32766466	32766485	-	48.47	<>	3	20	52
9438	chr1	21411386	21411405	+	48.44	<>	3	20	52
9439	chr6	43686121	43686140	+	48.3	<>	3	20	52
9440	chr13	30260113	30260132	-	48.25	<>	3	20	52
9441	chr9	60245108	60245127	+	47.97	<>	3	20	52
9442	chr1	103799500	103799519	+	47.94	<>	3	20	52
9443	chr7	86211545	86211564	-	47.94	<>	3	20	52
9444	chr11	40149490	40149509	-	47.47	<>	3	20	52
9445	chr11	25862970	25862989	-	47.2	<>	3	20	52
9446	chr16	72218208	72218227	+	47.12	<>	3	20	52
9447	chr15	44836383	44836402	+	47.12	<>	3	20	52
9448	chr16	64748436	64748455	-	47.0	<>	3	20	52
9449	chr3	14679375	14679394	+	46.8	<>	3	20	52
9450	chr17	86906315	86906334	-	46.8	<>	3	20	52
9451	chr18	57976796	57976815	+	46.8	<>	3	20	52
9452	chr6	13281045	13281064	-	46.75	<>	3	20	52
9453	chr12	17554309	17554328	-	46.62	<>	3	20	52
9454	chr3	68056531	68056550	+	46.62	<>	3	20	52
9455	chr3	9711102	9711121	+	46.56	<>	3	20	52
9456	chr16	37109440	37109459	+	46.34	<>	3	20	52
9457	chr16	96671788	96671807	-	46.06	<>	3	20	52
9458	chr3	153655299	153655318	-	46.06	<>	3	20	52
9459	chr18	58481865	58481884	-	45.88	<>	3	20	52
9460	chr7	125393828	125393847	-	45.75	<>	3	20	52
9461	chr16	25349805	25349824	-	45.62	<>	3	20	52
9462	chr4	74231656	74231675	-	45.38	<>	3	20	52
9463	chr4	74231658	74231677	+	45.22	<>	3	20	52
9464	chr13	89543209	89543228	-	45.2	<>	3	20	52
9465	chr1	179477243	179477262	-	45.0	<>	3	20	52
9466	chr4	127368529	127368548	+	44.75	<>	3	20	52
9467	chr3	25220803	25220822	-	44.62	<>	3	20	52
9468	chr12	41487217	41487236	-	44.56	<>	3	20	52
9469	chr14	102510621	102510640	-	44.4	<>	3	20	52
9470	chr4	25180062	25180081	-	44.38	<>	3	20	52
9471	chr3	31146116	31146135	+	44.2	<>	3	20	52
9472	chr16	58299639	58299658	+	44.12	<>	3	20	52
9473	chr5	16309782	16309801	+	43.94	<>	3	20	52
9474	chr7	118102436	118102455	-	43.88	<>	3	20	52
9475	chr5	16309780	16309799	-	43.75	<>	3	20	52
9476	chr13	51830906	51830925	+	43.62	<>	3	20	52
9477	chr6	100882571	100882590	+	43.6	<>	3	20	52
9478	chr1	54381456	54381475	-	43.56	<>	3	20	52
9479	chr7	143153991	143154010	+	43.38	<>	3	20	52
9480	chr9	122729740	122729759	-	43.3	<>	3	20	52
9481	chr2	113494885	113494904	+	43.2	<>	3	20	52
9482	chr13	113877596	113877615	+	43.12	<>	3	20	52
9483	chr12	74013946	74013965	-	43.12	<>	3	20	52
9484	chr1	120586652	120586671	+	43.1	<>	3	20	52
9485	chr17	42603598	42603617	-	43.06	<>	3	20	52
9486	chr8	50293731	50293750	-	42.88	<>	3	20	52
9487	chr1	5905000	5905019	-	42.8	<>	3	20	52
9488	chr16	27468962	27468981	+	42.75	<>	3	20	52
9489	chr15	70921072	70921091	-	42.62	<>	3	20	52
9490	chr8	91797706	91797725	+	42.6	<>	3	20	52
9491	chr3	80079950	80079969	+	42.5	<>	3	20	52
9492	chr18	16211890	16211909	-	42.47	<>	3	20	52
9493	chr3	113080921	113080940	-	42.47	<>	3	20	52
9494	chr2	17415562	17415581	-	42.34	<>	3	20	52
9495	chr7	49121484	49121503	-	42.3	<>	3	20	52
9496	chr18	16211892	16211911	+	42.3	<>	3	20	52
9497	chr8	26184368	26184387	+	42.22	<>	3	20	52
9498	chr2	37815860	37815879	+	42.2	<>	3	20	52
9499	chr6	6005818	6005837	+	42.06	<>	3	20	52
9500	chr12	35192361	35192380	+	53.78	<>	4	20	52
9501	chr2	48886252	48886271	-	53.7	<>	4	20	52
9502	chr12	35192359	35192378	-	53.66	<>	4	20	52
9503	chr8	102781112	102781131	-	53.5	<>	4	20	52
9504	chr5	49961991	49962010	-	53.3	<>	4	20	52
9505	chr9	26776356	26776375	-	53.12	<>	4	20	52
9506	chr9	51152589	51152608	-	53.06	<>	4	20	52
9507	chr8	58566264	58566283	+	52.88	<>	4	20	52
9508	chr12	40837731	40837750	+	52.84	<>	4	20	52
9509	chr8	36523116	36523135	-	52.5	<>	4	20	52
9510	chr6	101261721	101261740	-	52.5	<>	4	20	52
9511	chr11	57467954	57467973	-	52.38	<>	4	20	52
9512	chr4	70621534	70621553	-	52.28	<>	4	20	52
9513	chr2	101905952	101905971	+	52.25	<>	4	20	52
9514	chr13	19698902	19698921	+	51.94	<>	4	20	52
9515	chr16	13117402	13117421	+	51.94	<>	4	20	52
9516	chr9	63136044	63136063	+	51.75	<>	4	20	52
9517	chr12	92303369	92303388	+	51.62	<>	4	20	52
9518	chr11	31949597	31949616	-	51.56	<>	4	20	52
9519	chr9	49494116	49494135	+	51.2	<>	4	20	52
9520	chr12	17554295	17554314	+	51.2	<>	4	20	52
9521	chr9	88222169	88222188	-	51.16	<>	4	20	52
9522	chr1	55404542	55404561	+	51.12	<>	4	20	52
9523	chr12	57825931	57825950	+	51.06	<>	4	20	52
9524	chr3	57843966	57843985	+	50.94	<>	4	20	52
9525	chr16	22564764	22564783	+	50.8	<>	4	20	52
9526	chr7	132213675	132213694	-	50.6	<>	4	20	52
9527	chr16	72215914	72215933	-	50.38	<>	4	20	52
9528	chr18	16217031	16217050	+	50.2	<>	4	20	52
9529	chr11	113165297	113165316	-	50.12	<>	4	20	52
9530	chr14	34810922	34810941	+	49.88	<>	4	20	52
9531	chr17	83271677	83271696	+	49.25	<>	4	20	52
9532	chr12	78056172	78056191	+	49.12	<>	4	20	52
9533	chr16	89765679	89765698	-	49.0	<>	4	20	52
9534	chr13	112264852	112264871	-	48.94	<>	4	20	52
9535	chr13	112264855	112264874	-	48.88	<>	4	20	52
9536	chr2	118638274	118638293	+	48.7	<>	4	20	52
9537	chr15	32766466	32766485	-	48.47	<>	4	20	52
9538	chr1	21411386	21411405	+	48.44	<>	4	20	52
9539	chr6	43686121	43686140	+	48.3	<>	4	20	52
9540	chr13	30260113	30260132	-	48.25	<>	4	20	52
9541	chr9	60245108	60245127	+	47.97	<>	4	20	52
9542	chr1	103799500	103799519	+	47.94	<>	4	20	52
9543	chr7	86211545	86211564	-	47.94	<>	4	20	52
9544	chr11	40149490	40149509	-	47.47	<>	4	20	52
9545	chr11	25862970	25862989	-	47.2	<>	4	20	52
9546	chr16	72218208	72218227	+	47.12	<>	4	20	52
9547	chr15	44836383	44836402	+	47.12	<>	4	20	52
9548	chr16	64748436	64748455	-	47.0	<>	4	20	52
9549	chr3	14679375	14679394	+	46.8	<>	4	20	52
9550	chr17	86906315	86906334	-	46.8	<>	4	20	52
9551	chr18	57976796	57976815	+	46.8	<>	4	20	52
9552	chr6	13281045	13281064	-	46.75	<>	4	20	52
9553	chr12	17554309	17554328	-	46.62	<>	4	20	52
9554	chr3	68056531	68056550	+	46.62	<>	4	20	52
9555	chr3	9711102	9711121	+	46.56	<>	4	20	52
9556	chr16	37109440	37109459	+	46.34	<>	4	20	52
9557	chr16	96671788	96671807	-	46.06	<>	4	20	52
9558	chr3	153655299	153655318	-	46.06	<>	4	20	52
9559	chr18	58481865	58481884	-	45.88	<>	4	20	52
9560	chr7	125393828	125393847	-	45.75	<>	4	20	52
9561	chr16	25349805	25349824	-	45.62	<>	4	20	52
9562	chr4	74231656	74231675	-	45.38	<>	4	20	52
9563	chr4	74231658	74231677	+	45.22	<>	4	20	52
9564	chr13	89543209	89543228	-	45.2	<>	4	20	52
9565	chr1	179477243	179477262	-	45.0	<>	4	20	52
9566	chr4	127368529	127368548	+	44.75	<>	4	20	52
9567	chr3	25220803	25220822	-	44.62	<>	4	20	52
9568	chr12	41487217	41487236	-	44.56	<>	4	20	52
9569	chr14	102510621	102510640	-	44.4	<>	4	20	52
9570	chr4	25180062	25180081	-	44.38	<>	4	20	52
9571	chr3	31146116	31146135	+	44.2	<>	4	20	52
9572	chr16	58299639	58299658	+	44.12	<>	4	20	52
9573	chr5	16309782	16309801	+	43.94	<>	4	20	52
9574	chr7	118102436	118102455	-	43.88	<>	4	20	52
9575	chr5	16309780	16309799	-	43.75	<>	4	20	52
9576	chr13	51830906	51830925	+	43.62	<>	4	20	52
9577	chr6	100882571	100882590	+	43.6	<>	4	20	52
9578	chr1	54381456	54381475	-	43.56	<>	4	20	52
9579	chr7	143153991	143154010	+	43.38	<>	4	20	52
9580	chr9	122729740	122729759	-	43.3	<>	4	20	52
9581	chr2	113494885	113494904	+	43.2	<>	4	20	52
9582	chr13	113877596	113877615	+	43.12	<>	4	20	52
9583	chr12	74013946	74013965	-	43.12	<>	4	20	52
9584	chr1	120586652	120586671	+	43.1	<>	4	20	52
9585	chr17	42603598	42603617	-	43.06	<>	4	20	52
9586	chr8	50293731	50293750	-	42.88	<>	4	20	52
9587	chr1	5905000	5905019	-	42.8	<>	4	20	52
9588	chr16	27468962	27468981	+	42.75	<>	4	20	52
9589	chr15	70921072	70921091	-	42.62	<>	4	20	52
9590	chr8	91797706	91797725	+	42.6	<>	4	20	52
9591	chr3	80079950	80079969	+	42.5	<>	4	20	52
9592	chr18	16211890	16211909	-	42.47	<>	4	20	52
9593	chr3	113080921	113080940	-	42.47	<>	4	20	52
9594	chr2	17415562	17415581	-	42.34	<>	4	20	52
9595	chr7	49121484	49121503	-	42.3	<>	4	20	52
9596	chr18	16211892	16211911	+	42.3	<>	4	20	52
9597	chr8	26184368	26184387	+	42.22	<>	4	20	52
9598	chr2	37815860	37815879	+	42.2	<>	4	20	52
9599	chr6	6005818	6005837	+	42.06	<>	4	20	52
9600	chr12	35192361	35192380	+	53.78	<>	3	20	54
9601	chr2	48886252	48886271	-	53.7	<>	3	20	54
9602	chr12	35192359	35192378	-	53.66	<>	3	20	54
9603	chr8	102781112	102781131	-	53.5	<>	3	20	54
9604	chr5	49961991	49962010	-	53.3	<>	3	20	54
9605	chr9	26776356	26776375	-	53.12	<>	3	20	54
9606	chr9	51152589	51152608	-	53.06	<>	3	20	54
9607	chr8	58566264	58566283	+	52.88	<>	3	20	54
9608	chr12	40837731	40837750	+	52.84	<>	3	20	54
9609	chr8	36523116	36523135	-	52.5	<>	3	20	54
9610	chr6	101261721	101261740	-	52.5	<>	3	20	54
9611	chr11	57467954	57467973	-	52.38	<>	3	20	54
9612	chr4	70621534	70621553	-	52.28	<>	3	20	54
9613	chr2	101905952	101905971	+	52.25	<>	3	20	54
9614	chr13	19698902	19698921	+	51.94	<>	3	20	54
9615	chr16	13117402	13117421	+	51.94	<>	3	20	54
9616	chr9	63136044	63136063	+	51.75	<>	3	20	54
9617	chr12	92303369	92303388	+	51.62	<>	3	20	54
9618	chr11	31949597	31949616	-	51.56	<>	3	20	54
9619	chr9	49494116	49494135	+	51.2	<>	3	20	54
9620	chr12	17554295	17554314	+	51.2	<>	3	20	54
9621	chr9	88222169	88222188	-	51.16	<>	3	20	54
9622	chr1	55404542	55404561	+	51.12	<>	3	20	54
9623	chr12	57825931	57825950	+	51.06	<>	3	20	54
9624	chr3	57843966	57843985	+	50.94	<>	3	20	54
9625	chr16	22564764	22564783	+	50.8	<>	3	20	54
9626	chr7	132213675	132213694	-	50.6	<>	3	20	54
9627	chr16	72215914	72215933	-	50.38	<>	3	20	54
9628	chr18	16217031	16217050	+	50.2	<>	3	20	54
9629	chr11	113165297	113165316	-	50.12	<>	3	20	54
9630	chr14	34810922	34810941	+	49.88	<>	3	20	54
9631	chr17	83271677	83271696	+	49.25	<>	3	20	54
9632	chr12	78056172	78056191	+	49.12	<>	3	20	54
9633	chr16	89765679	89765698	-	49.0	<>	3	20	54
9634	chr13	112264852	112264871	-	48.94	<>	3	20	54
9635	chr13	112264855	112264874	-	48.88	<>	3	20	54
