chrom	start	end	span	score_2	strand_2	num_ctcf	log2_insulation_score_200000	boundary_strength_200000	boundary_index	index
chr1	227970000	227980000	227972308-227972327	807.0	-	30	-0.683	1.25	496	2647
chr1	227970000	227980000	227972492-227972511	804.0	-	30	-0.683	1.25	496	2648
chr1	227970000	227980000	227972569-227972588	872.0	-	30	-0.683	1.25	496	2649
chr1	227970000	227980000	227972723-227972742	827.0	-	30	-0.683	1.25	496	2650
chr1	227970000	227980000	227973371-227973390	851.0	+	30	-0.683	1.25	496	2651
chr1	227970000	227980000	227973450-227973469	807.0	-	30	-0.683	1.25	496	2652
chr1	227970000	227980000	227973634-227973653	804.0	-	30	-0.683	1.25	496	2653
chr1	227970000	227980000	227973701-227973720	825.0	-	30	-0.683	1.25	496	2654
chr1	227970000	227980000	227973711-227973730	851.0	-	30	-0.683	1.25	496	2655
chr1	227970000	227980000	227973774-227973793	845.0	-	30	-0.683	1.25	496	2656
chr1	227970000	227980000	227973926-227973945	842.0	-	30	-0.683	1.25	496	2657
chr1	227970000	227980000	227974005-227974024	829.0	-	30	-0.683	1.25	496	2658
chr1	227970000	227980000	227974194-227974213	842.0	-	30	-0.683	1.25	496	2659
chr1	227970000	227980000	227974699-227974718	828.0	-	30	-0.683	1.25	496	2660
chr1	227970000	227980000	227976433-227976452	810.0	+	30	-0.683	1.25	496	2661
chr1	227970000	227980000	227976436-227976455	870.0	+	30	-0.683	1.25	496	2662
chr1	227970000	227980000	227977925-227977944	859.0	-	30	-0.683	1.25	496	2663
chr1	227970000	227980000	227970355-227970374,227970472-227970491,227970482-227970501,227970608-227970627,227970661-227970680,227970671-227970690,227970790-227970809,227970869-227970888,227971046-227971065,227971360-227971379,227971437-227971456,227971591-227971610,227972229-227972248,227972308-227972327,227972492-227972511,227972569-227972588,227972723-227972742,227973371-227973390,227973450-227973469,227973634-227973653,227973701-227973720,227973711-227973730,227973774-227973793,227973926-227973945,227974005-227974024,227974194-227974213,227974699-227974718,227976433-227976452,227976436-227976455,227977925-227977944			30	-0.683	1.25	496	2664
chr1	227970000	227980000	227970000-227980000			30	-0.683	1.25	496	2665
chr1	228170000	228180000	228170808-228170827	807.0	-	12	-0.36	0.3257	497	2666
chr1	228170000	228180000	228171508-228171527	814.0	+	12	-0.36	0.3257	497	2667
chr1	228170000	228180000	228171511-228171530	814.0	+	12	-0.36	0.3257	497	2668
chr1	228170000	228180000	228171521-228171540	825.0	+	12	-0.36	0.3257	497	2669
chr1	228170000	228180000	228172773-228172792	802.0	-	12	-0.36	0.3257	497	2670
chr1	228170000	228180000	228173214-228173233	849.0	-	12	-0.36	0.3257	497	2671
chr1	228170000	228180000	228174545-228174564	811.0	-	12	-0.36	0.3257	497	2672
chr1	228170000	228180000	228175224-228175243	818.0	+	12	-0.36	0.3257	497	2673
chr1	228170000	228180000	228175756-228175775	884.0	+	12	-0.36	0.3257	497	2674
chr1	228170000	228180000	228176520-228176539	821.0	+	12	-0.36	0.3257	497	2675
chr1	228170000	228180000	228177115-228177134	803.0	+	12	-0.36	0.3257	497	2676
chr1	228170000	228180000	228179074-228179093	834.0	+	12	-0.36	0.3257	497	2677
chr1	228170000	228180000	228170808-228170827,228171508-228171527,228171511-228171530,228171521-228171540,228172773-228172792,228173214-228173233,228174545-228174564,228175224-228175243,228175756-228175775,228176520-228176539,228177115-228177134,228179074-228179093			12	-0.36	0.3257	497	2678
chr1	228170000	228180000	228170000-228180000			12	-0.36	0.3257	497	2679
chr1	229240000	229250000	229240964-229240983	803.0	-	3	-0.9556	1.519	498	2680
chr1	229240000	229250000	229242678-229242697	850.0	+	3	-0.9556	1.519	498	2681
chr1	229240000	229250000	229245813-229245832	801.0	+	3	-0.9556	1.519	498	2682
chr1	229240000	229250000	229240964-229240983,229242678-229242697,229245813-229245832			3	-0.9556	1.519	498	2683
chr1	229240000	229250000	229240000-229250000			3	-0.9556	1.519	498	2684
chr1	229640000	229650000	229645204-229645223	820.0	+	2	-0.8945	1.405	499	2685
chr1	229640000	229650000	229645971-229645990	800.0	-	2	-0.8945	1.405	499	2686
chr1	229640000	229650000	229645204-229645223,229645971-229645990			2	-0.8945	1.405	499	2687
chr1	229640000	229650000	229640000-229650000			2	-0.8945	1.405	499	2688
chr1	230050000	230060000	230050034-230050053	849.0	-	2	-0.05963	0.4634	500	2689
chr1	230050000	230060000	230058485-230058504	831.0	-	2	-0.05963	0.4634	500	2690
chr1	230050000	230060000	230050034-230050053,230058485-230058504			2	-0.05963	0.4634	500	2691
chr1	230050000	230060000	230050000-230060000			2	-0.05963	0.4634	500	2692
chr1	230310000	230320000	230310741-230310760	819.0	-	7	-1.332	2.055	501	2693
chr1	230310000	230320000	230310751-230310770	932.0	-	7	-1.332	2.055	501	2694
chr1	230310000	230320000	230311118-230311137	820.0	-	7	-1.332	2.055	501	2695
chr1	230310000	230320000	230314468-230314487	830.0	+	7	-1.332	2.055	501	2696
chr1	230310000	230320000	230315228-230315247	826.0	-	7	-1.332	2.055	501	2697
chr1	230310000	230320000	230315231-230315250	817.0	+	7	-1.332	2.055	501	2698
chr1	230310000	230320000	230317674-230317693	857.0	+	7	-1.332	2.055	501	2699
chr1	230310000	230320000	230310741-230310760,230310751-230310770,230311118-230311137,230314468-230314487,230315228-230315247,230315231-230315250,230317674-230317693			7	-1.332	2.055	501	2700
chr1	230310000	230320000	230310000-230320000			7	-1.332	2.055	501	2701
chr1	230630000	230640000	230632458-230632477	879.0	+	2	-0.6484	0.857	502	2702
chr1	230630000	230640000	230639003-230639022	811.0	-	2	-0.6484	0.857	502	2703
chr1	230630000	230640000	230632458-230632477,230639003-230639022			2	-0.6484	0.857	502	2704
chr1	230630000	230640000	230630000-230640000			2	-0.6484	0.857	502	2705
chr1	230990000	231000000	230997422-230997441	806.0	+	1	-0.1354	0.3877	503	2706
chr1	230990000	231000000	230990000-231000000			1	-0.1354	0.3877	503	2707
chr1	231230000	231240000	231232223-231232242	814.0	+	5	-0.932	1.288	504	2708
chr1	231230000	231240000	231232442-231232461	844.0	+	5	-0.932	1.288	504	2709
chr1	231230000	231240000	231232445-231232464	839.0	+	5	-0.932	1.288	504	2710
chr1	231230000	231240000	231237154-231237173	824.0	+	5	-0.932	1.288	504	2711
chr1	231230000	231240000	231237590-231237609	840.0	-	5	-0.932	1.288	504	2712
chr1	231230000	231240000	231232223-231232242,231232442-231232461,231232445-231232464,231237154-231237173,231237590-231237609			5	-0.932	1.288	504	2713
chr1	231230000	231240000	231230000-231240000			5	-0.932	1.288	504	2714
chr1	231610000	231620000	231612179-231612198	805.0	+	1	-0.941	1.124	505	2715
chr1	231610000	231620000	231610000-231620000			1	-0.941	1.124	505	2716
chr1	232620000	232630000	232624416-232624435	828.0	+	3	-0.10645	0.2546	506	2717
chr1	232620000	232630000	232624951-232624970	808.0	+	3	-0.10645	0.2546	506	2718
chr1	232620000	232630000	232628784-232628803	812.0	-	3	-0.10645	0.2546	506	2719
chr1	232620000	232630000	232624416-232624435,232624951-232624970,232628784-232628803			3	-0.10645	0.2546	506	2720
chr1	232620000	232630000	232620000-232630000			3	-0.10645	0.2546	506	2721
chr1	232940000	232950000	232944151-232944170	817.0	+	4	-0.539	0.69	507	2722
chr1	232940000	232950000	232944605-232944624	820.0	-	4	-0.539	0.69	507	2723
chr1	232940000	232950000	232946973-232946992	808.0	+	4	-0.539	0.69	507	2724
chr1	232940000	232950000	232948484-232948503	813.0	-	4	-0.539	0.69	507	2725
chr1	232940000	232950000	232944151-232944170,232944605-232944624,232946973-232946992,232948484-232948503			4	-0.539	0.69	507	2726
chr1	232940000	232950000	232940000-232950000			4	-0.539	0.69	507	2727
chr1	233300000	233310000	233304679-233304698	874.0	+	1	-1.12	1.776	508	2728
chr1	233300000	233310000	233300000-233310000			1	-1.12	1.776	508	2729
chr1	234080000	234090000	234080101-234080120	821.0	+	2	-0.4248	0.672	509	2730
chr1	234080000	234090000	234089576-234089595	811.0	+	2	-0.4248	0.672	509	2731
chr1	234080000	234090000	234080101-234080120,234089576-234089595			2	-0.4248	0.672	509	2732
chr1	234080000	234090000	234080000-234090000			2	-0.4248	0.672	509	2733
chr1	234480000	234490000	234485442-234485461	824.0	+	3	-1.111	1.456	510	2734
chr1	234480000	234490000	234486144-234486163	838.0	+	3	-1.111	1.456	510	2735
chr1	234480000	234490000	234487130-234487149	835.0	+	3	-1.111	1.456	510	2736
chr1	234480000	234490000	234485442-234485461,234486144-234486163,234487130-234487149			3	-1.111	1.456	510	2737
chr1	234480000	234490000	234480000-234490000			3	-1.111	1.456	510	2738
chr1	235100000	235110000	235100375-235100394	809.0	-	6	-1.488	2.3	511	2739
chr1	235100000	235110000	235101372-235101391	802.0	+	6	-1.488	2.3	511	2740
chr1	235100000	235110000	235104353-235104372	931.0	+	6	-1.488	2.3	511	2741
chr1	235100000	235110000	235107303-235107322	800.0	+	6	-1.488	2.3	511	2742
chr1	235100000	235110000	235107794-235107813	809.0	+	6	-1.488	2.3	511	2743
chr1	235100000	235110000	235109140-235109159	801.0	-	6	-1.488	2.3	511	2744
chr1	235100000	235110000	235100375-235100394,235101372-235101391,235104353-235104372,235107303-235107322,235107794-235107813,235109140-235109159			6	-1.488	2.3	511	2745
chr1	235100000	235110000	235100000-235110000			6	-1.488	2.3	511	2746
chr1	235490000	235500000	235491844-235491863	822.0	-	1	-0.768	1.24	512	2747
chr1	235490000	235500000	235490000-235500000			1	-0.768	1.24	512	2748
chr1	235780000	235790000	235783360-235783379	906.0	-	1	-0.1063	0.4692	513	2749
chr1	235780000	235790000	235780000-235790000			1	-0.1063	0.4692	513	2750
chr1	236090000	236100000	236091460-236091479	870.0	+	4	-1.337	1.628	514	2751
chr1	236090000	236100000	236091793-236091812	832.0	-	4	-1.337	1.628	514	2752
chr1	236090000	236100000	236097790-236097809	829.0	-	4	-1.337	1.628	514	2753
chr1	236090000	236100000	236099450-236099469	827.0	-	4	-1.337	1.628	514	2754
chr1	236090000	236100000	236091460-236091479,236091793-236091812,236097790-236097809,236099450-236099469			4	-1.337	1.628	514	2755
chr1	236090000	236100000	236090000-236100000			4	-1.337	1.628	514	2756
chr1	236530000	236540000	236531939-236531958	800.0	-	2	-0.706	0.2512	515	2757
chr1	236530000	236540000	236539621-236539640	840.0	-	2	-0.706	0.2512	515	2758
chr1	236530000	236540000	236531939-236531958,236539621-236539640			2	-0.706	0.2512	515	2759
chr1	236530000	236540000	236530000-236540000			2	-0.706	0.2512	515	2760
chr1	236600000	236610000	236600026-236600045	816.0	+	4	-0.8877	1.168	516	2761
chr1	236600000	236610000	236609312-236609331	889.0	+	4	-0.8877	1.168	516	2762
chr1	236600000	236610000	236609341-236609360	809.0	+	4	-0.8877	1.168	516	2763
chr1	236600000	236610000	236609716-236609735	862.0	+	4	-0.8877	1.168	516	2764
chr1	236600000	236610000	236600026-236600045,236609312-236609331,236609341-236609360,236609716-236609735			4	-0.8877	1.168	516	2765
chr1	236600000	236610000	236600000-236610000			4	-0.8877	1.168	516	2766
chr1	236910000	236920000	236910474-236910493	870.0	-	3	-0.458	0.4998	517	2767
chr1	236910000	236920000	236915996-236916015	813.0	+	3	-0.458	0.4998	517	2768
chr1	236910000	236920000	236917165-236917184	825.0	-	3	-0.458	0.4998	517	2769
chr1	236910000	236920000	236910474-236910493,236915996-236916015,236917165-236917184			3	-0.458	0.4998	517	2770
chr1	236910000	236920000	236910000-236920000			3	-0.458	0.4998	517	2771
chr1	237790000	237800000	237797489-237797508	859.0	-	1	-0.66	0.8564	518	2772
chr1	237790000	237800000	237790000-237800000			1	-0.66	0.8564	518	2773
chr1	238230000	238240000	238233961-238233980	811.0	+	2	-0.5806	0.836	519	2774
chr1	238230000	238240000	238238869-238238888	945.0	+	2	-0.5806	0.836	519	2775
chr1	238230000	238240000	238233961-238233980,238238869-238238888			2	-0.5806	0.836	519	2776
chr1	238230000	238240000	238230000-238240000			2	-0.5806	0.836	519	2777
chr1	238460000	238470000	238460610-238460629	812.0	+	1	-0.2527	0.3118	520	2778
chr1	238460000	238470000	238460000-238470000			1	-0.2527	0.3118	520	2779
chr1	238960000	238970000	238965432-238965451	810.0	-	1	-0.884	1.097	521	2780
chr1	238960000	238970000	238960000-238970000			1	-0.884	1.097	521	2781
chr1	240000000	240010000	240000119-240000138	812.0	-	7	-1.455	2.025	522	2782
chr1	240000000	240010000	240004295-240004314	971.0	-	7	-1.455	2.025	522	2783
chr1	240000000	240010000	240004486-240004505	834.0	-	7	-1.455	2.025	522	2784
chr1	240000000	240010000	240005479-240005498	874.0	-	7	-1.455	2.025	522	2785
chr1	240000000	240010000	240005543-240005562	842.0	-	7	-1.455	2.025	522	2786
chr1	240000000	240010000	240006343-240006362	832.0	+	7	-1.455	2.025	522	2787
chr1	240000000	240010000	240008577-240008596	800.0	+	7	-1.455	2.025	522	2788
chr1	240000000	240010000	240000119-240000138,240004295-240004314,240004486-240004505,240005479-240005498,240005543-240005562,240006343-240006362,240008577-240008596			7	-1.455	2.025	522	2789
chr1	240000000	240010000	240000000-240010000			7	-1.455	2.025	522	2790
chr1	240180000	240190000	240181593-240181612	839.0	-	4	-0.4177	0.4917	523	2791
chr1	240180000	240190000	240181751-240181770	820.0	+	4	-0.4177	0.4917	523	2792
chr1	240180000	240190000	240186081-240186100	818.0	-	4	-0.4177	0.4917	523	2793
chr1	240180000	240190000	240189550-240189569	865.0	-	4	-0.4177	0.4917	523	2794
chr1	240180000	240190000	240181593-240181612,240181751-240181770,240186081-240186100,240189550-240189569			4	-0.4177	0.4917	523	2795
chr1	240180000	240190000	240180000-240190000			4	-0.4177	0.4917	523	2796
chr1	240710000	240720000	240713905-240713924	818.0	-	1	-0.85	1.276	524	2797
chr1	240710000	240720000	240710000-240720000			1	-0.85	1.276	524	2798
chr1	240960000	240970000	240967243-240967262	845.0	+	1	-0.547	0.8296	525	2799
chr1	240960000	240970000	240960000-240970000			1	-0.547	0.8296	525	2800
chr1	241510000	241520000	241510685-241510704	818.0	+	3	-0.998	1.437	526	2801
chr1	241510000	241520000	241515508-241515527	800.0	+	3	-0.998	1.437	526	2802
chr1	241510000	241520000	241519562-241519581	801.0	+	3	-0.998	1.437	526	2803
chr1	241510000	241520000	241510685-241510704,241515508-241515527,241519562-241519581			3	-0.998	1.437	526	2804
chr1	241510000	241520000	241510000-241520000			3	-0.998	1.437	526	2805
chr1	241840000	241850000	241845463-241845482	800.0	-	2	-0.6245	1.312	527	2806
chr1	241840000	241850000	241848544-241848563	822.0	+	2	-0.6245	1.312	527	2807
chr1	241840000	241850000	241845463-241845482,241848544-241848563			2	-0.6245	1.312	527	2808
chr1	241840000	241850000	241840000-241850000			2	-0.6245	1.312	527	2809
chr1	242020000	242030000	242020014-242020033	903.0	+	2	-0.526	0.3965	528	2810
chr1	242020000	242030000	242024916-242024935	833.0	-	2	-0.526	0.3965	528	2811
chr1	242020000	242030000	242020014-242020033,242024916-242024935			2	-0.526	0.3965	528	2812
chr1	242020000	242030000	242020000-242030000			2	-0.526	0.3965	528	2813
chr1	243340000	243350000	243340529-243340548	846.0	+	3	-0.8267	1.463	529	2814
chr1	243340000	243350000	243344125-243344144	945.0	+	3	-0.8267	1.463	529	2815
chr1	243340000	243350000	243345457-243345476	807.0	+	3	-0.8267	1.463	529	2816
chr1	243340000	243350000	243340529-243340548,243344125-243344144,243345457-243345476			3	-0.8267	1.463	529	2817
chr1	243340000	243350000	243340000-243350000			3	-0.8267	1.463	529	2818
chr1	243740000	243750000	243742544-243742563	805.0	+	3	-0.06174	0.4158	530	2819
chr1	243740000	243750000	243745313-243745332	821.0	+	3	-0.06174	0.4158	530	2820
chr1	243740000	243750000	243748875-243748894	910.0	-	3	-0.06174	0.4158	530	2821
chr1	243740000	243750000	243742544-243742563,243745313-243745332,243748875-243748894			3	-0.06174	0.4158	530	2822
chr1	243740000	243750000	243740000-243750000			3	-0.06174	0.4158	530	2823
chr1	244270000	244280000	244272544-244272563	837.0	-	3	-0.834	1.34	531	2824
chr1	244270000	244280000	244273150-244273169	867.0	-	3	-0.834	1.34	531	2825
chr1	244270000	244280000	244273204-244273223	916.0	-	3	-0.834	1.34	531	2826
chr1	244270000	244280000	244272544-244272563,244273150-244273169,244273204-244273223			3	-0.834	1.34	531	2827
chr1	244270000	244280000	244270000-244280000			3	-0.834	1.34	531	2828
chr1	244450000	244460000	244451508-244451527	812.0	+	2	-0.563	0.4807	532	2829
chr1	244450000	244460000	244452319-244452338	849.0	-	2	-0.563	0.4807	532	2830
chr1	244450000	244460000	244451508-244451527,244452319-244452338			2	-0.563	0.4807	532	2831
chr1	244450000	244460000	244450000-244460000			2	-0.563	0.4807	532	2832
chr1	244820000	244830000	244823180-244823199	821.0	+	4	-0.593	1.08	533	2833
chr1	244820000	244830000	244827553-244827572	837.0	+	4	-0.593	1.08	533	2834
chr1	244820000	244830000	244828796-244828815	833.0	+	4	-0.593	1.08	533	2835
chr1	244820000	244830000	244829758-244829777	826.0	+	4	-0.593	1.08	533	2836
chr1	244820000	244830000	244823180-244823199,244827553-244827572,244828796-244828815,244829758-244829777			4	-0.593	1.08	533	2837
chr1	244820000	244830000	244820000-244830000			4	-0.593	1.08	533	2838
chr1	245060000	245070000	245061449-245061468	887.0	+	1	-0.876	1.203	534	2839
chr1	245060000	245070000	245060000-245070000			1	-0.876	1.203	534	2840
chr1	246000000	246010000	246000459-246000478	853.0	+	4	-0.893	1.183	535	2841
chr1	246000000	246010000	246003322-246003341	912.0	-	4	-0.893	1.183	535	2842
chr1	246000000	246010000	246008070-246008089	835.0	-	4	-0.893	1.183	535	2843
chr1	246000000	246010000	246008845-246008864	815.0	+	4	-0.893	1.183	535	2844
chr1	246000000	246010000	246000459-246000478,246003322-246003341,246008070-246008089,246008845-246008864			4	-0.893	1.183	535	2845
chr1	246000000	246010000	246000000-246010000			4	-0.893	1.183	535	2846
chr1	246490000	246500000	246491459-246491478	829.0	+	5	-1.091	1.79	536	2847
chr1	246490000	246500000	246492814-246492833	861.0	-	5	-1.091	1.79	536	2848
chr1	246490000	246500000	246493487-246493506	833.0	+	5	-1.091	1.79	536	2849
chr1	246490000	246500000	246496425-246496444	806.0	-	5	-1.091	1.79	536	2850
chr1	246490000	246500000	246497489-246497508	889.0	+	5	-1.091	1.79	536	2851
chr1	246490000	246500000	246491459-246491478,246492814-246492833,246493487-246493506,246496425-246496444,246497489-246497508			5	-1.091	1.79	536	2852
chr1	246490000	246500000	246490000-246500000			5	-1.091	1.79	536	2853
chr1	246770000	246780000	246771628-246771647	804.0	-	4	-0.4834	0.9146	537	2854
chr1	246770000	246780000	246772168-246772187	817.0	+	4	-0.4834	0.9146	537	2855
chr1	246770000	246780000	246772969-246772988	824.0	-	4	-0.4834	0.9146	537	2856
chr1	246770000	246780000	246778950-246778969	813.0	+	4	-0.4834	0.9146	537	2857
chr1	246770000	246780000	246771628-246771647,246772168-246772187,246772969-246772988,246778950-246778969			4	-0.4834	0.9146	537	2858
chr1	246770000	246780000	246770000-246780000			4	-0.4834	0.9146	537	2859
chr1	247360000	247370000	247365367-247365386	850.0	+	2	-0.2842	0.3513	538	2860
chr1	247360000	247370000	247366613-247366632	819.0	-	2	-0.2842	0.3513	538	2861
chr1	247360000	247370000	247365367-247365386,247366613-247366632			2	-0.2842	0.3513	538	2862
chr1	247360000	247370000	247360000-247370000			2	-0.2842	0.3513	538	2863
chr2	1540000	1550000	1541220-1541239	869.0	+	10	-1.104	1.83	539	2864
chr2	1540000	1550000	1542775-1542794	860.0	-	10	-1.104	1.83	539	2865
chr2	1540000	1550000	1543857-1543876	819.0	-	10	-1.104	1.83	539	2866
chr2	1540000	1550000	1543982-1544001	904.0	+	10	-1.104	1.83	539	2867
chr2	1540000	1550000	1544486-1544505	819.0	-	10	-1.104	1.83	539	2868
chr2	1540000	1550000	1546179-1546198	846.0	-	10	-1.104	1.83	539	2869
chr2	1540000	1550000	1547089-1547108	816.0	-	10	-1.104	1.83	539	2870
chr2	1540000	1550000	1547312-1547331	842.0	-	10	-1.104	1.83	539	2871
chr2	1540000	1550000	1547488-1547507	839.0	-	10	-1.104	1.83	539	2872
chr2	1540000	1550000	1548465-1548484	831.0	+	10	-1.104	1.83	539	2873
chr2	1540000	1550000	1541220-1541239,1542775-1542794,1543857-1543876,1543982-1544001,1544486-1544505,1546179-1546198,1547089-1547108,1547312-1547331,1547488-1547507,1548465-1548484			10	-1.104	1.83	539	2874
chr2	1540000	1550000	1540000-1550000			10	-1.104	1.83	539	2875
chr2	1850000	1860000	1850008-1850027	837.0	+	2	-1.227	2.145	540	2876
chr2	1850000	1860000	1856652-1856671	804.0	-	2	-1.227	2.145	540	2877
chr2	1850000	1860000	1850008-1850027,1856652-1856671			2	-1.227	2.145	540	2878
chr2	1850000	1860000	1850000-1860000			2	-1.227	2.145	540	2879
chr2	3050000	3060000	3050152-3050171	805.0	+	5	-0.1418	0.3667	541	2880
chr2	3050000	3060000	3052458-3052477	811.0	+	5	-0.1418	0.3667	541	2881
chr2	3050000	3060000	3055346-3055365	806.0	+	5	-0.1418	0.3667	541	2882
chr2	3050000	3060000	3056195-3056214	825.0	+	5	-0.1418	0.3667	541	2883
chr2	3050000	3060000	3059255-3059274	810.0	-	5	-0.1418	0.3667	541	2884
chr2	3050000	3060000	3050152-3050171,3052458-3052477,3055346-3055365,3056195-3056214,3059255-3059274			5	-0.1418	0.3667	541	2885
chr2	3050000	3060000	3050000-3060000			5	-0.1418	0.3667	541	2886
chr2	3370000	3380000	3377964-3377983	803.0	-	2	-0.4165	0.6396	542	2887
chr2	3370000	3380000	3379919-3379938	854.0	-	2	-0.4165	0.6396	542	2888
chr2	3370000	3380000	3377964-3377983,3379919-3379938			2	-0.4165	0.6396	542	2889
chr2	3370000	3380000	3370000-3380000			2	-0.4165	0.6396	542	2890
chr2	3670000	3680000	3670370-3670389	803.0	-	3	-1.166	1.426	543	2891
chr2	3670000	3680000	3673834-3673853	831.0	+	3	-1.166	1.426	543	2892
chr2	3670000	3680000	3676866-3676885	805.0	-	3	-1.166	1.426	543	2893
chr2	3670000	3680000	3670370-3670389,3673834-3673853,3676866-3676885			3	-1.166	1.426	543	2894
chr2	3670000	3680000	3670000-3680000			3	-1.166	1.426	543	2895
chr2	5630000	5640000	5637671-5637690	847.0	+	2	-0.395	0.296	544	2896
chr2	5630000	5640000	5638767-5638786	813.0	+	2	-0.395	0.296	544	2897
chr2	5630000	5640000	5637671-5637690,5638767-5638786			2	-0.395	0.296	544	2898
chr2	5630000	5640000	5630000-5640000			2	-0.395	0.296	544	2899
chr2	7070000	7080000	7070000-7080000			0	-0.3906	0.412	545	2900
chr2	7420000	7430000	7424651-7424670	808.0	+	3	-0.1354	0.3345	546	2901
chr2	7420000	7430000	7427474-7427493	917.0	+	3	-0.1354	0.3345	546	2902
chr2	7420000	7430000	7427864-7427883	803.0	-	3	-0.1354	0.3345	546	2903
chr2	7420000	7430000	7424651-7424670,7427474-7427493,7427864-7427883			3	-0.1354	0.3345	546	2904
chr2	7420000	7430000	7420000-7430000			3	-0.1354	0.3345	546	2905
chr2	7990000	8000000	7994189-7994208	837.0	+	3	-0.0184	0.3022	547	2906
chr2	7990000	8000000	7996600-7996619	815.0	-	3	-0.0184	0.3022	547	2907
chr2	7990000	8000000	7998809-7998828	805.0	+	3	-0.0184	0.3022	547	2908
chr2	7990000	8000000	7994189-7994208,7996600-7996619,7998809-7998828			3	-0.0184	0.3022	547	2909
chr2	7990000	8000000	7990000-8000000			3	-0.0184	0.3022	547	2910
chr2	8310000	8320000	8310378-8310397	805.0	-	3	-0.03867	0.4011	548	2911
chr2	8310000	8320000	8313005-8313024	845.0	-	3	-0.03867	0.4011	548	2912
chr2	8310000	8320000	8316476-8316495	822.0	+	3	-0.03867	0.4011	548	2913
chr2	8310000	8320000	8310378-8310397,8313005-8313024,8316476-8316495			3	-0.03867	0.4011	548	2914
chr2	8310000	8320000	8310000-8320000			3	-0.03867	0.4011	548	2915
chr2	8690000	8700000	8690954-8690973	803.0	+	9	-0.822	1.195	549	2916
chr2	8690000	8700000	8691011-8691030	814.0	+	9	-0.822	1.195	549	2917
chr2	8690000	8700000	8693426-8693445	861.0	+	9	-0.822	1.195	549	2918
chr2	8690000	8700000	8693514-8693533	818.0	+	9	-0.822	1.195	549	2919
chr2	8690000	8700000	8694020-8694039	800.0	+	9	-0.822	1.195	549	2920
chr2	8690000	8700000	8697342-8697361	816.0	+	9	-0.822	1.195	549	2921
chr2	8690000	8700000	8697387-8697406	822.0	+	9	-0.822	1.195	549	2922
chr2	8690000	8700000	8697875-8697894	806.0	+	9	-0.822	1.195	549	2923
chr2	8690000	8700000	8699833-8699852	818.0	+	9	-0.822	1.195	549	2924
chr2	8690000	8700000	8690954-8690973,8691011-8691030,8693426-8693445,8693514-8693533,8694020-8694039,8697342-8697361,8697387-8697406,8697875-8697894,8699833-8699852			9	-0.822	1.195	549	2925
chr2	8690000	8700000	8690000-8700000			9	-0.822	1.195	549	2926
chr2	9130000	9140000	9132905-9132924	806.0	+	5	-0.7266	1.379	550	2927
chr2	9130000	9140000	9135503-9135522	805.0	+	5	-0.7266	1.379	550	2928
chr2	9130000	9140000	9137756-9137775	809.0	+	5	-0.7266	1.379	550	2929
chr2	9130000	9140000	9138735-9138754	822.0	+	5	-0.7266	1.379	550	2930
chr2	9130000	9140000	9139883-9139902	925.0	-	5	-0.7266	1.379	550	2931
chr2	9130000	9140000	9132905-9132924,9135503-9135522,9137756-9137775,9138735-9138754,9139883-9139902			5	-0.7266	1.379	550	2932
chr2	9130000	9140000	9130000-9140000			5	-0.7266	1.379	550	2933
chr2	9420000	9430000	9420959-9420978	805.0	+	1	-0.482	1.223	551	2934
chr2	9420000	9430000	9420000-9430000			1	-0.482	1.223	551	2935
chr2	9790000	9800000	9790890-9790909	845.0	-	5	-0.4033	0.9814	552	2936
chr2	9790000	9800000	9793534-9793553	816.0	-	5	-0.4033	0.9814	552	2937
chr2	9790000	9800000	9797233-9797252	815.0	-	5	-0.4033	0.9814	552	2938
chr2	9790000	9800000	9797360-9797379	809.0	+	5	-0.4033	0.9814	552	2939
chr2	9790000	9800000	9799844-9799863	938.0	+	5	-0.4033	0.9814	552	2940
chr2	9790000	9800000	9790890-9790909,9793534-9793553,9797233-9797252,9797360-9797379,9799844-9799863			5	-0.4033	0.9814	552	2941
chr2	9790000	9800000	9790000-9800000			5	-0.4033	0.9814	552	2942
chr2	10060000	10070000	10060088-10060107	812.0	-	8	-0.752	1.498	553	2943
chr2	10060000	10070000	10061509-10061528	823.0	-	8	-0.752	1.498	553	2944
chr2	10060000	10070000	10061618-10061637	801.0	+	8	-0.752	1.498	553	2945
chr2	10060000	10070000	10063034-10063053	828.0	-	8	-0.752	1.498	553	2946
chr2	10060000	10070000	10064610-10064629	810.0	-	8	-0.752	1.498	553	2947
chr2	10060000	10070000	10065518-10065537	810.0	-	8	-0.752	1.498	553	2948
chr2	10060000	10070000	10068534-10068553	821.0	+	8	-0.752	1.498	553	2949
chr2	10060000	10070000	10069905-10069924	816.0	+	8	-0.752	1.498	553	2950
chr2	10060000	10070000	10060088-10060107,10061509-10061528,10061618-10061637,10063034-10063053,10064610-10064629,10065518-10065537,10068534-10068553,10069905-10069924			8	-0.752	1.498	553	2951
chr2	10060000	10070000	10060000-10070000			8	-0.752	1.498	553	2952
chr2	10430000	10440000	10431704-10431723	809.0	+	10	-0.7583	1.658	554	2953
chr2	10430000	10440000	10433039-10433058	816.0	+	10	-0.7583	1.658	554	2954
chr2	10430000	10440000	10433054-10433073	802.0	-	10	-0.7583	1.658	554	2955
chr2	10430000	10440000	10433991-10434010	840.0	+	10	-0.7583	1.658	554	2956
chr2	10430000	10440000	10434100-10434119	850.0	+	10	-0.7583	1.658	554	2957
