chrom	start	end	span	score_2	strand_2	num_ctcf	log2_insulation_score_200000	boundary_strength_200000	boundary_index	index
chr1	74440000	74450000	74441944-74441963	830.0	-	6	-0.1394	0.4744	134	691
chr1	74440000	74450000	74443226-74443245	820.0	-	6	-0.1394	0.4744	134	692
chr1	74440000	74450000	74448655-74448674	816.0	-	6	-0.1394	0.4744	134	693
chr1	74440000	74450000	74449576-74449595	820.0	+	6	-0.1394	0.4744	134	694
chr1	74440000	74450000	74449732-74449751	800.0	-	6	-0.1394	0.4744	134	695
chr1	74440000	74450000	74449848-74449867	802.0	+	6	-0.1394	0.4744	134	696
chr1	74440000	74450000	74441944-74441963,74443226-74443245,74448655-74448674,74449576-74449595,74449732-74449751,74449848-74449867			6	-0.1394	0.4744	134	697
chr1	74440000	74450000	74440000-74450000			6	-0.1394	0.4744	134	698
chr1	75310000	75320000	75311493-75311512	801.0	+	8	-0.01358	0.4365	135	699
chr1	75310000	75320000	75312309-75312328	842.0	+	8	-0.01358	0.4365	135	700
chr1	75310000	75320000	75312561-75312580	837.0	+	8	-0.01358	0.4365	135	701
chr1	75310000	75320000	75315013-75315032	839.0	-	8	-0.01358	0.4365	135	702
chr1	75310000	75320000	75315311-75315330	802.0	-	8	-0.01358	0.4365	135	703
chr1	75310000	75320000	75315533-75315552	857.0	+	8	-0.01358	0.4365	135	704
chr1	75310000	75320000	75316593-75316612	825.0	+	8	-0.01358	0.4365	135	705
chr1	75310000	75320000	75317094-75317113	807.0	+	8	-0.01358	0.4365	135	706
chr1	75310000	75320000	75311493-75311512,75312309-75312328,75312561-75312580,75315013-75315032,75315311-75315330,75315533-75315552,75316593-75316612,75317094-75317113			8	-0.01358	0.4365	135	707
chr1	75310000	75320000	75310000-75320000			8	-0.01358	0.4365	135	708
chr1	75620000	75630000	75621013-75621032	845.0	+	3	-0.833	0.865	136	709
chr1	75620000	75630000	75626426-75626445	843.0	+	3	-0.833	0.865	136	710
chr1	75620000	75630000	75627534-75627553	828.0	+	3	-0.833	0.865	136	711
chr1	75620000	75630000	75621013-75621032,75626426-75626445,75627534-75627553			3	-0.833	0.865	136	712
chr1	75620000	75630000	75620000-75630000			3	-0.833	0.865	136	713
chr1	76690000	76700000	76695995-76696014	822.0	-	1	-0.261	0.2668	137	714
chr1	76690000	76700000	76690000-76700000			1	-0.261	0.2668	137	715
chr1	77530000	77540000	77533814-77533833	813.0	-	2	-0.8516	1.097	138	716
chr1	77530000	77540000	77539831-77539850	852.0	-	2	-0.8516	1.097	138	717
chr1	77530000	77540000	77533814-77533833,77539831-77539850			2	-0.8516	1.097	138	718
chr1	77530000	77540000	77530000-77540000			2	-0.8516	1.097	138	719
chr1	77930000	77940000	77930861-77930880	908.0	-	4	-0.6733	0.717	139	720
chr1	77930000	77940000	77931229-77931248	830.0	-	4	-0.6733	0.717	139	721
chr1	77930000	77940000	77935053-77935072	817.0	+	4	-0.6733	0.717	139	722
chr1	77930000	77940000	77939977-77939996	827.0	-	4	-0.6733	0.717	139	723
chr1	77930000	77940000	77930861-77930880,77931229-77931248,77935053-77935072,77939977-77939996			4	-0.6733	0.717	139	724
chr1	77930000	77940000	77930000-77940000			4	-0.6733	0.717	139	725
chr1	78190000	78200000	78190021-78190040	809.0	+	6	-0.11	0.3247	140	726
chr1	78190000	78200000	78190369-78190388	815.0	-	6	-0.11	0.3247	140	727
chr1	78190000	78200000	78194011-78194030	803.0	+	6	-0.11	0.3247	140	728
chr1	78190000	78200000	78195388-78195407	801.0	-	6	-0.11	0.3247	140	729
chr1	78190000	78200000	78195561-78195580	834.0	-	6	-0.11	0.3247	140	730
chr1	78190000	78200000	78198562-78198581	803.0	-	6	-0.11	0.3247	140	731
chr1	78190000	78200000	78190021-78190040,78190369-78190388,78194011-78194030,78195388-78195407,78195561-78195580,78198562-78198581			6	-0.11	0.3247	140	732
chr1	78190000	78200000	78190000-78200000			6	-0.11	0.3247	140	733
chr1	78490000	78500000	78491421-78491440	857.0	-	2	-0.9087	1.224	141	734
chr1	78490000	78500000	78492716-78492735	806.0	-	2	-0.9087	1.224	141	735
chr1	78490000	78500000	78491421-78491440,78492716-78492735			2	-0.9087	1.224	141	736
chr1	78490000	78500000	78490000-78500000			2	-0.9087	1.224	141	737
chr1	78720000	78730000	78721748-78721767	833.0	-	5	-0.6626	0.7373	142	738
chr1	78720000	78730000	78721993-78722012	866.0	-	5	-0.6626	0.7373	142	739
chr1	78720000	78730000	78724639-78724658	875.0	+	5	-0.6626	0.7373	142	740
chr1	78720000	78730000	78726005-78726024	823.0	+	5	-0.6626	0.7373	142	741
chr1	78720000	78730000	78726372-78726391	845.0	-	5	-0.6626	0.7373	142	742
chr1	78720000	78730000	78721748-78721767,78721993-78722012,78724639-78724658,78726005-78726024,78726372-78726391			5	-0.6626	0.7373	142	743
chr1	78720000	78730000	78720000-78730000			5	-0.6626	0.7373	142	744
chr1	79760000	79770000	79760278-79760297	812.0	-	4	-0.747	0.867	143	745
chr1	79760000	79770000	79762107-79762126	802.0	-	4	-0.747	0.867	143	746
chr1	79760000	79770000	79765458-79765477	858.0	-	4	-0.747	0.867	143	747
chr1	79760000	79770000	79768955-79768974	861.0	+	4	-0.747	0.867	143	748
chr1	79760000	79770000	79760278-79760297,79762107-79762126,79765458-79765477,79768955-79768974			4	-0.747	0.867	143	749
chr1	79760000	79770000	79760000-79770000			4	-0.747	0.867	143	750
chr1	80170000	80180000	80175333-80175352	872.0	+	3	-0.77	1.046	144	751
chr1	80170000	80180000	80175783-80175802	808.0	+	3	-0.77	1.046	144	752
chr1	80170000	80180000	80178189-80178208	839.0	-	3	-0.77	1.046	144	753
chr1	80170000	80180000	80175333-80175352,80175783-80175802,80178189-80178208			3	-0.77	1.046	144	754
chr1	80170000	80180000	80170000-80180000			3	-0.77	1.046	144	755
chr1	80770000	80780000	80771221-80771240	809.0	+	3	-0.4927	0.657	145	756
chr1	80770000	80780000	80778647-80778666	831.0	+	3	-0.4927	0.657	145	757
chr1	80770000	80780000	80778824-80778843	818.0	+	3	-0.4927	0.657	145	758
chr1	80770000	80780000	80771221-80771240,80778647-80778666,80778824-80778843			3	-0.4927	0.657	145	759
chr1	80770000	80780000	80770000-80780000			3	-0.4927	0.657	145	760
chr1	81290000	81300000	81293985-81294004	857.0	-	4	-0.9766	1.661	146	761
chr1	81290000	81300000	81296313-81296332	853.0	-	4	-0.9766	1.661	146	762
chr1	81290000	81300000	81296766-81296785	805.0	+	4	-0.9766	1.661	146	763
chr1	81290000	81300000	81297547-81297566	817.0	+	4	-0.9766	1.661	146	764
chr1	81290000	81300000	81293985-81294004,81296313-81296332,81296766-81296785,81297547-81297566			4	-0.9766	1.661	146	765
chr1	81290000	81300000	81290000-81300000			4	-0.9766	1.661	146	766
chr1	82480000	82490000	82480888-82480907	814.0	+	5	-0.621	0.5654	147	767
chr1	82480000	82490000	82483519-82483538	822.0	+	5	-0.621	0.5654	147	768
chr1	82480000	82490000	82485166-82485185	807.0	-	5	-0.621	0.5654	147	769
chr1	82480000	82490000	82486660-82486679	807.0	+	5	-0.621	0.5654	147	770
chr1	82480000	82490000	82487529-82487548	807.0	-	5	-0.621	0.5654	147	771
chr1	82480000	82490000	82480888-82480907,82483519-82483538,82485166-82485185,82486660-82486679,82487529-82487548			5	-0.621	0.5654	147	772
chr1	82480000	82490000	82480000-82490000			5	-0.621	0.5654	147	773
chr1	82760000	82770000	82761750-82761769	837.0	-	3	-0.628	0.753	148	774
chr1	82760000	82770000	82761985-82762004	817.0	-	3	-0.628	0.753	148	775
chr1	82760000	82770000	82762464-82762483	909.0	-	3	-0.628	0.753	148	776
chr1	82760000	82770000	82761750-82761769,82761985-82762004,82762464-82762483			3	-0.628	0.753	148	777
chr1	82760000	82770000	82760000-82770000			3	-0.628	0.753	148	778
chr1	83170000	83180000	83170000-83180000			0	-0.5522	0.833	149	779
chr1	83720000	83730000	83727306-83727325	871.0	+	1	-0.774	1.194	150	780
chr1	83720000	83730000	83720000-83730000			1	-0.774	1.194	150	781
chr1	84110000	84120000	84117365-84117384	832.0	-	1	-0.2546	0.4753	151	782
chr1	84110000	84120000	84110000-84120000			1	-0.2546	0.4753	151	783
chr1	84690000	84700000	84693985-84694004	826.0	-	7	-0.623	1.004	152	784
chr1	84690000	84700000	84694206-84694225	835.0	+	7	-0.623	1.004	152	785
chr1	84690000	84700000	84695188-84695207	802.0	+	7	-0.623	1.004	152	786
chr1	84690000	84700000	84695201-84695220	881.0	-	7	-0.623	1.004	152	787
chr1	84690000	84700000	84697198-84697217	842.0	-	7	-0.623	1.004	152	788
chr1	84690000	84700000	84697342-84697361	854.0	+	7	-0.623	1.004	152	789
chr1	84690000	84700000	84697443-84697462	940.0	-	7	-0.623	1.004	152	790
chr1	84690000	84700000	84693985-84694004,84694206-84694225,84695188-84695207,84695201-84695220,84697198-84697217,84697342-84697361,84697443-84697462			7	-0.623	1.004	152	791
chr1	84690000	84700000	84690000-84700000			7	-0.623	1.004	152	792
chr1	85840000	85850000	85842440-85842459	934.0	-	3	-0.01301	0.3628	153	793
chr1	85840000	85850000	85845211-85845230	814.0	+	3	-0.01301	0.3628	153	794
chr1	85840000	85850000	85849570-85849589	832.0	-	3	-0.01301	0.3628	153	795
chr1	85840000	85850000	85842440-85842459,85845211-85845230,85849570-85849589			3	-0.01301	0.3628	153	796
chr1	85840000	85850000	85840000-85850000			3	-0.01301	0.3628	153	797
chr1	86050000	86060000	86050770-86050789	837.0	+	4	-0.321	0.8887	154	798
chr1	86050000	86060000	86056421-86056440	804.0	+	4	-0.321	0.8887	154	799
chr1	86050000	86060000	86058491-86058510	835.0	-	4	-0.321	0.8887	154	800
chr1	86050000	86060000	86059625-86059644	935.0	+	4	-0.321	0.8887	154	801
chr1	86050000	86060000	86050770-86050789,86056421-86056440,86058491-86058510,86059625-86059644			4	-0.321	0.8887	154	802
chr1	86050000	86060000	86050000-86060000			4	-0.321	0.8887	154	803
chr1	86350000	86360000	86353210-86353229	815.0	-	4	-0.501	0.4683	155	804
chr1	86350000	86360000	86355389-86355408	813.0	-	4	-0.501	0.4683	155	805
chr1	86350000	86360000	86357216-86357235	824.0	+	4	-0.501	0.4683	155	806
chr1	86350000	86360000	86359992-86360011	835.0	-	4	-0.501	0.4683	155	807
chr1	86350000	86360000	86353210-86353229,86355389-86355408,86357216-86357235,86359992-86360011			4	-0.501	0.4683	155	808
chr1	86350000	86360000	86350000-86360000			4	-0.501	0.4683	155	809
chr1	86590000	86600000	86590246-86590265	801.0	-	6	-0.6445	1.285	156	810
chr1	86590000	86600000	86592951-86592970	801.0	-	6	-0.6445	1.285	156	811
chr1	86590000	86600000	86593788-86593807	808.0	+	6	-0.6445	1.285	156	812
chr1	86590000	86600000	86596642-86596661	804.0	-	6	-0.6445	1.285	156	813
chr1	86590000	86600000	86598335-86598354	857.0	+	6	-0.6445	1.285	156	814
chr1	86590000	86600000	86598680-86598699	904.0	+	6	-0.6445	1.285	156	815
chr1	86590000	86600000	86590246-86590265,86592951-86592970,86593788-86593807,86596642-86596661,86598335-86598354,86598680-86598699			6	-0.6445	1.285	156	816
chr1	86590000	86600000	86590000-86600000			6	-0.6445	1.285	156	817
chr1	87070000	87080000	87070112-87070131	828.0	+	11	-0.3896	1.028	157	818
chr1	87070000	87080000	87070895-87070914	961.0	-	11	-0.3896	1.028	157	819
chr1	87070000	87080000	87071355-87071374	862.0	+	11	-0.3896	1.028	157	820
chr1	87070000	87080000	87071920-87071939	819.0	-	11	-0.3896	1.028	157	821
chr1	87070000	87080000	87072251-87072270	817.0	-	11	-0.3896	1.028	157	822
chr1	87070000	87080000	87074509-87074528	861.0	-	11	-0.3896	1.028	157	823
chr1	87070000	87080000	87075915-87075934	801.0	+	11	-0.3896	1.028	157	824
chr1	87070000	87080000	87078399-87078418	858.0	-	11	-0.3896	1.028	157	825
chr1	87070000	87080000	87079459-87079478	875.0	+	11	-0.3896	1.028	157	826
chr1	87070000	87080000	87079501-87079520	835.0	-	11	-0.3896	1.028	157	827
chr1	87070000	87080000	87079845-87079864	816.0	+	11	-0.3896	1.028	157	828
chr1	87070000	87080000	87070112-87070131,87070895-87070914,87071355-87071374,87071920-87071939,87072251-87072270,87074509-87074528,87075915-87075934,87078399-87078418,87079459-87079478,87079501-87079520,87079845-87079864			11	-0.3896	1.028	157	829
chr1	87070000	87080000	87070000-87080000			11	-0.3896	1.028	157	830
chr1	87440000	87450000	87440392-87440411	807.0	+	3	-0.1798	0.44	158	831
chr1	87440000	87450000	87447668-87447687	916.0	+	3	-0.1798	0.44	158	832
chr1	87440000	87450000	87449170-87449189	804.0	-	3	-0.1798	0.44	158	833
chr1	87440000	87450000	87440392-87440411,87447668-87447687,87449170-87449189			3	-0.1798	0.44	158	834
chr1	87440000	87450000	87440000-87450000			3	-0.1798	0.44	158	835
chr1	87770000	87780000	87772322-87772341	873.0	-	3	-0.2438	0.3977	159	836
chr1	87770000	87780000	87773056-87773075	839.0	+	3	-0.2438	0.3977	159	837
chr1	87770000	87780000	87778373-87778392	818.0	-	3	-0.2438	0.3977	159	838
chr1	87770000	87780000	87772322-87772341,87773056-87773075,87778373-87778392			3	-0.2438	0.3977	159	839
chr1	87770000	87780000	87770000-87780000			3	-0.2438	0.3977	159	840
chr1	88040000	88050000	88042255-88042274	844.0	+	6	-0.5522	0.5337	160	841
chr1	88040000	88050000	88043718-88043737	848.0	-	6	-0.5522	0.5337	160	842
chr1	88040000	88050000	88044374-88044393	837.0	+	6	-0.5522	0.5337	160	843
chr1	88040000	88050000	88046476-88046495	844.0	+	6	-0.5522	0.5337	160	844
chr1	88040000	88050000	88047950-88047969	848.0	-	6	-0.5522	0.5337	160	845
chr1	88040000	88050000	88048604-88048623	837.0	+	6	-0.5522	0.5337	160	846
chr1	88040000	88050000	88042255-88042274,88043718-88043737,88044374-88044393,88046476-88046495,88047950-88047969,88048604-88048623			6	-0.5522	0.5337	160	847
chr1	88040000	88050000	88040000-88050000			6	-0.5522	0.5337	160	848
chr1	88300000	88310000	88301804-88301823	873.0	-	2	-0.9883	1.708	161	849
chr1	88300000	88310000	88308305-88308324	826.0	-	2	-0.9883	1.708	161	850
chr1	88300000	88310000	88301804-88301823,88308305-88308324			2	-0.9883	1.708	161	851
chr1	88300000	88310000	88300000-88310000			2	-0.9883	1.708	161	852
chr1	88740000	88750000	88742574-88742593	905.0	-	7	-0.681	1.115	162	853
chr1	88740000	88750000	88743423-88743442	851.0	+	7	-0.681	1.115	162	854
chr1	88740000	88750000	88744043-88744062	835.0	-	7	-0.681	1.115	162	855
chr1	88740000	88750000	88745366-88745385	824.0	+	7	-0.681	1.115	162	856
chr1	88740000	88750000	88745409-88745428	902.0	+	7	-0.681	1.115	162	857
chr1	88740000	88750000	88746708-88746727	820.0	+	7	-0.681	1.115	162	858
chr1	88740000	88750000	88748076-88748095	824.0	+	7	-0.681	1.115	162	859
chr1	88740000	88750000	88742574-88742593,88743423-88743442,88744043-88744062,88745366-88745385,88745409-88745428,88746708-88746727,88748076-88748095			7	-0.681	1.115	162	860
chr1	88740000	88750000	88740000-88750000			7	-0.681	1.115	162	861
chr1	89210000	89220000	89212198-89212217	893.0	-	2	-0.3726	0.7266	163	862
chr1	89210000	89220000	89213418-89213437	871.0	+	2	-0.3726	0.7266	163	863
chr1	89210000	89220000	89212198-89212217,89213418-89213437			2	-0.3726	0.7266	163	864
chr1	89210000	89220000	89210000-89220000			2	-0.3726	0.7266	163	865
chr1	89630000	89640000	89631938-89631957	944.0	-	6	-0.48	0.8994	164	866
chr1	89630000	89640000	89633204-89633223	805.0	+	6	-0.48	0.8994	164	867
chr1	89630000	89640000	89634250-89634269	811.0	-	6	-0.48	0.8994	164	868
chr1	89630000	89640000	89634438-89634457	804.0	+	6	-0.48	0.8994	164	869
chr1	89630000	89640000	89637281-89637300	800.0	+	6	-0.48	0.8994	164	870
chr1	89630000	89640000	89638615-89638634	855.0	+	6	-0.48	0.8994	164	871
chr1	89630000	89640000	89631938-89631957,89633204-89633223,89634250-89634269,89634438-89634457,89637281-89637300,89638615-89638634			6	-0.48	0.8994	164	872
chr1	89630000	89640000	89630000-89640000			6	-0.48	0.8994	164	873
chr1	90000000	90010000	90004496-90004515	810.0	+	3	-0.684	1.056	165	874
chr1	90000000	90010000	90007087-90007106	805.0	-	3	-0.684	1.056	165	875
chr1	90000000	90010000	90008325-90008344	843.0	+	3	-0.684	1.056	165	876
chr1	90000000	90010000	90004496-90004515,90007087-90007106,90008325-90008344			3	-0.684	1.056	165	877
chr1	90000000	90010000	90000000-90010000			3	-0.684	1.056	165	878
chr1	90600000	90610000	90602067-90602086	838.0	+	8	-0.922	1.625	166	879
chr1	90600000	90610000	90602736-90602755	814.0	-	8	-0.922	1.625	166	880
chr1	90600000	90610000	90606616-90606635	829.0	-	8	-0.922	1.625	166	881
chr1	90600000	90610000	90606619-90606638	820.0	+	8	-0.922	1.625	166	882
chr1	90600000	90610000	90606670-90606689	808.0	-	8	-0.922	1.625	166	883
chr1	90600000	90610000	90607597-90607616	800.0	+	8	-0.922	1.625	166	884
chr1	90600000	90610000	90607923-90607942	803.0	-	8	-0.922	1.625	166	885
chr1	90600000	90610000	90608112-90608131	865.0	-	8	-0.922	1.625	166	886
chr1	90600000	90610000	90602067-90602086,90602736-90602755,90606616-90606635,90606619-90606638,90606670-90606689,90607597-90607616,90607923-90607942,90608112-90608131			8	-0.922	1.625	166	887
chr1	90600000	90610000	90600000-90610000			8	-0.922	1.625	166	888
chr1	90890000	90900000	90892931-90892950	826.0	+	2	-0.3875	0.7812	167	889
chr1	90890000	90900000	90899857-90899876	854.0	-	2	-0.3875	0.7812	167	890
chr1	90890000	90900000	90892931-90892950,90899857-90899876			2	-0.3875	0.7812	167	891
chr1	90890000	90900000	90890000-90900000			2	-0.3875	0.7812	167	892
chr1	91530000	91540000	91530846-91530865	800.0	-	7	-0.384	0.6914	168	893
chr1	91530000	91540000	91530890-91530909	825.0	-	7	-0.384	0.6914	168	894
chr1	91530000	91540000	91533010-91533029	814.0	+	7	-0.384	0.6914	168	895
chr1	91530000	91540000	91533619-91533638	807.0	+	7	-0.384	0.6914	168	896
chr1	91530000	91540000	91534527-91534546	862.0	-	7	-0.384	0.6914	168	897
chr1	91530000	91540000	91534880-91534899	839.0	+	7	-0.384	0.6914	168	898
chr1	91530000	91540000	91537969-91537988	825.0	-	7	-0.384	0.6914	168	899
chr1	91530000	91540000	91530846-91530865,91530890-91530909,91533010-91533029,91533619-91533638,91534527-91534546,91534880-91534899,91537969-91537988			7	-0.384	0.6914	168	900
chr1	91530000	91540000	91530000-91540000			7	-0.384	0.6914	168	901
chr1	91910000	91920000	91912317-91912336	809.0	-	6	-0.3867	0.7734	169	902
chr1	91910000	91920000	91912404-91912423	814.0	-	6	-0.3867	0.7734	169	903
chr1	91910000	91920000	91914009-91914028	937.0	+	6	-0.3867	0.7734	169	904
chr1	91910000	91920000	91916682-91916701	807.0	+	6	-0.3867	0.7734	169	905
chr1	91910000	91920000	91917943-91917962	914.0	+	6	-0.3867	0.7734	169	906
chr1	91910000	91920000	91918559-91918578	816.0	+	6	-0.3867	0.7734	169	907
chr1	91910000	91920000	91912317-91912336,91912404-91912423,91914009-91914028,91916682-91916701,91917943-91917962,91918559-91918578			6	-0.3867	0.7734	169	908
chr1	91910000	91920000	91910000-91920000			6	-0.3867	0.7734	169	909
chr1	92460000	92470000	92462662-92462681	805.0	+	2	-0.2827	0.598	170	910
chr1	92460000	92470000	92466740-92466759	800.0	-	2	-0.2827	0.598	170	911
chr1	92460000	92470000	92462662-92462681,92466740-92466759			2	-0.2827	0.598	170	912
chr1	92460000	92470000	92460000-92470000			2	-0.2827	0.598	170	913
chr1	92630000	92640000	92633076-92633095	898.0	-	6	-0.2246	0.2622	171	914
chr1	92630000	92640000	92634247-92634266	805.0	+	6	-0.2246	0.2622	171	915
chr1	92630000	92640000	92635230-92635249	812.0	-	6	-0.2246	0.2622	171	916
chr1	92630000	92640000	92635654-92635673	815.0	-	6	-0.2246	0.2622	171	917
chr1	92630000	92640000	92637888-92637907	862.0	-	6	-0.2246	0.2622	171	918
chr1	92630000	92640000	92638505-92638524	805.0	-	6	-0.2246	0.2622	171	919
chr1	92630000	92640000	92633076-92633095,92634247-92634266,92635230-92635249,92635654-92635673,92637888-92637907,92638505-92638524			6	-0.2246	0.2622	171	920
chr1	92630000	92640000	92630000-92640000			6	-0.2246	0.2622	171	921
chr1	92910000	92920000	92911090-92911109	830.0	-	8	-0.4517	0.9	172	922
chr1	92910000	92920000	92911587-92911606	836.0	+	8	-0.4517	0.9	172	923
chr1	92910000	92920000	92912474-92912493	876.0	-	8	-0.4517	0.9	172	924
chr1	92910000	92920000	92912929-92912948	802.0	+	8	-0.4517	0.9	172	925
chr1	92910000	92920000	92913188-92913207	814.0	+	8	-0.4517	0.9	172	926
chr1	92910000	92920000	92913372-92913391	804.0	-	8	-0.4517	0.9	172	927
chr1	92910000	92920000	92916735-92916754	819.0	-	8	-0.4517	0.9	172	928
chr1	92910000	92920000	92917759-92917778	830.0	-	8	-0.4517	0.9	172	929
chr1	92910000	92920000	92911090-92911109,92911587-92911606,92912474-92912493,92912929-92912948,92913188-92913207,92913372-92913391,92916735-92916754,92917759-92917778			8	-0.4517	0.9	172	930
chr1	92910000	92920000	92910000-92920000			8	-0.4517	0.9	172	931
chr1	93500000	93510000	93502069-93502088	808.0	-	4	-0.1549	0.5527	173	932
chr1	93500000	93510000	93503839-93503858	837.0	-	4	-0.1549	0.5527	173	933
chr1	93500000	93510000	93506254-93506273	849.0	+	4	-0.1549	0.5527	173	934
chr1	93500000	93510000	93507220-93507239	908.0	-	4	-0.1549	0.5527	173	935
chr1	93500000	93510000	93502069-93502088,93503839-93503858,93506254-93506273,93507220-93507239			4	-0.1549	0.5527	173	936
chr1	93500000	93510000	93500000-93510000			4	-0.1549	0.5527	173	937
chr1	94150000	94160000	94151056-94151075	834.0	+	5	-0.6006	0.8716	174	938
chr1	94150000	94160000	94151621-94151640	802.0	+	5	-0.6006	0.8716	174	939
chr1	94150000	94160000	94151676-94151695	855.0	+	5	-0.6006	0.8716	174	940
chr1	94150000	94160000	94159428-94159447	852.0	-	5	-0.6006	0.8716	174	941
chr1	94150000	94160000	94159466-94159485	809.0	-	5	-0.6006	0.8716	174	942
chr1	94150000	94160000	94151056-94151075,94151621-94151640,94151676-94151695,94159428-94159447,94159466-94159485			5	-0.6006	0.8716	174	943
chr1	94150000	94160000	94150000-94160000			5	-0.6006	0.8716	174	944
chr1	94720000	94730000	94728697-94728716	855.0	-	2	-0.2018	0.396	175	945
chr1	94720000	94730000	94728752-94728771	802.0	-	2	-0.2018	0.396	175	946
chr1	94720000	94730000	94728697-94728716,94728752-94728771			2	-0.2018	0.396	175	947
chr1	94720000	94730000	94720000-94730000			2	-0.2018	0.396	175	948
chr1	95790000	95800000	95799302-95799321	804.0	-	1	-0.6035	0.77	176	949
chr1	95790000	95800000	95790000-95800000			1	-0.6035	0.77	176	950
chr1	96800000	96810000	96800519-96800538	825.0	+	5	-0.734	0.912	177	951
chr1	96800000	96810000	96801369-96801388	847.0	-	5	-0.734	0.912	177	952
chr1	96800000	96810000	96801831-96801850	953.0	-	5	-0.734	0.912	177	953
chr1	96800000	96810000	96807066-96807085	800.0	-	5	-0.734	0.912	177	954
chr1	96800000	96810000	96807833-96807852	843.0	-	5	-0.734	0.912	177	955
chr1	96800000	96810000	96800519-96800538,96801369-96801388,96801831-96801850,96807066-96807085,96807833-96807852			5	-0.734	0.912	177	956
chr1	96800000	96810000	96800000-96810000			5	-0.734	0.912	177	957
chr1	97050000	97060000	97053865-97053884	861.0	+	2	-0.333	0.4707	178	958
chr1	97050000	97060000	97057691-97057710	837.0	+	2	-0.333	0.4707	178	959
chr1	97050000	97060000	97053865-97053884,97057691-97057710			2	-0.333	0.4707	178	960
chr1	97050000	97060000	97050000-97060000			2	-0.333	0.4707	178	961
chr1	97700000	97710000	97702475-97702494	848.0	+	1	-0.751	1.052	179	962
chr1	97700000	97710000	97700000-97710000			1	-0.751	1.052	179	963
chr1	98390000	98400000	98392219-98392238	852.0	-	4	-0.4534	0.5225	180	964
chr1	98390000	98400000	98395027-98395046	818.0	+	4	-0.4534	0.5225	180	965
chr1	98390000	98400000	98396285-98396304	808.0	-	4	-0.4534	0.5225	180	966
chr1	98390000	98400000	98397776-98397795	808.0	-	4	-0.4534	0.5225	180	967
chr1	98390000	98400000	98392219-98392238,98395027-98395046,98396285-98396304,98397776-98397795			4	-0.4534	0.5225	180	968
chr1	98390000	98400000	98390000-98400000			4	-0.4534	0.5225	180	969
chr1	99720000	99730000	99720000-99730000			0	-0.5127	0.5996	181	970
chr1	100540000	100550000	100541936-100541955	804.0	-	2	-0.6714	0.818	182	971
chr1	100540000	100550000	100545376-100545395	801.0	+	2	-0.6714	0.818	182	972
chr1	100540000	100550000	100541936-100541955,100545376-100545395			2	-0.6714	0.818	182	973
chr1	100540000	100550000	100540000-100550000			2	-0.6714	0.818	182	974
chr1	100980000	100990000	100987031-100987050	832.0	-	1	-0.2947	0.3123	183	975
chr1	100980000	100990000	100980000-100990000			1	-0.2947	0.3123	183	976
chr1	101360000	101370000	101360368-101360387	810.0	-	1	-0.3306	0.4495	184	977
chr1	101360000	101370000	101360000-101370000			1	-0.3306	0.4495	184	978
chr1	102080000	102090000	102084760-102084779	808.0	+	2	-0.2267	0.3462	185	979
chr1	102080000	102090000	102085255-102085274	827.0	+	2	-0.2267	0.3462	185	980
chr1	102080000	102090000	102084760-102084779,102085255-102085274			2	-0.2267	0.3462	185	981
chr1	102080000	102090000	102080000-102090000			2	-0.2267	0.3462	185	982
chr1	102380000	102390000	102380000-102390000			0	-0.489	0.62	186	983
chr1	103110000	103120000	103110000-103120000			0	-0.295	0.2974	187	984
chr1	103790000	103800000	103796520-103796539	863.0	+	2	-0.9043	1.383	188	985
chr1	103790000	103800000	103799500-103799519	913.0	+	2	-0.9043	1.383	188	986
chr1	103790000	103800000	103796520-103796539,103799500-103799519			2	-0.9043	1.383	188	987
chr1	103790000	103800000	103790000-103800000			2	-0.9043	1.383	188	988
chr1	104960000	104970000	104961128-104961147	818.0	+	1	-0.8335	0.996	189	989
chr1	104960000	104970000	104960000-104970000			1	-0.8335	0.996	189	990
chr1	105650000	105660000	105650038-105650057	803.0	-	3	-0.601	0.8096	190	991
chr1	105650000	105660000	105655629-105655648	814.0	-	3	-0.601	0.8096	190	992
chr1	105650000	105660000	105658690-105658709	847.0	+	3	-0.601	0.8096	190	993
chr1	105650000	105660000	105650038-105650057,105655629-105655648,105658690-105658709			3	-0.601	0.8096	190	994
chr1	105650000	105660000	105650000-105660000			3	-0.601	0.8096	190	995
chr1	106050000	106060000	106051047-106051066	878.0	+	3	-0.4407	0.4011	191	996
chr1	106050000	106060000	106054603-106054622	801.0	+	3	-0.4407	0.4011	191	997
chr1	106050000	106060000	106055154-106055173	820.0	-	3	-0.4407	0.4011	191	998
chr1	106050000	106060000	106051047-106051066,106054603-106054622,106055154-106055173			3	-0.4407	0.4011	191	999
chr1	106050000	106060000	106050000-106060000			3	-0.4407	0.4011	191	1000
chr1	106400000	106410000	106402714-106402733	834.0	+	4	-0.8447	1.422	192	1001
chr1	106400000	106410000	106404248-106404267	856.0	-	4	-0.8447	1.422	192	1002
chr1	106400000	106410000	106404483-106404502	836.0	+	4	-0.8447	1.422	192	1003
chr1	106400000	106410000	106406146-106406165	861.0	+	4	-0.8447	1.422	192	1004
chr1	106400000	106410000	106402714-106402733,106404248-106404267,106404483-106404502,106406146-106406165			4	-0.8447	1.422	192	1005
chr1	106400000	106410000	106400000-106410000			4	-0.8447	1.422	192	1006
