out_folder	locus_specification	shuffle_parameter	mutation_method	ctcf_selection_threshold	map_score_threshold	GC_content
data	chr2,169492480,170803200	4	permute_motif	12	6500	0.4643119812011719
data	chr2,169492480,170803200	8	permute_whole_seq	5	5500	0.4643119812011719
data	chr2,169492480,170803200	8	permute_whole_seq	5	6000	0.4643119812011719
data	chr2,169492480,170803200	8	permute_whole_seq	5	6500	0.4643119812011719
data	chr2,169492480,170803200	8	permute_whole_seq	8	5500	0.4643119812011719
data	chr2,169492480,170803200	8	permute_whole_seq	8	6000	0.4643119812011719
data	chr2,169492480,170803200	8	permute_whole_seq	8	6500	0.4643119812011719
data	chr2,169492480,170803200	8	permute_whole_seq	12	5500	0.4643119812011719
data	chr2,169492480,170803200	8	permute_whole_seq	12	6000	0.4643119812011719
data	chr2,169492480,170803200	8	permute_whole_seq	12	6500	0.4643119812011719
data	chr2,169492480,170803200	8	mask_motif	5	5500	0.4643119812011719
data	chr2,169492480,170803200	8	mask_motif	5	6000	0.4643119812011719
data	chr2,169492480,170803200	8	mask_motif	5	6500	0.4643119812011719
data	chr2,169492480,170803200	8	mask_motif	8	5500	0.4643119812011719
data	chr2,169492480,170803200	8	mask_motif	8	6000	0.4643119812011719
data	chr2,169492480,170803200	8	mask_motif	8	6500	0.4643119812011719
data	chr2,169492480,170803200	8	mask_motif	12	5500	0.4643119812011719
data	chr2,169492480,170803200	8	mask_motif	12	6000	0.4643119812011719
data	chr2,169492480,170803200	8	mask_motif	12	6500	0.4643119812011719
data	chr2,169492480,170803200	8	random	5	5500	0.4643119812011719
data	chr2,169492480,170803200	8	random	5	6000	0.4643119812011719
data	chr2,169492480,170803200	8	random	5	6500	0.4643119812011719
data	chr2,169492480,170803200	8	random	8	5500	0.4643119812011719
data	chr2,169492480,170803200	8	random	8	6000	0.4643119812011719
data	chr2,169492480,170803200	8	random	8	6500	0.4643119812011719
data	chr2,169492480,170803200	8	random	12	5500	0.4643119812011719
data	chr2,169492480,170803200	8	random	12	6000	0.4643119812011719
data	chr2,169492480,170803200	8	random	12	6500	0.4643119812011719
data	chr2,169492480,170803200	8	permute_motif	5	5500	0.4643119812011719
data	chr2,169492480,170803200	8	permute_motif	5	6000	0.4643119812011719
data	chr2,169492480,170803200	8	permute_motif	5	6500	0.4643119812011719
data	chr2,169492480,170803200	8	permute_motif	8	5500	0.4643119812011719
data	chr2,169492480,170803200	8	permute_motif	8	6000	0.4643119812011719
data	chr2,169492480,170803200	8	permute_motif	8	6500	0.4643119812011719
data	chr2,169492480,170803200	8	permute_motif	12	5500	0.4643119812011719
data	chr2,169492480,170803200	8	permute_motif	12	6000	0.4643119812011719
data	chr2,169492480,170803200	8	permute_motif	12	6500	0.4643119812011719
data	chr1,132034560,133345280	2	permute_whole_seq	5	5500	0.4811981201171875
data	chr1,132034560,133345280	2	permute_whole_seq	5	6000	0.4811981201171875
data	chr1,132034560,133345280	2	permute_whole_seq	5	6500	0.4811981201171875
data	chr1,132034560,133345280	2	permute_whole_seq	8	5500	0.4811981201171875
data	chr1,132034560,133345280	2	permute_whole_seq	8	6000	0.4811981201171875
data	chr1,132034560,133345280	2	permute_whole_seq	8	6500	0.4811981201171875
data	chr1,132034560,133345280	2	permute_whole_seq	12	5500	0.4811981201171875
data	chr1,132034560,133345280	2	permute_whole_seq	12	6000	0.4811981201171875
data	chr1,132034560,133345280	2	permute_whole_seq	12	6500	0.4811981201171875
data	chr1,132034560,133345280	2	mask_motif	5	5500	0.4811981201171875
data	chr1,132034560,133345280	2	mask_motif	5	6000	0.4811981201171875
data	chr1,132034560,133345280	2	mask_motif	5	6500	0.4811981201171875
data	chr1,132034560,133345280	2	mask_motif	8	5500	0.4811981201171875
data	chr1,132034560,133345280	2	mask_motif	8	6000	0.4811981201171875
data	chr1,132034560,133345280	2	mask_motif	8	6500	0.4811981201171875
data	chr1,132034560,133345280	2	mask_motif	12	5500	0.4811981201171875
data	chr1,132034560,133345280	2	mask_motif	12	6000	0.4811981201171875
data	chr1,132034560,133345280	2	mask_motif	12	6500	0.4811981201171875
data	chr1,132034560,133345280	2	random	5	5500	0.4811981201171875
data	chr1,132034560,133345280	2	random	5	6000	0.4811981201171875
data	chr1,132034560,133345280	2	random	5	6500	0.4811981201171875
data	chr1,132034560,133345280	2	random	8	5500	0.4811981201171875
data	chr1,132034560,133345280	2	random	8	6000	0.4811981201171875
data	chr1,132034560,133345280	2	random	8	6500	0.4811981201171875
data	chr1,132034560,133345280	2	random	12	5500	0.4811981201171875
data	chr1,132034560,133345280	2	random	12	6000	0.4811981201171875
data	chr1,132034560,133345280	2	random	12	6500	0.4811981201171875
data	chr1,132034560,133345280	2	permute_motif	5	5500	0.4811981201171875
data	chr1,132034560,133345280	2	permute_motif	5	6000	0.4811981201171875
data	chr1,132034560,133345280	2	permute_motif	5	6500	0.4811981201171875
data	chr1,132034560,133345280	2	permute_motif	8	5500	0.4811981201171875
data	chr1,132034560,133345280	2	permute_motif	8	6000	0.4811981201171875
data	chr1,132034560,133345280	2	permute_motif	8	6500	0.4811981201171875
data	chr1,132034560,133345280	2	permute_motif	12	5500	0.4811981201171875
data	chr1,132034560,133345280	2	permute_motif	12	6000	0.4811981201171875
data	chr1,132034560,133345280	2	permute_motif	12	6500	0.4811981201171875
data	chr1,132034560,133345280	4	permute_whole_seq	5	5500	0.4811981201171875
data	chr1,132034560,133345280	4	permute_whole_seq	5	6000	0.4811981201171875
data	chr1,132034560,133345280	4	permute_whole_seq	5	6500	0.4811981201171875
data	chr1,132034560,133345280	4	permute_whole_seq	8	5500	0.4811981201171875
data	chr1,132034560,133345280	4	permute_whole_seq	8	6000	0.4811981201171875
data	chr1,132034560,133345280	4	permute_whole_seq	8	6500	0.4811981201171875
data	chr1,132034560,133345280	4	permute_whole_seq	12	5500	0.4811981201171875
data	chr1,132034560,133345280	4	permute_whole_seq	12	6000	0.4811981201171875
data	chr1,132034560,133345280	4	permute_whole_seq	12	6500	0.4811981201171875
data	chr1,132034560,133345280	4	mask_motif	5	5500	0.4811981201171875
data	chr1,132034560,133345280	4	mask_motif	5	6000	0.4811981201171875
data	chr1,132034560,133345280	4	mask_motif	5	6500	0.4811981201171875
data	chr1,132034560,133345280	4	mask_motif	8	5500	0.4811981201171875
data	chr1,132034560,133345280	4	mask_motif	8	6000	0.4811981201171875
data	chr1,132034560,133345280	4	mask_motif	8	6500	0.4811981201171875
data	chr1,132034560,133345280	4	mask_motif	12	5500	0.4811981201171875
data	chr1,132034560,133345280	4	mask_motif	12	6000	0.4811981201171875
data	chr1,132034560,133345280	4	mask_motif	12	6500	0.4811981201171875
data	chr1,132034560,133345280	4	random	5	5500	0.4811981201171875
data	chr1,132034560,133345280	4	random	5	6000	0.4811981201171875
data	chr1,132034560,133345280	4	random	5	6500	0.4811981201171875
data	chr1,132034560,133345280	4	random	8	5500	0.4811981201171875
data	chr1,132034560,133345280	4	random	8	6000	0.4811981201171875
data	chr1,132034560,133345280	4	random	8	6500	0.4811981201171875
data	chr1,132034560,133345280	4	random	12	5500	0.4811981201171875
data	chr1,132034560,133345280	4	random	12	6000	0.4811981201171875
data	chr1,132034560,133345280	4	random	12	6500	0.4811981201171875
data	chr1,132034560,133345280	4	permute_motif	5	5500	0.4811981201171875
data	chr1,132034560,133345280	4	permute_motif	5	6000	0.4811981201171875
data	chr1,132034560,133345280	4	permute_motif	5	6500	0.4811981201171875
data	chr1,132034560,133345280	4	permute_motif	8	5500	0.4811981201171875
data	chr1,132034560,133345280	4	permute_motif	8	6000	0.4811981201171875
data	chr1,132034560,133345280	4	permute_motif	8	6500	0.4811981201171875
data	chr1,132034560,133345280	4	permute_motif	12	5500	0.4811981201171875
data	chr1,132034560,133345280	4	permute_motif	12	6000	0.4811981201171875
data	chr1,132034560,133345280	4	permute_motif	12	6500	0.4811981201171875
data	chr1,132034560,133345280	8	permute_whole_seq	5	5500	0.4811981201171875
data	chr1,132034560,133345280	8	permute_whole_seq	5	6000	0.4811981201171875
data	chr1,132034560,133345280	8	permute_whole_seq	5	6500	0.4811981201171875
data	chr1,132034560,133345280	8	permute_whole_seq	8	5500	0.4811981201171875
data	chr1,132034560,133345280	8	permute_whole_seq	8	6000	0.4811981201171875
data	chr1,132034560,133345280	8	permute_whole_seq	8	6500	0.4811981201171875
data	chr1,132034560,133345280	8	permute_whole_seq	12	5500	0.4811981201171875
data	chr1,132034560,133345280	8	permute_whole_seq	12	6000	0.4811981201171875
data	chr1,132034560,133345280	8	permute_whole_seq	12	6500	0.4811981201171875
data	chr1,132034560,133345280	8	mask_motif	5	5500	0.4811981201171875
data	chr1,132034560,133345280	8	mask_motif	5	6000	0.4811981201171875
data	chr1,132034560,133345280	8	mask_motif	5	6500	0.4811981201171875
data	chr1,132034560,133345280	8	mask_motif	8	5500	0.4811981201171875
data	chr1,132034560,133345280	8	mask_motif	8	6000	0.4811981201171875
data	chr1,132034560,133345280	8	mask_motif	8	6500	0.4811981201171875
data	chr1,132034560,133345280	8	mask_motif	12	5500	0.4811981201171875
data	chr1,132034560,133345280	8	mask_motif	12	6000	0.4811981201171875
data	chr1,132034560,133345280	8	mask_motif	12	6500	0.4811981201171875
data	chr1,132034560,133345280	8	random	5	5500	0.4811981201171875
data	chr1,132034560,133345280	8	random	5	6000	0.4811981201171875
data	chr1,132034560,133345280	8	random	5	6500	0.4811981201171875
data	chr1,132034560,133345280	8	random	8	5500	0.4811981201171875
data	chr1,132034560,133345280	8	random	8	6000	0.4811981201171875
data	chr1,132034560,133345280	8	random	8	6500	0.4811981201171875
data	chr1,132034560,133345280	8	random	12	5500	0.4811981201171875
data	chr1,132034560,133345280	8	random	12	6000	0.4811981201171875
data	chr1,132034560,133345280	8	random	12	6500	0.4811981201171875
data	chr1,132034560,133345280	8	permute_motif	5	5500	0.4811981201171875
data	chr1,132034560,133345280	8	permute_motif	5	6000	0.4811981201171875
data	chr1,132034560,133345280	8	permute_motif	5	6500	0.4811981201171875
data	chr1,132034560,133345280	8	permute_motif	8	5500	0.4811981201171875
data	chr1,132034560,133345280	8	permute_motif	8	6000	0.4811981201171875
data	chr1,132034560,133345280	8	permute_motif	8	6500	0.4811981201171875
data	chr1,132034560,133345280	8	permute_motif	12	5500	0.4811981201171875
data	chr1,132034560,133345280	8	permute_motif	12	6000	0.4811981201171875
data	chr1,132034560,133345280	8	permute_motif	12	6500	0.4811981201171875
data	chr1,57167872,58478592	2	permute_whole_seq	5	5500	0.4273674011230469
data	chr1,57167872,58478592	2	permute_whole_seq	5	6000	0.4273674011230469
data	chr1,57167872,58478592	2	permute_whole_seq	5	6500	0.4273674011230469
data	chr1,57167872,58478592	2	permute_whole_seq	8	5500	0.4273674011230469
data	chr1,57167872,58478592	2	permute_whole_seq	8	6000	0.4273674011230469
data	chr1,57167872,58478592	2	permute_whole_seq	8	6500	0.4273674011230469
data	chr1,57167872,58478592	2	permute_whole_seq	12	5500	0.4273674011230469
data	chr1,57167872,58478592	2	permute_whole_seq	12	6000	0.4273674011230469
data	chr1,57167872,58478592	2	permute_whole_seq	12	6500	0.4273674011230469
data	chr1,57167872,58478592	2	mask_motif	5	5500	0.4273674011230469
data	chr1,57167872,58478592	2	mask_motif	5	6000	0.4273674011230469
data	chr1,57167872,58478592	2	mask_motif	5	6500	0.4273674011230469
data	chr1,57167872,58478592	2	mask_motif	8	5500	0.4273674011230469
data	chr1,57167872,58478592	2	mask_motif	8	6000	0.4273674011230469
data	chr1,57167872,58478592	2	mask_motif	8	6500	0.4273674011230469
data	chr1,57167872,58478592	2	mask_motif	12	5500	0.4273674011230469
data	chr1,57167872,58478592	2	mask_motif	12	6000	0.4273674011230469
data	chr1,57167872,58478592	2	mask_motif	12	6500	0.4273674011230469
data	chr1,57167872,58478592	2	random	5	5500	0.4273674011230469
data	chr1,57167872,58478592	2	random	5	6000	0.4273674011230469
data	chr1,57167872,58478592	2	random	5	6500	0.4273674011230469
data	chr1,57167872,58478592	2	random	8	5500	0.4273674011230469
data	chr1,57167872,58478592	2	random	8	6000	0.4273674011230469
data	chr1,57167872,58478592	2	random	8	6500	0.4273674011230469
data	chr1,57167872,58478592	2	random	12	5500	0.4273674011230469
data	chr1,57167872,58478592	2	random	12	6000	0.4273674011230469
data	chr1,57167872,58478592	2	random	12	6500	0.4273674011230469
data	chr1,57167872,58478592	2	permute_motif	5	5500	0.4273674011230469
data	chr1,57167872,58478592	2	permute_motif	5	6000	0.4273674011230469
data	chr1,57167872,58478592	2	permute_motif	5	6500	0.4273674011230469
data	chr1,57167872,58478592	2	permute_motif	8	5500	0.4273674011230469
data	chr1,57167872,58478592	2	permute_motif	8	6000	0.4273674011230469
data	chr1,57167872,58478592	2	permute_motif	8	6500	0.4273674011230469
data	chr1,57167872,58478592	2	permute_motif	12	5500	0.4273674011230469
data	chr1,57167872,58478592	2	permute_motif	12	6000	0.4273674011230469
data	chr1,57167872,58478592	2	permute_motif	12	6500	0.4273674011230469
data	chr1,57167872,58478592	4	permute_whole_seq	5	5500	0.4273674011230469
data	chr1,57167872,58478592	4	permute_whole_seq	5	6000	0.4273674011230469
data	chr1,57167872,58478592	4	permute_whole_seq	5	6500	0.4273674011230469
data	chr1,57167872,58478592	4	permute_whole_seq	8	5500	0.4273674011230469
data	chr1,57167872,58478592	4	permute_whole_seq	8	6000	0.4273674011230469
data	chr1,57167872,58478592	4	permute_whole_seq	8	6500	0.4273674011230469
data	chr1,57167872,58478592	4	permute_whole_seq	12	5500	0.4273674011230469
data	chr1,57167872,58478592	4	permute_whole_seq	12	6000	0.4273674011230469
data	chr1,57167872,58478592	4	permute_whole_seq	12	6500	0.4273674011230469
data	chr1,57167872,58478592	4	mask_motif	5	5500	0.4273674011230469
data	chr1,57167872,58478592	4	mask_motif	5	6000	0.4273674011230469
data	chr1,57167872,58478592	4	mask_motif	5	6500	0.4273674011230469
data	chr1,57167872,58478592	4	mask_motif	8	5500	0.4273674011230469
data	chr1,57167872,58478592	4	mask_motif	8	6000	0.4273674011230469
data	chr1,57167872,58478592	4	mask_motif	8	6500	0.4273674011230469
data	chr1,57167872,58478592	4	mask_motif	12	5500	0.4273674011230469
data	chr1,57167872,58478592	4	mask_motif	12	6000	0.4273674011230469
data	chr1,57167872,58478592	4	mask_motif	12	6500	0.4273674011230469
data	chr1,57167872,58478592	4	random	5	5500	0.4273674011230469
data	chr1,57167872,58478592	4	random	5	6000	0.4273674011230469
data	chr1,57167872,58478592	4	random	5	6500	0.4273674011230469
data	chr1,57167872,58478592	4	random	8	5500	0.4273674011230469
data	chr1,57167872,58478592	4	random	8	6000	0.4273674011230469
data	chr1,57167872,58478592	4	random	8	6500	0.4273674011230469
data	chr1,57167872,58478592	4	random	12	5500	0.4273674011230469
data	chr1,57167872,58478592	4	random	12	6000	0.4273674011230469
data	chr1,57167872,58478592	4	random	12	6500	0.4273674011230469
data	chr1,57167872,58478592	4	permute_motif	5	5500	0.4273674011230469
data	chr1,57167872,58478592	4	permute_motif	5	6000	0.4273674011230469
data	chr1,57167872,58478592	4	permute_motif	5	6500	0.4273674011230469
data	chr1,57167872,58478592	4	permute_motif	8	5500	0.4273674011230469
data	chr1,57167872,58478592	4	permute_motif	8	6000	0.4273674011230469
data	chr1,57167872,58478592	4	permute_motif	8	6500	0.4273674011230469
data	chr1,57167872,58478592	4	permute_motif	12	5500	0.4273674011230469
data	chr1,57167872,58478592	4	permute_motif	12	6000	0.4273674011230469
data	chr1,57167872,58478592	4	permute_motif	12	6500	0.4273674011230469
data	chr1,57167872,58478592	8	permute_whole_seq	5	5500	0.4273674011230469
data	chr1,57167872,58478592	8	permute_whole_seq	5	6000	0.4273674011230469
data	chr1,57167872,58478592	8	permute_whole_seq	5	6500	0.4273674011230469
data	chr1,57167872,58478592	8	permute_whole_seq	8	5500	0.4273674011230469
data	chr1,57167872,58478592	8	permute_whole_seq	8	6000	0.4273674011230469
data	chr1,57167872,58478592	8	permute_whole_seq	8	6500	0.4273674011230469
data	chr1,57167872,58478592	8	permute_whole_seq	12	5500	0.4273674011230469
data	chr1,57167872,58478592	8	permute_whole_seq	12	6000	0.4273674011230469
data	chr1,57167872,58478592	8	permute_whole_seq	12	6500	0.4273674011230469
data	chr1,57167872,58478592	8	mask_motif	5	5500	0.4273674011230469
data	chr1,57167872,58478592	8	mask_motif	5	6000	0.4273674011230469
data	chr1,57167872,58478592	8	mask_motif	5	6500	0.4273674011230469
data	chr1,57167872,58478592	8	mask_motif	8	5500	0.4273674011230469
data	chr1,57167872,58478592	8	mask_motif	8	6000	0.4273674011230469
data	chr1,57167872,58478592	8	mask_motif	8	6500	0.4273674011230469
data	chr1,57167872,58478592	8	mask_motif	12	5500	0.4273674011230469
data	chr1,57167872,58478592	8	mask_motif	12	6000	0.4273674011230469
data	chr1,57167872,58478592	8	mask_motif	12	6500	0.4273674011230469
data	chr1,57167872,58478592	8	random	5	5500	0.4273674011230469
data	chr1,57167872,58478592	8	random	5	6000	0.4273674011230469
data	chr1,57167872,58478592	8	random	5	6500	0.4273674011230469
data	chr1,57167872,58478592	8	random	8	5500	0.4273674011230469
data	chr1,57167872,58478592	8	random	8	6000	0.4273674011230469
data	chr1,57167872,58478592	8	random	8	6500	0.4273674011230469
data	chr1,57167872,58478592	8	random	12	5500	0.4273674011230469
data	chr1,57167872,58478592	8	random	12	6000	0.4273674011230469
data	chr1,57167872,58478592	8	random	12	6500	0.4273674011230469
data	chr1,57167872,58478592	8	permute_motif	5	5500	0.4273674011230469
data	chr1,57167872,58478592	8	permute_motif	5	6000	0.4273674011230469
data	chr1,57167872,58478592	8	permute_motif	5	6500	0.4273674011230469
data	chr1,57167872,58478592	8	permute_motif	8	5500	0.4273674011230469
data	chr1,57167872,58478592	8	permute_motif	8	6000	0.4273674011230469
data	chr1,57167872,58478592	8	permute_motif	8	6500	0.4273674011230469
data	chr1,57167872,58478592	8	permute_motif	12	5500	0.4273674011230469
data	chr1,57167872,58478592	8	permute_motif	12	6000	0.4273674011230469
data	chr1,57167872,58478592	8	permute_motif	12	6500	0.4273674011230469
data	chr2,120530944,121841664	2	permute_whole_seq	5	5500	0.4338386535644531
data	chr2,120530944,121841664	2	permute_whole_seq	5	6000	0.4338386535644531
data	chr2,120530944,121841664	2	permute_whole_seq	5	6500	0.4338386535644531
data	chr2,120530944,121841664	2	permute_whole_seq	8	5500	0.4338386535644531
data	chr2,120530944,121841664	2	permute_whole_seq	8	6000	0.4338386535644531
data	chr2,120530944,121841664	2	permute_whole_seq	8	6500	0.4338386535644531
data	chr2,120530944,121841664	2	permute_whole_seq	12	5500	0.4338386535644531
data	chr2,120530944,121841664	2	permute_whole_seq	12	6000	0.4338386535644531
data	chr2,120530944,121841664	2	permute_whole_seq	12	6500	0.4338386535644531
data	chr2,120530944,121841664	2	mask_motif	5	5500	0.4338386535644531
data	chr2,120530944,121841664	2	mask_motif	5	6000	0.4338386535644531
data	chr2,120530944,121841664	2	mask_motif	5	6500	0.4338386535644531
data	chr2,120530944,121841664	2	mask_motif	8	5500	0.4338386535644531
data	chr2,120530944,121841664	2	mask_motif	8	6000	0.4338386535644531
data	chr2,120530944,121841664	2	mask_motif	8	6500	0.4338386535644531
data	chr2,120530944,121841664	2	mask_motif	12	5500	0.4338386535644531
data	chr2,120530944,121841664	2	mask_motif	12	6000	0.4338386535644531
data	chr2,120530944,121841664	2	mask_motif	12	6500	0.4338386535644531
data	chr2,120530944,121841664	2	random	5	5500	0.4338386535644531
data	chr2,120530944,121841664	2	random	5	6000	0.4338386535644531
data	chr2,120530944,121841664	2	random	5	6500	0.4338386535644531
data	chr2,120530944,121841664	2	random	8	5500	0.4338386535644531
data	chr2,120530944,121841664	2	random	8	6000	0.4338386535644531
data	chr2,120530944,121841664	2	random	8	6500	0.4338386535644531
data	chr2,120530944,121841664	2	random	12	5500	0.4338386535644531
data	chr2,120530944,121841664	2	random	12	6000	0.4338386535644531
data	chr2,120530944,121841664	2	random	12	6500	0.4338386535644531
data	chr2,120530944,121841664	2	permute_motif	5	5500	0.4338386535644531
data	chr2,120530944,121841664	2	permute_motif	5	6000	0.4338386535644531
data	chr2,120530944,121841664	2	permute_motif	5	6500	0.4338386535644531
data	chr2,120530944,121841664	2	permute_motif	8	5500	0.4338386535644531
data	chr2,120530944,121841664	2	permute_motif	8	6000	0.4338386535644531
data	chr2,120530944,121841664	2	permute_motif	8	6500	0.4338386535644531
data	chr2,120530944,121841664	2	permute_motif	12	5500	0.4338386535644531
data	chr2,120530944,121841664	2	permute_motif	12	6000	0.4338386535644531
data	chr2,120530944,121841664	2	permute_motif	12	6500	0.4338386535644531
data	chr2,120530944,121841664	4	permute_whole_seq	5	5500	0.4338386535644531
data	chr2,120530944,121841664	4	permute_whole_seq	5	6000	0.4338386535644531
data	chr2,120530944,121841664	4	permute_whole_seq	5	6500	0.4338386535644531
data	chr2,120530944,121841664	4	permute_whole_seq	8	5500	0.4338386535644531
data	chr2,120530944,121841664	4	permute_whole_seq	8	6000	0.4338386535644531
data	chr2,120530944,121841664	4	permute_whole_seq	8	6500	0.4338386535644531
data	chr2,120530944,121841664	4	permute_whole_seq	12	5500	0.4338386535644531
data	chr2,120530944,121841664	4	permute_whole_seq	12	6000	0.4338386535644531
data	chr2,120530944,121841664	4	permute_whole_seq	12	6500	0.4338386535644531
data	chr2,120530944,121841664	4	mask_motif	5	5500	0.4338386535644531
data	chr2,120530944,121841664	4	mask_motif	5	6000	0.4338386535644531
data	chr2,120530944,121841664	4	mask_motif	5	6500	0.4338386535644531
data	chr2,120530944,121841664	4	mask_motif	8	5500	0.4338386535644531
data	chr2,120530944,121841664	4	mask_motif	8	6000	0.4338386535644531
data	chr2,120530944,121841664	4	mask_motif	8	6500	0.4338386535644531
data	chr2,120530944,121841664	4	mask_motif	12	5500	0.4338386535644531
data	chr2,120530944,121841664	4	mask_motif	12	6000	0.4338386535644531
data	chr2,120530944,121841664	4	mask_motif	12	6500	0.4338386535644531
data	chr2,120530944,121841664	4	random	5	5500	0.4338386535644531
data	chr2,120530944,121841664	4	random	5	6000	0.4338386535644531
data	chr2,120530944,121841664	4	random	5	6500	0.4338386535644531
data	chr2,120530944,121841664	4	random	8	5500	0.4338386535644531
data	chr2,120530944,121841664	4	random	8	6000	0.4338386535644531
data	chr2,120530944,121841664	4	random	8	6500	0.4338386535644531
data	chr2,120530944,121841664	4	random	12	5500	0.4338386535644531
data	chr2,120530944,121841664	4	random	12	6000	0.4338386535644531
data	chr2,120530944,121841664	4	random	12	6500	0.4338386535644531
data	chr2,120530944,121841664	4	permute_motif	5	5500	0.4338386535644531
data	chr2,120530944,121841664	4	permute_motif	5	6000	0.4338386535644531
data	chr2,120530944,121841664	4	permute_motif	5	6500	0.4338386535644531
data	chr2,120530944,121841664	4	permute_motif	8	5500	0.4338386535644531
data	chr2,120530944,121841664	4	permute_motif	8	6000	0.4338386535644531
data	chr2,120530944,121841664	4	permute_motif	8	6500	0.4338386535644531
data	chr2,120530944,121841664	4	permute_motif	12	5500	0.4338386535644531
data	chr2,120530944,121841664	4	permute_motif	12	6000	0.4338386535644531
data	chr2,120530944,121841664	4	permute_motif	12	6500	0.4338386535644531
data	chr2,120530944,121841664	8	permute_whole_seq	5	5500	0.4338386535644531
data	chr2,120530944,121841664	8	permute_whole_seq	5	6000	0.4338386535644531
data	chr2,120530944,121841664	8	permute_whole_seq	5	6500	0.4338386535644531
data	chr2,120530944,121841664	8	permute_whole_seq	8	5500	0.4338386535644531
data	chr2,120530944,121841664	8	permute_whole_seq	8	6000	0.4338386535644531
data	chr2,120530944,121841664	8	permute_whole_seq	8	6500	0.4338386535644531
data	chr2,120530944,121841664	8	permute_whole_seq	12	5500	0.4338386535644531
data	chr2,120530944,121841664	8	permute_whole_seq	12	6000	0.4338386535644531
data	chr2,120530944,121841664	8	permute_whole_seq	12	6500	0.4338386535644531
data	chr2,120530944,121841664	8	mask_motif	5	5500	0.4338386535644531
data	chr2,120530944,121841664	8	mask_motif	5	6000	0.4338386535644531
data	chr2,120530944,121841664	8	mask_motif	5	6500	0.4338386535644531
data	chr2,120530944,121841664	8	mask_motif	8	5500	0.4338386535644531
data	chr2,120530944,121841664	8	mask_motif	8	6000	0.4338386535644531
data	chr2,120530944,121841664	8	mask_motif	8	6500	0.4338386535644531
data	chr2,120530944,121841664	8	mask_motif	12	5500	0.4338386535644531
data	chr2,120530944,121841664	8	mask_motif	12	6000	0.4338386535644531
data	chr2,120530944,121841664	8	mask_motif	12	6500	0.4338386535644531
data	chr2,120530944,121841664	8	random	5	5500	0.4338386535644531
data	chr2,120530944,121841664	8	random	5	6000	0.4338386535644531
data	chr2,120530944,121841664	8	random	5	6500	0.4338386535644531
data	chr2,120530944,121841664	8	random	8	5500	0.4338386535644531
data	chr2,120530944,121841664	8	random	8	6000	0.4338386535644531
data	chr2,120530944,121841664	8	random	8	6500	0.4338386535644531
data	chr2,120530944,121841664	8	random	12	5500	0.4338386535644531
data	chr2,120530944,121841664	8	random	12	6000	0.4338386535644531
data	chr2,120530944,121841664	8	random	12	6500	0.4338386535644531
data	chr2,120530944,121841664	8	permute_motif	5	5500	0.4338386535644531
data	chr2,120530944,121841664	8	permute_motif	5	6000	0.4338386535644531
data	chr2,120530944,121841664	8	permute_motif	5	6500	0.4338386535644531
data	chr2,120530944,121841664	8	permute_motif	8	5500	0.4338386535644531
data	chr2,120530944,121841664	8	permute_motif	8	6000	0.4338386535644531
data	chr2,120530944,121841664	8	permute_motif	8	6500	0.4338386535644531
data	chr2,120530944,121841664	8	permute_motif	12	5500	0.4338386535644531
data	chr2,120530944,121841664	8	permute_motif	12	6000	0.4338386535644531
data	chr2,120530944,121841664	8	permute_motif	12	6500	0.4338386535644531
data	chr1,147507200,148817920	2	permute_whole_seq	5	5500	0.3648353576660156
data	chr1,147507200,148817920	2	permute_whole_seq	5	6000	0.3648353576660156
data	chr1,147507200,148817920	2	permute_whole_seq	5	6500	0.3648353576660156
data	chr1,147507200,148817920	2	permute_whole_seq	8	5500	0.3648353576660156
data	chr1,147507200,148817920	2	permute_whole_seq	8	6000	0.3648353576660156
data	chr1,147507200,148817920	2	permute_whole_seq	8	6500	0.3648353576660156
data	chr1,147507200,148817920	2	permute_whole_seq	12	5500	0.3648353576660156
data	chr1,147507200,148817920	2	permute_whole_seq	12	6000	0.3648353576660156
data	chr1,147507200,148817920	2	permute_whole_seq	12	6500	0.3648353576660156
data	chr1,147507200,148817920	2	mask_motif	5	5500	0.3648353576660156
data	chr1,147507200,148817920	2	mask_motif	5	6000	0.3648353576660156
data	chr1,147507200,148817920	2	mask_motif	5	6500	0.3648353576660156
data	chr1,147507200,148817920	2	mask_motif	8	5500	0.3648353576660156
data	chr1,147507200,148817920	2	mask_motif	8	6000	0.3648353576660156
data	chr1,147507200,148817920	2	mask_motif	8	6500	0.3648353576660156
data	chr1,147507200,148817920	2	mask_motif	12	5500	0.3648353576660156
data	chr1,147507200,148817920	2	mask_motif	12	6000	0.3648353576660156
data	chr1,147507200,148817920	2	mask_motif	12	6500	0.3648353576660156
data	chr1,147507200,148817920	2	random	5	5500	0.3648353576660156
data	chr1,147507200,148817920	2	random	5	6000	0.3648353576660156
data	chr1,147507200,148817920	2	random	5	6500	0.3648353576660156
data	chr1,147507200,148817920	2	random	8	5500	0.3648353576660156
data	chr1,147507200,148817920	2	random	8	6000	0.3648353576660156
data	chr1,147507200,148817920	2	random	8	6500	0.3648353576660156
data	chr1,147507200,148817920	2	random	12	5500	0.3648353576660156
data	chr1,147507200,148817920	2	random	12	6000	0.3648353576660156
data	chr1,147507200,148817920	2	random	12	6500	0.3648353576660156
data	chr1,147507200,148817920	2	permute_motif	5	5500	0.3648353576660156
data	chr1,147507200,148817920	2	permute_motif	5	6000	0.3648353576660156
