out_folder	ctcf_locus_specification	gene_locus_specification	ctcf_flank_bp	gene_flank_bp	background_seqs	spacer_bp	locus_orientation	ctcf_strand	ctcf_genomic_score	gene_strand	gene_id	insert_strand	insert_loci	insert_flank_bp
data	chr10,73103875,73103894	chr2,3502758,3512758	45	100	2	20	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	45$100
data	chr10,73103875,73103894	chr2,3502758,3512758	45	100	2	20	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	45$100
data	chr10,73103875,73103894	chr2,3502758,3512758	45	100	2	20	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	45$100
data	chr10,73103875,73103894	chr2,3502758,3512758	45	100	2	30	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	45$100
data	chr10,73103875,73103894	chr2,3502758,3512758	45	100	2	30	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	45$100
data	chr10,73103875,73103894	chr2,3502758,3512758	45	100	2	30	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	45$100
data	chr10,73103875,73103894	chr2,3502758,3512758	45	100	2	30	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	45$100
data	chr10,73103875,73103894	chr2,3502758,3512758	45	200	2	0	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	45$200
data	chr10,73103875,73103894	chr2,3502758,3512758	45	200	2	0	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	45$200
data	chr10,73103875,73103894	chr2,3502758,3512758	45	200	2	0	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	45$200
data	chr10,73103875,73103894	chr2,3502758,3512758	45	200	2	0	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	45$200
data	chr10,73103875,73103894	chr2,3502758,3512758	45	200	2	10	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	45$200
data	chr10,73103875,73103894	chr2,3502758,3512758	45	200	2	10	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	45$200
data	chr10,73103875,73103894	chr2,3502758,3512758	45	200	2	10	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	45$200
data	chr10,73103875,73103894	chr2,3502758,3512758	45	200	2	10	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	45$200
data	chr10,73103875,73103894	chr2,3502758,3512758	45	200	2	20	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	45$200
data	chr10,73103875,73103894	chr2,3502758,3512758	45	200	2	20	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	45$200
data	chr10,73103875,73103894	chr2,3502758,3512758	45	200	2	20	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	45$200
data	chr10,73103875,73103894	chr2,3502758,3512758	45	200	2	20	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	45$200
data	chr10,73103875,73103894	chr2,3502758,3512758	45	200	2	30	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	45$200
data	chr10,73103875,73103894	chr2,3502758,3512758	45	200	2	30	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	45$200
data	chr10,73103875,73103894	chr2,3502758,3512758	45	200	2	30	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	45$200
data	chr10,73103875,73103894	chr2,3502758,3512758	45	200	2	30	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	45$200
data	chr10,73103875,73103894	chr2,3502758,3512758	50	0	2	0	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$0
data	chr10,73103875,73103894	chr2,3502758,3512758	50	0	2	0	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$0
data	chr10,73103875,73103894	chr2,3502758,3512758	50	0	2	0	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$0
data	chr10,73103875,73103894	chr2,3502758,3512758	50	0	2	0	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$0
data	chr10,73103875,73103894	chr2,3502758,3512758	50	0	2	10	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$0
data	chr10,73103875,73103894	chr2,3502758,3512758	50	0	2	10	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$0
data	chr10,73103875,73103894	chr2,3502758,3512758	50	0	2	10	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$0
data	chr10,73103875,73103894	chr2,3502758,3512758	50	0	2	10	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$0
data	chr10,73103875,73103894	chr2,3502758,3512758	50	0	2	20	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$0
data	chr10,73103875,73103894	chr2,3502758,3512758	50	0	2	20	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$0
data	chr10,73103875,73103894	chr2,3502758,3512758	50	0	2	20	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$0
data	chr10,73103875,73103894	chr2,3502758,3512758	50	0	2	20	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$0
data	chr10,73103875,73103894	chr2,3502758,3512758	50	0	2	30	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$0
data	chr10,73103875,73103894	chr2,3502758,3512758	50	0	2	30	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$0
data	chr10,73103875,73103894	chr2,3502758,3512758	50	0	2	30	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$0
data	chr10,73103875,73103894	chr2,3502758,3512758	50	0	2	30	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$0
data	chr10,73103875,73103894	chr2,3502758,3512758	50	100	2	0	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$100
data	chr10,73103875,73103894	chr2,3502758,3512758	50	100	2	0	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$100
data	chr10,73103875,73103894	chr2,3502758,3512758	50	100	2	0	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$100
data	chr10,73103875,73103894	chr2,3502758,3512758	50	100	2	0	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$100
data	chr10,73103875,73103894	chr2,3502758,3512758	50	100	2	10	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$100
data	chr10,73103875,73103894	chr2,3502758,3512758	50	100	2	10	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$100
data	chr10,73103875,73103894	chr2,3502758,3512758	50	100	2	10	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$100
data	chr10,73103875,73103894	chr2,3502758,3512758	50	100	2	10	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$100
data	chr10,73103875,73103894	chr2,3502758,3512758	50	100	2	20	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$100
data	chr10,73103875,73103894	chr2,3502758,3512758	50	100	2	20	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$100
data	chr10,73103875,73103894	chr2,3502758,3512758	50	100	2	20	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$100
data	chr10,73103875,73103894	chr2,3502758,3512758	50	100	2	20	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$100
data	chr10,73103875,73103894	chr2,3502758,3512758	50	100	2	30	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$100
data	chr10,73103875,73103894	chr2,3502758,3512758	50	100	2	30	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$100
data	chr10,73103875,73103894	chr2,3502758,3512758	50	100	2	30	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$100
data	chr10,73103875,73103894	chr2,3502758,3512758	50	100	2	30	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$100
data	chr10,73103875,73103894	chr2,3502758,3512758	50	200	2	0	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$200
data	chr10,73103875,73103894	chr2,3502758,3512758	50	200	2	0	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$200
data	chr10,73103875,73103894	chr2,3502758,3512758	50	200	2	0	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$200
data	chr10,73103875,73103894	chr2,3502758,3512758	50	200	2	0	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$200
data	chr10,73103875,73103894	chr2,3502758,3512758	50	200	2	10	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$200
data	chr10,73103875,73103894	chr2,3502758,3512758	50	200	2	10	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$200
data	chr10,73103875,73103894	chr2,3502758,3512758	50	200	2	10	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$200
data	chr10,73103875,73103894	chr2,3502758,3512758	50	200	2	10	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$200
data	chr10,73103875,73103894	chr2,3502758,3512758	50	200	2	20	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$200
data	chr10,73103875,73103894	chr2,3502758,3512758	50	200	2	20	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$200
data	chr10,73103875,73103894	chr2,3502758,3512758	50	200	2	20	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$200
data	chr10,73103875,73103894	chr2,3502758,3512758	50	200	2	20	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$200
data	chr10,73103875,73103894	chr2,3502758,3512758	50	200	2	30	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$200
data	chr10,73103875,73103894	chr2,3502758,3512758	50	200	2	30	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$200
data	chr10,73103875,73103894	chr2,3502758,3512758	50	200	2	30	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$200
data	chr10,73103875,73103894	chr2,3502758,3512758	50	200	2	30	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	50$200
data	chr10,73103875,73103894	chr2,3502758,3512758	55	0	2	0	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$0
data	chr10,73103875,73103894	chr2,3502758,3512758	55	0	2	0	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$0
data	chr10,73103875,73103894	chr2,3502758,3512758	55	0	2	0	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$0
data	chr10,73103875,73103894	chr2,3502758,3512758	55	0	2	0	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$0
data	chr10,73103875,73103894	chr2,3502758,3512758	55	0	2	10	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$0
data	chr10,73103875,73103894	chr2,3502758,3512758	55	0	2	10	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$0
data	chr10,73103875,73103894	chr2,3502758,3512758	55	0	2	10	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$0
data	chr10,73103875,73103894	chr2,3502758,3512758	55	0	2	10	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$0
data	chr10,73103875,73103894	chr2,3502758,3512758	55	0	2	20	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$0
data	chr10,73103875,73103894	chr2,3502758,3512758	55	0	2	20	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$0
data	chr10,73103875,73103894	chr2,3502758,3512758	55	0	2	20	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$0
data	chr10,73103875,73103894	chr2,3502758,3512758	55	0	2	20	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$0
data	chr10,73103875,73103894	chr2,3502758,3512758	55	0	2	30	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$0
data	chr10,73103875,73103894	chr2,3502758,3512758	55	0	2	30	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$0
data	chr10,73103875,73103894	chr2,3502758,3512758	55	0	2	30	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$0
data	chr10,73103875,73103894	chr2,3502758,3512758	55	0	2	30	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$0
data	chr10,73103875,73103894	chr2,3502758,3512758	55	100	2	0	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$100
data	chr10,73103875,73103894	chr2,3502758,3512758	55	100	2	0	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$100
data	chr10,73103875,73103894	chr2,3502758,3512758	55	100	2	0	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$100
data	chr10,73103875,73103894	chr2,3502758,3512758	55	100	2	0	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$100
data	chr10,73103875,73103894	chr2,3502758,3512758	55	100	2	10	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$100
data	chr10,73103875,73103894	chr2,3502758,3512758	55	100	2	10	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$100
data	chr10,73103875,73103894	chr2,3502758,3512758	55	100	2	10	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$100
data	chr10,73103875,73103894	chr2,3502758,3512758	55	100	2	10	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$100
data	chr10,73103875,73103894	chr2,3502758,3512758	55	100	2	20	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$100
data	chr10,73103875,73103894	chr2,3502758,3512758	55	100	2	20	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$100
data	chr10,73103875,73103894	chr2,3502758,3512758	55	100	2	20	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$100
data	chr10,73103875,73103894	chr2,3502758,3512758	55	100	2	20	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$100
data	chr10,73103875,73103894	chr2,3502758,3512758	55	100	2	30	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$100
data	chr10,73103875,73103894	chr2,3502758,3512758	55	100	2	30	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$100
data	chr10,73103875,73103894	chr2,3502758,3512758	55	100	2	30	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$100
data	chr10,73103875,73103894	chr2,3502758,3512758	55	100	2	30	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$100
data	chr10,73103875,73103894	chr2,3502758,3512758	55	200	2	0	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$200
data	chr10,73103875,73103894	chr2,3502758,3512758	55	200	2	0	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$200
data	chr10,73103875,73103894	chr2,3502758,3512758	55	200	2	0	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$200
data	chr10,73103875,73103894	chr2,3502758,3512758	55	200	2	0	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$200
data	chr10,73103875,73103894	chr2,3502758,3512758	55	200	2	10	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$200
data	chr10,73103875,73103894	chr2,3502758,3512758	55	200	2	10	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$200
data	chr10,73103875,73103894	chr2,3502758,3512758	55	200	2	10	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$200
data	chr10,73103875,73103894	chr2,3502758,3512758	55	200	2	10	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$200
data	chr10,73103875,73103894	chr2,3502758,3512758	55	200	2	20	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$200
data	chr10,73103875,73103894	chr2,3502758,3512758	55	200	2	20	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$200
data	chr10,73103875,73103894	chr2,3502758,3512758	55	200	2	20	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$200
data	chr10,73103875,73103894	chr2,3502758,3512758	55	200	2	20	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$200
data	chr10,73103875,73103894	chr2,3502758,3512758	55	200	2	30	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$200
data	chr10,73103875,73103894	chr2,3502758,3512758	55	200	2	30	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$200
data	chr10,73103875,73103894	chr2,3502758,3512758	55	200	2	30	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$200
data	chr10,73103875,73103894	chr2,3502758,3512758	55	200	2	30	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	55$200
data	chr10,73103875,73103894	chr2,3502758,3512758	60	0	2	0	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$0
data	chr10,73103875,73103894	chr2,3502758,3512758	60	0	2	0	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$0
data	chr10,73103875,73103894	chr2,3502758,3512758	60	0	2	0	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$0
data	chr10,73103875,73103894	chr2,3502758,3512758	60	0	2	0	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$0
data	chr10,73103875,73103894	chr2,3502758,3512758	60	0	2	10	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$0
data	chr10,73103875,73103894	chr2,3502758,3512758	60	0	2	10	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$0
data	chr10,73103875,73103894	chr2,3502758,3512758	60	0	2	10	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$0
data	chr10,73103875,73103894	chr2,3502758,3512758	60	0	2	10	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$0
data	chr10,73103875,73103894	chr2,3502758,3512758	60	0	2	20	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$0
data	chr10,73103875,73103894	chr2,3502758,3512758	60	0	2	20	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$0
data	chr10,73103875,73103894	chr2,3502758,3512758	60	0	2	20	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$0
data	chr10,73103875,73103894	chr2,3502758,3512758	60	0	2	20	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$0
data	chr10,73103875,73103894	chr2,3502758,3512758	60	0	2	30	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$0
data	chr10,73103875,73103894	chr2,3502758,3512758	60	0	2	30	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$0
data	chr10,73103875,73103894	chr2,3502758,3512758	60	0	2	30	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$0
data	chr10,73103875,73103894	chr2,3502758,3512758	60	0	2	30	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$0
data	chr10,73103875,73103894	chr2,3502758,3512758	60	100	2	0	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$100
data	chr10,73103875,73103894	chr2,3502758,3512758	60	100	2	0	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$100
data	chr10,73103875,73103894	chr2,3502758,3512758	60	100	2	0	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$100
data	chr10,73103875,73103894	chr2,3502758,3512758	60	100	2	0	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$100
data	chr10,73103875,73103894	chr2,3502758,3512758	60	100	2	10	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$100
data	chr10,73103875,73103894	chr2,3502758,3512758	60	100	2	10	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$100
data	chr10,73103875,73103894	chr2,3502758,3512758	60	100	2	10	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$100
data	chr10,73103875,73103894	chr2,3502758,3512758	60	100	2	10	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$100
data	chr10,73103875,73103894	chr2,3502758,3512758	60	100	2	20	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$100
data	chr10,73103875,73103894	chr2,3502758,3512758	60	100	2	20	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$100
data	chr10,73103875,73103894	chr2,3502758,3512758	60	100	2	20	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$100
data	chr10,73103875,73103894	chr2,3502758,3512758	60	100	2	20	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$100
data	chr10,73103875,73103894	chr2,3502758,3512758	60	100	2	30	>>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$100
data	chr10,73103875,73103894	chr2,3502758,3512758	60	100	2	30	<<	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$100
data	chr10,73103875,73103894	chr2,3502758,3512758	60	100	2	30	<>	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$100
data	chr10,73103875,73103894	chr2,3502758,3512758	60	100	2	30	><	-	11.96875	-	ENSMUSG00000051396.15	-$-	chr10,73103875,73103894$chr2,3502758,3512758	60$100
