background_seqs	enhancer_offset	ctcf_offset_2	ctcf_offset_1	enhancer_flank_bp	ctcf_flank_bp_2	ctcf_flank_bp_1	enhancer_locus_specification	ctcf_locus_specification_2	ctcf_locus_specification_1	locus_orientation	gene_locus_specification	gene_flank_bp	gene_offset	gene_symbol	promoter_num_of_motifs	insert_loci	insert_flank_bp	insert_offsets
0				0	0	0				>	chr3,88687157,88707157,+	0	50000	ENSMUSG00000084433.1	11	None$None$chr3,88687157,88707157,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,88696837,88716837,+	0	50000	ENSMUSG00000028057.14	12	None$None$chr3,88696837,88716837,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,88752052,88772052,-	0	50000	ENSMUSG00000068923.14	20	None$None$chr3,88752052,88772052,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,88755215,88775215,+	0	50000	ENSMUSG00000078684.8	18	None$None$chr3,88755215,88775215,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,88832548,88852548,-	0	50000	ENSMUSG00000098912.7	9	None$None$chr3,88832548,88852548,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,88815230,88835230,+	0	50000	ENSMUSG00000054199.17	16	None$None$chr3,88815230,88835230,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,88913932,88933932,-	0	50000	ENSMUSG00000068922.14	13	None$None$chr3,88913932,88933932,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,88886509,88906509,+	0	50000	ENSMUSG00000065236.1	8	None$None$chr3,88886509,88906509,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,88950415,88970415,-	0	50000	ENSMUSG00000068921.14	8	None$None$chr3,88950415,88970415,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,88930621,88950621,+	0	50000	ENSMUSG00000028053.13	16	None$None$chr3,88930621,88950621,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89090046,89110046,-	0	50000	ENSMUSG00000041263.14	14	None$None$chr3,89090046,89110046,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89101889,89121889,-	0	50000	ENSMUSG00000059743.12	13	None$None$chr3,89101889,89121889,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89098014,89118014,-	0	50000	ENSMUSG00000077148.1	17	None$None$chr3,89098014,89118014,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89116141,89136141,+	0	50000	ENSMUSG00000041237.12	16	None$None$chr3,89116141,89136141,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89160197,89180197,-	0	50000	ENSMUSG00000028051.10	12	None$None$chr3,89160197,89180197,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89144794,89164794,+	0	50000	ENSMUSG00000068917.12	22	None$None$chr3,89144794,89164794,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89157472,89177472,+	0	50000	ENSMUSG00000028049.15	13	None$None$chr3,89157472,89177472,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89163142,89183142,+	0	50000	ENSMUSG00000032657.15	8	None$None$chr3,89163142,89183142,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89182927,89202927,+	0	50000	ENSMUSG00000028048.11	11	None$None$chr3,89182927,89202927,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89214431,89234431,-	0	50000	ENSMUSG00000064068.14	13	None$None$chr3,89214431,89234431,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89190424,89210424,+	0	50000	ENSMUSG00000105692.1	13	None$None$chr3,89190424,89210424,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89195179,89215179,+	0	50000	ENSMUSG00000028047.11	13	None$None$chr3,89195179,89215179,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89209056,89229056,+	0	50000	ENSMUSG00000042784.9	13	None$None$chr3,89209056,89229056,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89245014,89265014,-	0	50000	ENSMUSG00000042766.17	16	None$None$chr3,89245014,89265014,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89225965,89245965,+	0	50000	ENSMUSG00000042747.12	16	None$None$chr3,89225965,89245965,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89239357,89259357,+	0	50000	ENSMUSG00000042737.9	18	None$None$chr3,89239357,89259357,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89270480,89290480,-	0	50000	ENSMUSG00000027953.13	13	None$None$chr3,89270480,89290480,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89279646,89299646,-	0	50000	ENSMUSG00000027954.9	11	None$None$chr3,89279646,89299646,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89322966,89342966,-	0	50000	ENSMUSG00000028039.11	14	None$None$chr3,89322966,89342966,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89295438,89315438,+	0	50000	ENSMUSG00000086389.1	9	None$None$chr3,89295438,89315438,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89338029,89358029,-	0	50000	ENSMUSG00000028040.7	16	None$None$chr3,89338029,89358029,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89317849,89337849,+	0	50000	ENSMUSG00000097004.1	9	None$None$chr3,89317849,89337849,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89349983,89369983,-	0	50000	ENSMUSG00000028041.17	12	None$None$chr3,89349983,89369983,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89365254,89385254,-	0	50000	ENSMUSG00000042672.15	14	None$None$chr3,89365254,89385254,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89341974,89361974,+	0	50000	ENSMUSG00000109293.1	12	None$None$chr3,89341974,89361974,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89387190,89407190,-	0	50000	ENSMUSG00000028042.15	19	None$None$chr3,89387190,89407190,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89371849,89391849,+	0	50000	ENSMUSG00000074466.12	16	None$None$chr3,89371849,89391849,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89411871,89431871,-	0	50000	ENSMUSG00000042642.13	5	None$None$chr3,89411871,89431871,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89418384,89438384,-	0	50000	ENSMUSG00000028044.6	9	None$None$chr3,89418384,89438384,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89398442,89418442,+	0	50000	ENSMUSG00000042626.13	13	None$None$chr3,89398442,89418442,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89410213,89430213,+	0	50000	ENSMUSG00000047824.13	5	None$None$chr3,89410213,89430213,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89416705,89436705,+	0	50000	ENSMUSG00000042613.9	8	None$None$chr3,89416705,89436705,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89434540,89454540,+	0	50000	ENSMUSG00000027952.16	12	None$None$chr3,89434540,89454540,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89500163,89520163,+	0	50000	ENSMUSG00000000794.9	14	None$None$chr3,89500163,89520163,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89695021,89715021,+	0	50000	ENSMUSG00000027951.16	13	None$None$chr3,89695021,89715021,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89764609,89784609,-	0	50000	ENSMUSG00000027950.7	7	None$None$chr3,89764609,89784609,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89773241,89793241,-	0	50000	ENSMUSG00000042579.2	14	None$None$chr3,89773241,89793241,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89753615,89773615,+	0	50000	ENSMUSG00000042572.12	5	None$None$chr3,89753615,89773615,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89811369,89831369,+	0	50000	ENSMUSG00000046280.9	13	None$None$chr3,89811369,89831369,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89913197,89933197,-	0	50000	ENSMUSG00000027947.11	10	None$None$chr3,89913197,89933197,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89960630,89980630,-	0	50000	ENSMUSG00000060671.12	12	None$None$chr3,89960630,89980630,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89998698,90018698,-	0	50000	ENSMUSG00000027944.13	9	None$None$chr3,89998698,90018698,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,89978759,89998759,+	0	50000	ENSMUSG00000105552.1	15	None$None$chr3,89978759,89998759,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90052456,90072456,-	0	50000	ENSMUSG00000042520.16	9	None$None$chr3,90052456,90072456,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90031635,90051635,+	0	50000	ENSMUSG00000027942.17	5	None$None$chr3,90031635,90051635,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90032903,90052903,+	0	50000	ENSMUSG00000118504.1	5	None$None$chr3,90032903,90052903,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90042795,90062795,+	0	50000	ENSMUSG00000118506.1	6	None$None$chr3,90042795,90062795,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90052648,90072648,+	0	50000	ENSMUSG00000027940.18	9	None$None$chr3,90052648,90072648,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90084131,90104131,+	0	50000	ENSMUSG00000027939.11	9	None$None$chr3,90084131,90104131,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90106766,90126766,+	0	50000	ENSMUSG00000104649.1	14	None$None$chr3,90106766,90126766,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90213302,90233302,-	0	50000	ENSMUSG00000090733.6	12	None$None$chr3,90213302,90233302,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90193694,90213694,+	0	50000	ENSMUSG00000027935.14	13	None$None$chr3,90193694,90213694,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90211596,90231596,+	0	50000	ENSMUSG00000027937.15	11	None$None$chr3,90211596,90231596,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90243513,90263513,-	0	50000	ENSMUSG00000027938.11	7	None$None$chr3,90243513,90263513,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90228171,90248171,+	0	50000	ENSMUSG00000052310.9	8	None$None$chr3,90228171,90248171,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90234162,90254162,+	0	50000	ENSMUSG00000027936.18	6	None$None$chr3,90234162,90254162,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90245184,90265184,+	0	50000	ENSMUSG00000042404.16	9	None$None$chr3,90245184,90265184,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90273177,90293177,+	0	50000	ENSMUSG00000042390.9	15	None$None$chr3,90273177,90293177,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90291517,90311517,+	0	50000	ENSMUSG00000108394.1	20	None$None$chr3,90291517,90311517,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90389928,90409928,-	0	50000	ENSMUSG00000027932.14	7	None$None$chr3,90389928,90409928,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90433304,90453304,-	0	50000	ENSMUSG00000027933.11	7	None$None$chr3,90433304,90453304,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90465867,90485867,-	0	50000	ENSMUSG00000027931.12	11	None$None$chr3,90465867,90485867,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90431582,90451582,+	0	50000	ENSMUSG00000087411.1	8	None$None$chr3,90431582,90451582,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90456125,90476125,+	0	50000	ENSMUSG00000001016.12	11	None$None$chr3,90456125,90476125,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90490429,90510429,-	0	50000	ENSMUSG00000001018.15	12	None$None$chr3,90490429,90510429,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90509451,90529451,-	0	50000	ENSMUSG00000001017.15	12	None$None$chr3,90509451,90529451,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90514393,90534393,-	0	50000	ENSMUSG00000044080.9	12	None$None$chr3,90514393,90534393,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90494434,90514434,+	0	50000	ENSMUSG00000042312.9	11	None$None$chr3,90494434,90514434,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90506855,90526855,+	0	50000	ENSMUSG00000042306.11	10	None$None$chr3,90506855,90526855,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90517253,90537253,+	0	50000	ENSMUSG00000074457.10	10	None$None$chr3,90517253,90537253,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90592881,90612881,+	0	50000	ENSMUSG00000001025.8	8	None$None$chr3,90592881,90612881,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,90738731,90758731,+	0	50000	ENSMUSG00000105892.1	3	None$None$chr3,90738731,90758731,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,91090804,91110804,-	0	50000	ENSMUSG00000091175.2	1	None$None$chr3,91090804,91110804,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,92004566,92024566,+	0	50000	ENSMUSG00000082826.1	7	None$None$chr3,92004566,92024566,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,92083143,92103143,-	0	50000	ENSMUSG00000043165.7	3	None$None$chr3,92083143,92103143,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,92263475,92283475,-	0	50000	ENSMUSG00000104028.1	9	None$None$chr3,92263475,92283475,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,92429424,92449424,-	0	50000	ENSMUSG00000042165.8	1	None$None$chr3,92429424,92449424,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,92669425,92689425,+	0	50000	ENSMUSG00000091421.3	3	None$None$chr3,92669425,92689425,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,93258140,93278140,+	0	50000	ENSMUSG00000081640.1	2	None$None$chr3,93258140,93278140,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,93433767,93453767,-	0	50000	ENSMUSG00000057829.5	4	None$None$chr3,93433767,93453767,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,93422329,93442329,+	0	50000	ENSMUSG00000052415.5	9	None$None$chr3,93422329,93442329,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,93500487,93520487,+	0	50000	ENSMUSG00000027907.4	5	None$None$chr3,93500487,93520487,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,93535079,93555079,+	0	50000	ENSMUSG00000041959.14	10	None$None$chr3,93535079,93555079,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,94290088,94310088,+	0	50000	ENSMUSG00000028145.9	5	None$None$chr3,94290088,94310088,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,94322098,94342098,+	0	50000	ENSMUSG00000028148.11	7	None$None$chr3,94322098,94342098,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,94352793,94372793,+	0	50000	ENSMUSG00000028150.14	12	None$None$chr3,94352793,94372793,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,94393272,94413272,+	0	50000	ENSMUSG00000041912.12	9	None$None$chr3,94393272,94413272,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,94423317,94443317,+	0	50000	ENSMUSG00000028140.13	5	None$None$chr3,94423317,94443317,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,94433168,94453168,+	0	50000	ENSMUSG00000104695.1	11	None$None$chr3,94433168,94453168,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,94458294,94478294,+	0	50000	ENSMUSG00000028137.9	14	None$None$chr3,94458294,94478294,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,94582717,94602717,-	0	50000	ENSMUSG00000028136.15	5	None$None$chr3,94582717,94602717,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,94604785,94624785,-	0	50000	ENSMUSG00000062896.3	12	None$None$chr3,94604785,94624785,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,94658872,94678872,-	0	50000	ENSMUSG00000005968.14	9	None$None$chr3,94658872,94678872,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,94786464,94806464,-	0	50000	ENSMUSG00000068876.15	9	None$None$chr3,94786464,94806464,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,94817566,94837566,+	0	50000	ENSMUSG00000038902.14	8	None$None$chr3,94817566,94837566,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,94886962,94906962,-	0	50000	ENSMUSG00000005779.12	14	None$None$chr3,94886962,94906962,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,94913055,94933055,+	0	50000	ENSMUSG00000068874.13	7	None$None$chr3,94913055,94933055,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,94934074,94954074,+	0	50000	ENSMUSG00000005774.12	13	None$None$chr3,94934074,94954074,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,94954730,94974730,+	0	50000	ENSMUSG00000038861.14	8	None$None$chr3,94954730,94974730,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,94996997,95016997,-	0	50000	ENSMUSG00000084846.1	15	None$None$chr3,94996997,95016997,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95004447,95024447,-	0	50000	ENSMUSG00000086288.1	16	None$None$chr3,95004447,95024447,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95011808,95031808,-	0	50000	ENSMUSG00000019338.13	18	None$None$chr3,95011808,95031808,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,94995624,95015624,+	0	50000	ENSMUSG00000085956.1	12	None$None$chr3,94995624,95015624,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95042615,95062615,-	0	50000	ENSMUSG00000005625.15	11	None$None$chr3,95042615,95062615,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95106876,95126876,-	0	50000	ENSMUSG00000028126.16	11	None$None$chr3,95106876,95126876,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95091021,95111021,+	0	50000	ENSMUSG00000008958.14	8	None$None$chr3,95091021,95111021,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95104475,95124475,+	0	50000	ENSMUSG00000005628.12	10	None$None$chr3,95104475,95124475,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95134012,95154012,-	0	50000	ENSMUSG00000092607.9	13	None$None$chr3,95134012,95154012,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95114087,95134087,+	0	50000	ENSMUSG00000053769.5	10	None$None$chr3,95114087,95134087,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95142361,95162361,-	0	50000	ENSMUSG00000013707.3	12	None$None$chr3,95142361,95162361,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95124370,95144370,+	0	50000	ENSMUSG00000098198.1	11	None$None$chr3,95124370,95144370,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95140456,95160456,+	0	50000	ENSMUSG00000038777.19	12	None$None$chr3,95140456,95160456,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95217710,95237710,-	0	50000	ENSMUSG00000038766.16	17	None$None$chr3,95217710,95237710,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95197456,95217456,+	0	50000	ENSMUSG00000097167.1	9	None$None$chr3,95197456,95217456,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95228678,95248678,-	0	50000	ENSMUSG00000053192.9	10	None$None$chr3,95228678,95248678,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95208731,95228731,+	0	50000	ENSMUSG00000046722.14	17	None$None$chr3,95208731,95228731,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95241599,95261599,-	0	50000	ENSMUSG00000068860.5	9	None$None$chr3,95241599,95261599,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95251194,95271194,-	0	50000	ENSMUSG00000028115.16	9	None$None$chr3,95251194,95271194,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95282077,95302077,-	0	50000	ENSMUSG00000015711.8	13	None$None$chr3,95282077,95302077,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95261344,95281344,+	0	50000	ENSMUSG00000038712.16	10	None$None$chr3,95261344,95281344,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95306805,95326805,-	0	50000	ENSMUSG00000015702.13	12	None$None$chr3,95306805,95326805,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95315069,95335069,-	0	50000	ENSMUSG00000093424.3	11	None$None$chr3,95315069,95335069,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95294790,95314790,+	0	50000	ENSMUSG00000015714.11	12	None$None$chr3,95294790,95314790,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95357156,95377156,-	0	50000	ENSMUSG00000015697.14	8	None$None$chr3,95357156,95377156,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95336129,95356129,+	0	50000	ENSMUSG00000103900.1	8	None$None$chr3,95336129,95356129,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95402842,95422842,-	0	50000	ENSMUSG00000105734.1	11	None$None$chr3,95402842,95422842,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95411208,95431208,-	0	50000	ENSMUSG00000096177.2	8	None$None$chr3,95411208,95431208,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95415426,95435426,-	0	50000	ENSMUSG00000104646.1	10	None$None$chr3,95415426,95435426,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95407670,95427670,+	0	50000	ENSMUSG00000097532.2	10	None$None$chr3,95407670,95427670,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95414387,95434387,+	0	50000	ENSMUSG00000015522.18	10	None$None$chr3,95414387,95434387,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95479255,95499255,+	0	50000	ENSMUSG00000028111.4	11	None$None$chr3,95479255,95499255,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95510417,95530417,+	0	50000	ENSMUSG00000083822.1	5	None$None$chr3,95510417,95530417,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95539676,95559676,+	0	50000	ENSMUSG00000028109.14	15	None$None$chr3,95539676,95559676,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95568933,95588933,+	0	50000	ENSMUSG00000046519.15	8	None$None$chr3,95568933,95588933,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95568970,95588970,+	0	50000	ENSMUSG00000105460.1	8	None$None$chr3,95568970,95588970,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95602277,95622277,+	0	50000	ENSMUSG00000060438.5	11	None$None$chr3,95602277,95622277,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95604992,95624992,+	0	50000	ENSMUSG00000038619.12	12	None$None$chr3,95604992,95624992,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95619303,95639303,+	0	50000	ENSMUSG00000106383.1	9	None$None$chr3,95619303,95639303,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95638787,95658787,+	0	50000	ENSMUSG00000038612.16	11	None$None$chr3,95638787,95658787,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95687918,95707918,-	0	50000	ENSMUSG00000015850.11	14	None$None$chr3,95687918,95707918,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95739570,95759570,-	0	50000	ENSMUSG00000028108.15	3	None$None$chr3,95739570,95759570,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95750953,95770953,-	0	50000	ENSMUSG00000028107.14	7	None$None$chr3,95750953,95770953,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95818633,95838633,-	0	50000	ENSMUSG00000028106.13	13	None$None$chr3,95818633,95838633,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95784854,95804854,+	0	50000	ENSMUSG00000105093.1	12	None$None$chr3,95784854,95804854,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95855886,95875886,-	0	50000	ENSMUSG00000015748.13	17	None$None$chr3,95855886,95875886,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95871520,95891520,-	0	50000	ENSMUSG00000054312.6	10	None$None$chr3,95871520,95891520,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95851521,95871521,+	0	50000	ENSMUSG00000080727.2	16	None$None$chr3,95851521,95871521,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95882206,95902206,-	0	50000	ENSMUSG00000038550.10	8	None$None$chr3,95882206,95902206,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95892006,95912006,-	0	50000	ENSMUSG00000038543.13	11	None$None$chr3,95892006,95912006,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95873968,95893968,+	0	50000	ENSMUSG00000015750.15	10	None$None$chr3,95873968,95893968,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95904692,95924692,-	0	50000	ENSMUSG00000038526.14	13	None$None$chr3,95904692,95924692,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95909245,95929245,+	0	50000	ENSMUSG00000015749.12	12	None$None$chr3,95909245,95929245,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95920085,95940085,+	0	50000	ENSMUSG00000106262.1	14	None$None$chr3,95920085,95940085,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,95996002,96016002,-	0	50000	ENSMUSG00000015745.9	8	None$None$chr3,95996002,96016002,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,96058467,96078467,-	0	50000	ENSMUSG00000015747.5	4	None$None$chr3,96058467,96078467,-$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,96066870,96086870,+	0	50000	ENSMUSG00000105995.1	8	None$None$chr3,96066870,96086870,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,96084526,96104526,+	0	50000	ENSMUSG00000038495.14	13	None$None$chr3,96084526,96104526,+$None	0$0$0$0	None$None$50000$None
0				0	0	0				>	chr3,96142003,96162003,+	0	50000	ENSMUSG00000045934.15	6	None$None$chr3,96142003,96162003,+$None	0$0$0$0	None$None$50000$None
