# GimmeMotifs version 0.17.1
# Input: gimme.test/generated_background.gc.fa
# Motifs: gimme.test/combined.pfm
# Scoring: GC frequency normalized z-score
	GimmeMotifs_1	GimmeMotifs_2
chr12:129057500-129057700	1.252196	0.230373
chr11:74469000-74469200	0.085197	-0.218501
chr4:105494100-105494300	-0.164407	0.457582
chr11:79432900-79433100	0.362440	1.679574
chrX:73291500-73291700	0.085197	-0.520056
chr6:111570400-111570600	0.085197	-0.852031
chr1:178020900-178021100	-0.804559	-0.321466
chr11:51805300-51805500	-0.665937	0.686368
chr1:71157100-71157300	0.223819	-0.221860
chr17:47687200-47687400	1.390817	1.179591
chr5:35940400-35940600	-1.081801	0.220067
chr1:206746700-206746900	-0.943180	1.533121
chr1:246398400-246398600	0.362440	-0.491686
chr1:184233500-184233700	-1.971557	1.668571
chr10:107174100-107174300	1.252196	-0.131057
chr2:107246100-107246300	1.113575	0.319544
chr21:35128900-35129100	-0.804559	1.891585
chr4:151123100-151123300	0.223819	0.403248
chr5:58706200-58706400	0.085197	-0.791480
chr17:18821800-18822000	-0.164407	-0.357570
chr15:85608700-85608900	-0.053424	-0.518047
chr3:135268800-135269000	-0.804559	0.605840
chr16:75382700-75382900	0.362440	-0.611254
chr11:38743900-38744100	-0.943180	-0.811043
chr5:157748900-157749100	0.085197	1.457235
chr9:117562900-117563100	-1.971557	1.203643
chr11:7813200-7813400	-1.081801	-1.280542
chr6:122520900-122521100	-0.943180	-0.225893
chr6:21234500-21234700	-0.943180	1.646956
chr7:33401500-33401700	0.085197	-1.373765
chr20:48357500-48357700	0.223819	-0.236966
chr16:66056400-66056600	0.223819	-0.964762
chrY:9329600-9329800	-0.943180	0.635422
chr6:149664500-149664700	2.557816	-0.201853
chr2:25531800-25532000	0.223819	0.322640
chr2:132302700-132302900	2.419194	0.311990
chr1:116192600-116192800	-0.804559	0.579478
chr20:34974600-34974800	1.252196	-1.183216
chr17:39682500-39682700	2.419194	0.464845
chr14:20502000-20502200	-1.081801	-0.936379
chr22:26849900-26850100	0.085197	1.075679
chr2:149370000-149370200	1.113575	-1.394415
chrX:139768900-139769100	1.390817	1.162851
chr11:134078500-134078700	1.252196	-0.374598
chr6:29784500-29784700	-0.943180	1.943644
chr17:35520700-35520900	0.223819	1.003288
chr7:51040200-51040400	0.362440	0.576415
chrX:15404700-15404900	0.085197	-1.179710
chr14:67446900-67447100	-0.665937	-0.019794
chr9:103473200-103473400	-0.804559	2.616349
chr15:51585900-51586100	1.252196	-0.125564
chr1:206319400-206319600	0.223819	1.619303
chr6:49372500-49372700	-0.804559	0.092899
chr4:128236000-128236200	0.362440	0.155458
chr6:38865800-38866000	-0.053424	-1.316760
chr11:42621400-42621600	0.223819	0.865908
chr9:106653400-106653600	2.419194	0.147439
chr12:131167800-131168000	-0.053424	-0.776595
chr5:136725200-136725400	1.113575	0.865908
chr1:205115800-205116000	-0.943180	1.153278
chr2:50745600-50745800	-1.971557	0.201658
chr4:85780400-85780600	1.390817	1.391520
chr4:78481300-78481500	0.085197	-0.300211
chr2:57552800-57553000	-1.081801	0.242588
chr2:54071900-54072100	2.419194	0.214376
chr17:39292700-39292900	1.113575	-1.024306
chr9:119444400-119444600	-0.804559	0.064619
chr4:25701000-25701200	-1.081801	1.082771
chr10:118453000-118453200	-1.220422	1.581414
chr17:25797200-25797400	0.223819	1.044317
chr3:19755500-19755700	0.085197	0.600279
chr8:109176400-109176600	-1.971557	0.832687
chr8:134422800-134423000	1.113575	0.770449
chr20:2811500-2811700	2.280573	-0.135969
chr20:19204700-19204900	1.252196	2.442536
chr9:75547900-75548100	1.113575	1.254863
chr3:64536300-64536500	-0.804559	0.268843
chr8:2106300-2106500	-0.665937	0.474497
chr4:49094200-49094400	-2.110178	-2.777312
chr3:20516900-20517100	-1.081801	-1.529625
chr10:93102500-93102700	1.252196	-1.619151
chr10:7115300-7115500	-0.804559	-0.847303
chr7:43347500-43347700	-0.943180	2.822023
chr3:66077600-66077800	-0.804559	2.252203
chr6:62430400-62430600	-0.665937	0.217327
chr3:97948800-97949000	-0.164407	1.291794
chr3:129405200-129405400	-0.943180	-0.255480
chr11:79844000-79844200	0.085197	-0.208532
chr7:46433000-46433200	0.501061	-0.327200
chr5:166553800-166554000	-0.943180	-1.681506
chr3:189498200-189498400	-0.804559	0.013909
chr6:8311000-8311200	1.390817	1.503026
chr6:30402500-30402700	-0.804559	0.668812
chr5:77472800-77473000	-0.804559	0.664762
chr7:116724400-116724600	1.113575	-0.819047
chr10:101863100-101863300	1.252196	-1.309341
chr6:163993800-163994000	-0.053424	-0.423987
chr12:24008800-24009000	0.223819	0.285140
chr20:18689200-18689400	0.223819	-0.910774
chr6:113534500-113534700	-0.804559	2.266841
chr3:125729700-125729900	-0.943180	-1.388508
chr4:125524600-125524800	0.362440	0.516540
chrX:76867000-76867200	0.085197	1.047954
chr1:183557100-183557300	-0.665937	-0.194684
chr2:34908200-34908400	1.113575	0.103824
chr2:176583700-176583900	2.280573	-1.661201
chr7:826900-827100	-0.804559	-1.028003
chr2:71753600-71753800	-0.943180	-0.864461
chr18:45439200-45439400	-1.081801	-0.667904
chr5:70217200-70217400	-0.164407	0.072352
chr3:64969300-64969500	-1.081801	0.080083
chr2:7834200-7834400	-0.943180	-1.276913
chr2:5337300-5337500	-0.053424	2.203923
chr5:69594600-69594800	0.085197	-1.258863
chr10:25845400-25845600	-0.665937	-1.459034
chr1:57904400-57904600	-0.804559	-0.177073
chr5:154178800-154179000	0.223819	-2.123055
chr12:21579300-21579500	1.390817	-0.216731
chrX:121453400-121453600	-0.943180	-0.727569
chrX:58539200-58539400	1.252196	0.686368
chr2:144348000-144348200	0.085197	-0.433801
chr2:161085200-161085400	-0.943180	-1.260423
chr1:234173100-234173300	0.085197	-0.920320
chr5:177030900-177031100	0.223819	-0.497553
chr4:5483000-5483200	-1.276510	2.003144
chr1:121126400-121126600	0.085197	0.259666
chr5:22064700-22064900	0.085197	-0.720431
chr3:112844100-112844300	1.113575	0.260672
chr2:55971100-55971300	-0.053424	-0.503960
chr14:33814700-33814900	-0.943180	0.184497
chr6:106948400-106948600	0.085197	-1.032022
chr20:21110800-21111000	0.362440	1.110667
chr16:83396500-83396700	-0.053424	-1.159075
chr8:30955500-30955700	0.223819	0.466126
chr7:142569400-142569600	-0.943180	0.490415
chr18:29198600-29198800	1.390817	1.749228
chr13:78093900-78094100	2.419194	-1.477597
chr4:123310600-123310800	0.085197	2.264065
chr3:23710500-23710700	-1.081801	-0.585184
chr3:121669300-121669500	-0.804559	-0.592701
chr10:123868600-123868800	1.529438	0.839654
chr6:112516900-112517100	0.223819	-0.702857
chr4:14215000-14215200	-0.464221	0.087719
chrX:68937200-68937400	-0.053424	-0.362598
chrUn_KI270742v1:85100-85300	1.252196	0.257024
chr10:87873200-87873400	1.252196	-0.362626
chr1:72076200-72076400	-0.943180	0.928680
chr6:136523600-136523800	-1.081801	0.457328
chr2:119075000-119075200	0.085197	1.775342
chr5:181141500-181141700	-0.804559	0.408782
chr6:159972900-159973100	0.223819	-0.916237
chr10:34424500-34424700	1.252196	0.507080
chr12:94164100-94164300	1.390817	-1.290242
chrY:16970900-16971100	-0.943180	1.943644
chr3:172233700-172233900	-0.943180	1.012565
chr9:5996300-5996500	0.085197	-0.346941
chr4:164780800-164781000	2.557816	0.261015
chrX:137717600-137717800	-0.804559	-0.346941
chr4:106826100-106826300	1.252196	-0.350965
chr22:22496300-22496500	3.447572	-1.221445
chr18:73416900-73417100	1.113575	0.111859
chr18:43372700-43372900	-1.426417	0.961438
chrX:80651600-80651800	0.362440	1.429345
chr7:116383500-116383700	-0.804559	-0.274823
chr7:41101200-41101400	-0.943180	0.837194
chrY:24734300-24734500	2.557816	-1.015686
chr13:40225300-40225500	-0.665937	2.248627
chr17:7243600-7243800	1.252196	1.487108
chr5:116612000-116612200	1.252196	1.430524
chr12:75684400-75684600	1.113575	-0.537023
chr15:33574400-33574600	1.113575	1.390293
chrY:24768800-24769000	-0.314314	0.825282
chr4:183261300-183261500	-0.804559	-1.191318
chr20:44506800-44507000	-0.164407	-0.156104
chr2:191447500-191447700	1.113575	1.161069
chr13:42553100-42553300	-1.081801	-0.292491
chr2:56744000-56744200	-0.943180	0.324327
chrX:116372800-116373000	-0.053424	1.604371
chr4:48659000-48659200	0.085197	-1.735263
chr4:48035600-48035800	0.085197	0.940386
chr1:110087500-110087700	-0.943180	-1.668408
chr1:166908200-166908400	0.085197	-0.812074
chr1:11812600-11812800	-0.804559	0.940386
chr17:14239300-14239500	0.362440	0.528185
chr7:131936300-131936500	-0.943180	-0.683958
chr16:56644900-56645100	-0.943180	-0.147859
chr4:52985900-52986100	0.223819	-0.604134
chr12:50375100-50375300	1.252196	0.398131
chr11:73827600-73827800	0.085197	-0.747797
chr21:25917900-25918100	0.223819	-0.436068
chrY:22969100-22969300	-1.220422	-1.213301
chr14:18280800-18281000	-0.314314	0.338517
chr10:33945300-33945500	0.223819	0.244646
chr3:124741500-124741700	-0.164407	-0.211972
chr4:10609800-10610000	0.085197	-1.443312
chr4:153015100-153015300	-1.426417	-1.306811
chr4:183867800-183868000	0.085197	0.030051
chr17:56299400-56299600	1.252196	-1.662567
chr12:11607600-11607800	1.252196	0.915001
chr1:62595600-62595800	1.113575	1.060254
chr1:7383200-7383400	0.085197	-1.631525
chr5:174517400-174517600	-0.053424	2.031617
chr4:183686800-183687000	1.113575	-1.451425
chr21:12003500-12003700	1.252196	-0.546715
chrX:43512500-43512700	0.223819	-0.116118
chr13:78426900-78427100	0.085197	0.216220
chr10:116441500-116441700	-0.943180	-0.444195
chr2:83065700-83065900	-1.971557	1.328848
chr4:117720400-117720600	-1.220422	0.201658
chr13:92667600-92667800	1.252196	-1.885154
chr17:58617300-58617500	-0.804559	1.249739
chrUn_GL000216v2:42100-42300	-1.081801	-2.500566
chr15:96135100-96135300	-1.081801	-1.817172
chr5:59104800-59105000	0.223819	1.479650
chr2:134825300-134825500	0.085197	-0.728836
chr10:24843000-24843200	0.085197	-1.321255
chr18:46028600-46028800	0.085197	-1.092594
chr6:124344800-124345000	0.085197	-0.869282
chr18:43142100-43142300	-0.804559	-1.738942
chr12:115441200-115441400	-0.943180	-0.391495
chrX:57172500-57172700	-1.081801	0.870851
chrX:152571000-152571200	0.223819	2.501796
chr4:55539400-55539600	0.223819	-1.142592
chr5:179083000-179083200	0.085197	-1.258215
chr11:53687700-53687900	0.085197	0.975862
chr5:141277700-141277900	0.223819	-1.777546
chr3:67621900-67622100	-0.053424	-1.778209
chr13:36615900-36616100	1.390817	1.578887
chr16:75917200-75917400	0.085197	1.494520
chr6:160889000-160889200	-0.943180	1.296106
chr13:106739000-106739200	0.223819	0.579363
chr6:57445900-57446100	-1.971557	1.277236
chrX:65689800-65690000	-0.804559	-1.313957
chrX:93628800-93629000	-1.081801	0.149166
chr3:194280500-194280700	-0.804559	-0.042932
chr6:151054500-151054700	-0.943180	0.680091
chr16:65228900-65229100	0.501061	-1.430132
chr22:43416900-43417100	0.085197	0.082621
chr9:85093700-85093900	-0.804559	1.063774
chr4:188798400-188798600	0.362440	-0.818810
chr5:8323800-8324000	0.085197	-0.879572
chr3:177562600-177562800	-1.081801	-0.045922
chr14:16778000-16778200	-0.943180	-0.336829
chr21:6508000-6508200	-0.053424	0.252493
chr10:74808800-74809000	-1.081801	0.901261
chrX:66415700-66415900	0.085197	0.333682
chr14:92856900-92857100	1.252196	0.374695
chr2:166140100-166140300	-0.314314	1.201711
chr12:32625400-32625600	1.252196	-0.676721
chr17:31100900-31101100	0.223819	1.963318
chr1:108606400-108606600	-0.665937	-0.494291
chr9:69217800-69218000	0.085197	-0.273456
chr11:124883200-124883400	-0.943180	0.298689
chr18:33854200-33854400	-0.053424	1.519058
chr11:116229500-116229700	1.097604	0.307984
chr5:7388000-7388200	-0.943180	-0.696245
chr5:17459200-17459400	-1.081801	0.189340
chr3:177423900-177424100	-0.943180	0.960730
chr7:137463100-137463300	-0.053424	1.933554
chr4:189936600-189936800	0.085197	0.180198
chr7:80045700-80045900	0.085197	-0.386987
chr6:103536000-103536200	0.223819	0.384582
chr11:4770800-4771000	1.390817	0.319544
chr17:23364300-23364500	-0.665937	0.112543
chr6:89941900-89942100	1.252196	-1.067521
chr19:48707400-48707600	2.280573	1.651955
chr10:113403700-113403900	-1.081801	-1.147290
chr17:25599100-25599300	0.085197	0.726031
chr6:4831400-4831600	1.252196	1.943644
chr12:129278700-129278900	2.419194	-1.201294
chr3:60158900-60159100	-0.527316	-0.123949
chr22:37807300-37807500	1.390817	0.653143
chr2:10590500-10590700	-1.971557	0.433140
chrX:151372300-151372500	-0.943180	-0.528046
chr1:161153300-161153500	0.223819	-0.636681
chr7:47062100-47062300	1.252196	1.802847
chr7:12048900-12049100	-1.081801	-1.353043
chr9:19088000-19088200	-0.164407	-0.807074
chr5:25883200-25883400	-0.943180	0.347450
chr4:188875700-188875900	-0.804559	-1.247600
chr11:41890500-41890700	3.447572	-0.346941
chr1:69103400-69103600	1.113575	-1.418801
chr12:106800100-106800300	0.085197	-0.753567
chr20:27762600-27762800	2.209707	-0.476186
chr20:56254100-56254300	0.223819	-0.179538
chr2:127392800-127393000	0.085197	-0.145204
chr3:96044500-96044700	-0.053424	-0.945464
chr5:132325600-132325800	0.223819	0.454110
chr6:52637400-52637600	0.797789	-0.176744
chr8:109195400-109195600	-0.053424	-0.872688
chr14:27122200-27122400	-1.426417	-0.408581
chr2:178718900-178719100	0.223819	-0.923599
chr12:126903100-126903300	1.252196	-0.599567
chr12:126882200-126882400	-1.276510	-1.177975
chrX:138842700-138842900	0.085197	0.787785
chr4:57490900-57491100	0.085197	-1.218739
chr8:94499200-94499400	-0.943180	0.563493
chr20:42197300-42197500	1.390817	-0.323370
chr2:209095500-209095700	-0.943180	0.719759
chr7:51846400-51846600	-0.053424	-0.670275
chr11:115048800-115049000	3.447572	-1.142592
chrY:17045500-17045700	-0.804559	0.439505
chr13:57119900-57120100	-0.053424	-1.211465
chr22:50496900-50497100	1.252196	0.751843
chr5:159632600-159632800	1.390817	-0.332033
chr14:70199100-70199300	-0.943180	2.113552
chr10:26355500-26355700	-0.665937	-0.500270
chr18:53941900-53942100	0.362440	-0.271981
chr17:24665500-24665700	-1.276510	0.468090
chr12:69386300-69386500	0.223819	-0.769055
chr6:148036800-148037000	-0.053424	-1.152510
chr3:11877000-11877200	0.223819	0.751843
chr21:35877400-35877600	1.113575	-0.361096
chrX:91643000-91643200	0.223819	0.407636
chr3:192671600-192671800	-1.081801	0.304449
chr14:99452900-99453100	1.252196	-0.340324
chr11:88296100-88296300	-1.081801	1.555103
chr8:97025600-97025800	0.223819	-0.949234
chr22:28940100-28940300	2.280573	-0.615087
chr1:179775300-179775500	-0.943180	0.379243
chr3:3323800-3324000	1.113575	1.693781
chr6:33209200-33209400	2.419194	-0.494996
chrY:3023500-3023700	0.223819	-0.569148
chr20:38825500-38825700	-1.832936	-1.255040
chr12:109139100-109139300	-0.804559	-1.702729
chr8:19685800-19686000	-0.943180	-0.205898
chr12:120545100-120545300	0.223819	-0.776688
chr5:66717600-66717800	-0.053424	-0.096066
chr1:164914600-164914800	0.223819	-0.034568
chr1:50384000-50384200	-0.053424	0.180198
chr1:247810900-247811100	-0.804559	-0.869282
chr8:68251300-68251500	2.280573	-1.039095
chr1:196812500-196812700	0.085197	-1.273436
chr11:13822000-13822200	-0.804559	-0.202338
chr1:9751600-9751800	0.223819	-0.103516
chr19:10562900-10563100	0.223819	-0.956608
chrX:72201100-72201300	0.223819	0.333048
chr4:110260000-110260200	1.252196	-0.135969
chr9:60757100-60757300	-0.943180	0.466284
chr2:132563200-132563400	0.085197	-0.412687
chr12:78042900-78043100	1.252196	-0.354807
chr2:67747900-67748100	0.223819	-0.776877
chr8:62129500-62129700	-0.804559	0.189321
chr7:76076800-76077000	1.113575	-1.293617
chr6:109117900-109118100	-0.014499	-1.516263
chr19:41029100-41029300	-0.943180	-1.450400
chr6:28181400-28181600	2.280573	0.211755
chr5:134750200-134750400	1.252196	-0.676721
chr6:25317000-25317200	0.223819	0.375174
chr9:118988200-118988400	0.085197	-0.041857
chr5:114324700-114324900	-1.220422	0.176248
chr2:66048700-66048900	-0.943180	-0.837435
chr2:103810800-103811000	0.085197	-0.930467
chr6:141817200-141817400	-0.943180	1.255709
chr2:93511000-93511200	-1.276510	0.660821
chrX:102370800-102371000	1.113575	0.525837
chr10:12474400-12474600	1.390817	-1.395958
chr13:37043800-37044000	-0.053424	0.638606
chr12:54328600-54328800	0.362440	-0.955811
chr17:25438700-25438900	-0.943180	0.482323
chr7:43666300-43666500	1.252196	0.275312
chr13:34211600-34211800	-1.081801	-1.850258
chr1:187765800-187766000	0.085197	0.537081
chr10:90570400-90570600	1.252196	-1.017362
chr14:89850800-89851000	0.085197	-0.717537
chr2:3333200-3333400	-1.081801	-0.710439
chr14:65650300-65650500	0.223819	-0.417106
chr11:80137600-80137800	-1.081801	1.575921
chr17:14048300-14048500	1.390817	1.146495
chr7:123980800-123981000	1.252196	-2.125624
chr3:123749600-123749800	0.085197	-0.876720
chr7:28562300-28562500	0.085197	-1.737407
chr9:66664400-66664600	-1.081801	-0.792570
chr11:127843600-127843800	1.252196	-0.602072
chr12:736400-736600	1.252196	-0.819653
chr22:31269100-31269300	1.113575	-1.035593
chr7:74706300-74706500	0.085197	-0.464297
chr3:130283100-130283300	1.252196	0.721139
chr15:43829900-43830100	1.390817	-0.520056
chr13:17046000-17046200	0.362440	-0.762223
chr6:74342800-74343000	0.223819	1.029482
chr8:133324800-133325000	-0.943180	0.137912
chr7:70438900-70439100	-0.943180	0.334494
chr17:39048300-39048500	0.085197	-0.412557
chr4:75290400-75290600	-0.464221	0.605956
chr5:143428200-143428400	-0.804559	-1.129669
chr4:69271600-69271800	1.390817	-0.583008
chr2:138616700-138616900	-0.804559	-0.097968
chr5:58828600-58828800	0.797789	-0.724905
chr1:148551200-148551400	0.223819	-0.017573
chr5:69124800-69125000	1.113575	-1.164712
chr11:88126300-88126500	0.085197	0.600279
chrX:5868700-5868900	0.085197	-0.195640
chr5:165573500-165573700	-0.053424	-1.013550
chr10:104891200-104891400	-0.943180	-0.389367
chr13:21966300-21966500	0.085197	-0.416011
chrX:154004800-154005000	0.223819	0.215960
chr1:108591500-108591700	1.252196	0.029404
chr9:103677500-103677700	-0.943180	2.208471
chr5:118330300-118330500	0.362440	-0.251638
chr3:65908600-65908800	-0.943180	-0.138022
chr19:561600-561800	1.252196	-1.018857
chr10:52628200-52628400	-0.804559	-0.237239
chr16:12847600-12847800	1.390817	1.014724
chr12:106798300-106798500	1.252196	0.754199
chr8:48185600-48185800	-0.943180	0.638606
chr6:52400600-52400800	-1.832936	-0.858564
chr7:16214800-16215000	-0.804559	0.944221
chr8:130365700-130365900	-1.126602	-0.906620
chr8:77458800-77459000	-0.804559	-0.209430
chrX:103904000-103904200	-1.426417	-0.727263
chr11:50083800-50084000	1.390817	0.316555
chr5:143246600-143246800	1.113575	0.306611
chr3:151579800-151580000	-0.804559	0.568096
chr13:75765700-75765900	0.085197	-0.366747
chr15:96232800-96233000	2.209707	1.882690
chr18:19119800-19120000	2.209707	-0.476186
chr8:62630200-62630400	0.085197	-0.187979
chr2:112702200-112702400	-0.053424	0.961942
chr1:203074000-203074200	-0.527316	-1.354902
chr17:33556800-33557000	-0.804559	-0.166485
chr16:4620600-4620800	0.085197	-1.186756
chr19:24864200-24864400	0.362440	-1.074485
chr4:87040400-87040600	-0.804559	-1.997161
chr21:39511500-39511700	1.113575	1.055705
chr6:148954500-148954700	0.223819	-0.383751
chr15:45675900-45676100	-1.081801	1.390719
chr9:75864200-75864400	-0.804559	0.300809
chr1:239181700-239181900	1.390817	0.928699
chr1:121696800-121697000	-0.943180	-0.827398
chr4:147917200-147917400	0.223819	0.938601
chr4:144868400-144868600	-0.804559	-0.063531
chr16:28167900-28168100	1.252196	-2.137739
chr13:39994400-39994600	-0.804559	2.180718
chr6:112725200-112725400	1.252196	2.068648
chrX:133666400-133666600	1.390817	-0.664091
chr12:11502300-11502500	-0.164407	0.336350
chr2:136327700-136327900	0.085197	-0.773573
chr3:62556900-62557100	1.390817	0.428577
chr13:21422700-21422900	-1.081801	-0.131719
chr1:124792200-124792400	0.085197	-0.518412
chr3:108404100-108404300	0.085197	-1.389229
chr4:125761700-125761900	-1.220422	1.310981
chr8:30108600-30108800	0.223819	-1.142592
chr12:69106200-69106400	-1.081801	-1.422396
chr2:81190500-81190700	1.390817	-0.972744
chr9:88814000-88814200	1.390817	2.034568
chr16:26254200-26254400	2.280573	-0.732147
chr9:17742100-17742300	2.280573	-0.147861
chr10:102338800-102339000	-0.804559	-0.038728
chr8:75517200-75517400	0.223819	-0.995664
chr19:26302800-26303000	-0.053424	-0.421922
chr6:146340400-146340600	0.085197	2.380139
chr17:55662000-55662200	-1.832936	-1.979487
chr12:59493800-59494000	-1.971557	-0.218073
chr9:40926100-40926300	-0.943180	0.280742
chr8:89405100-89405300	0.223819	-0.207291
chr3:159153700-159153900	0.362440	1.659674
chr12:26179900-26180100	1.390817	1.114046
chr11:125939600-125939800	-1.081801	-1.584765
chr18:35917000-35917200	0.085197	1.322403
chr10:75215100-75215300	0.362440	-0.467091
chr6:121379700-121379900	0.362440	0.460984
chr2:180340500-180340700	0.085197	1.043986
chr5:121066300-121066500	0.223819	-0.249547
chr4:127355900-127356100	-0.665937	0.016860
chr6:76164400-76164600	-1.081801	-0.019925
chr5:34834400-34834600	0.362440	0.445991
chr10:105206000-105206200	1.113575	-0.186928
chrX:47881900-47882100	1.252196	1.668395
chr2:144398700-144398900	-1.081801	1.053273
chrX:130228600-130228800	1.390817	1.060254
chr6:121000600-121000800	-0.943180	0.686416
chr22:42605400-42605600	-0.804559	1.655831
chr3:133328900-133329100	-0.314314	-0.218456
chr15:90013000-90013200	0.223819	0.554635
chr2:63089200-63089400	1.252196	-0.054603
chr12:96836100-96836300	0.085197	-1.368672
chrY:25036900-25037100	-0.943180	-1.156656
chr9:107618200-107618400	-0.943180	-0.708369
chr7:121265700-121265900	-0.943180	-0.905050
chr14:20336200-20336400	1.390817	0.466126
chr2:223298200-223298400	-1.081801	1.366282
chr8:76031600-76031800	-2.110178	-0.970125
chr9:103281100-103281300	-0.943180	-0.302639
chr6:32682700-32682900	-0.943180	0.911674
chr1:172302800-172303000	0.085197	-0.117390
chr3:131752300-131752500	-0.943180	0.547278
chr13:42472200-42472400	0.085197	-1.203809
chr21:38378200-38378400	-0.804559	-1.382070
chr4:189192700-189192900	-0.943180	2.079723
chr9:15714500-15714700	0.085197	-0.171113
chr2:207137900-207138100	-0.804559	1.565026
chr6:85924600-85924800	-0.943180	0.156085
chr15:71213600-71213800	-0.804559	0.824553
chr10:25261000-25261200	1.252196	-0.669504
chr1:49225600-49225800	-0.053424	2.227672
chr17:59404700-59404900	1.252196	0.675618
chr5:157195100-157195300	-0.943180	1.968015
chr21:41883500-41883700	0.085197	0.543829
chr21:21969500-21969700	-0.943180	1.859137
chr2:45207100-45207300	-1.081801	-0.370745
chr16:60819700-60819900	1.252196	0.150645
chr1:106747500-106747700	0.362440	1.465125
chr13:100192800-100193000	0.085197	0.705450
chr6:23920100-23920300	-0.053424	2.034568
chr5:111329200-111329400	-0.943180	0.198145
chr3:171686600-171686800	0.085197	-0.953623
chr6:93799000-93799200	-0.943180	1.146495
chr16:36121500-36121700	-1.081801	-0.067598
chr2:182687600-182687800	0.223819	-0.687325
chr4:178052300-178052500	0.501061	1.049862
chr14_KI270725v1_random:68500-68700	0.223819	-1.961405
chr5:18124000-18124200	-0.943180	1.599628
chr9:62488700-62488900	-0.943180	-0.683592
chr5:156419700-156419900	1.252196	1.281788
chr4:111053000-111053200	-1.081801	-1.700925
chr2:107737700-107737900	-0.943180	0.602889
chr22:25934700-25934900	-1.081801	-1.422978
chr2:112906200-112906400	-0.464221	-1.913045
chr9:132312000-132312200	1.113575	-0.197978
chr7:68686200-68686400	0.362440	-0.804795
chrX:56826500-56826700	1.390817	-1.718278
chr1:60431600-60431800	-1.081801	0.213047
chr3:148433800-148434000	-0.053424	-0.880070
chr8:127059800-127060000	0.085197	-0.494093
chr4:7809100-7809300	0.085197	-0.884843
chr6:88621600-88621800	1.113575	-0.030957
chr3:93420600-93420800	0.085197	2.001554
chr13:54180000-54180200	-0.943180	-1.145233
chr12:74116700-74116900	-0.875307	-2.022013
chr11:133548300-133548500	0.276727	0.112467
chr6:2275100-2275300	-0.630678	-1.267480
chr3:143478200-143478400	0.399042	-0.794957
chr6:107982700-107982900	-1.538083	-0.921768
chr16:54255600-54255800	0.399042	0.699594
chr2:15793800-15794000	-0.630678	-0.455792
chr10:46760800-46761000	-0.630678	-1.012274
chr22:28363600-28363800	-0.752993	-0.116966
chr11:71386200-71386400	0.154413	-1.177929
chr18:22241400-22241600	0.276727	-0.532907
chr10:21448600-21448800	0.399042	-0.988317
chr16:80634400-80634600	-0.630678	-0.295002
chr1:60739800-60740000	-0.752993	-1.446295
chr4:77099200-77099400	-0.508363	0.597115
chr3:121913800-121914000	-0.386048	0.593002
chr2:103176100-103176300	0.276727	-0.560772
chr3:9737100-9737300	1.184133	0.327564
chr1:173612500-173612700	1.184133	-1.390175
chr20:32214800-32215000	2.213853	-0.137749
chr8:87553300-87553500	0.276727	0.307881
chr11:76509200-76509400	1.184133	-0.607990
chr11:116870000-116870200	0.276727	0.483502
chr1:117565300-117565500	0.399042	0.177004
chr11:131510900-131511100	0.399042	-0.704290
chr9:94011800-94012000	-0.508363	0.369761
chr5:181413600-181413800	1.428762	-0.298245
chr3:177501600-177501800	1.184133	0.392582
chr2:124517700-124517900	-0.875307	-1.459498
chr1:244157900-244158100	-0.630678	-0.128349
chr8:15917900-15918100	0.276727	-0.255500
chrX:2987400-2987600	-0.752993	-1.409669
chr8:20489900-20490100	0.276727	-0.709807
chr15:56494000-56494200	-1.538083	0.682472
chr7:157665300-157665500	0.399042	-0.055745
chr12:121420300-121420500	-0.508363	1.178210
chrX:93087900-93088100	1.184133	0.569420
chr14:53866800-53867000	0.399042	0.518805
chr8:12010600-12010800	0.399042	2.741530
chr3:86109000-86109200	0.521357	0.628569
chr7:50202800-50203000	0.276727	-0.626776
chr21:5721100-5721300	-0.630678	1.018994
chr21:31830200-31830400	0.399042	-0.371207
chr5:138310100-138310300	-0.508363	-0.228626
chr6:105495600-105495800	-0.630678	0.103188
chr2:167140400-167140600	0.276727	1.766588
chr1:79147500-79147700	-0.630678	0.039834
chr3:37838200-37838400	0.399042	0.531858
chr3:34642000-34642200	0.154413	0.701146
chr2:78447000-78447200	-1.660398	1.012529
chr13:99046300-99046500	-1.538083	0.467388
chr6:16421800-16422000	0.276727	-0.524155
chr11:128627700-128627900	-1.415768	0.766402
chr2:25697600-25697800	1.428762	1.307565
chr11:103633000-103633200	-0.752993	0.392582
chr3:53545800-53546000	0.154413	0.010714
chr1:208581800-208582000	0.154413	-1.479278
chr2:66416800-66417000	-0.630678	-0.946813
chr7:68549300-68549500	1.306447	0.201445
chr7:75666400-75666600	1.184133	-0.184965
chr20:43244700-43244900	-0.630678	-0.198325
chr13:47778000-47778200	-0.630678	-1.386528
chr19:53650600-53650800	-0.630678	-0.601958
chr22:33792800-33793000	-0.630678	-0.672919
chr8:28086800-28087000	0.276727	2.198542
chr4:151553900-151554100	0.362440	0.490166
chr12:98704800-98705000	2.213853	-0.946813
chr15:46714400-46714600	-0.508363	-1.844747
chr1:7086300-7086500	0.399042	0.498087
chr4:70287700-70287900	-0.752993	0.307881
chr15:69741600-69741800	1.306447	1.396808
chr9:3827800-3828000	0.154413	0.626987
chr3:105951100-105951300	1.390817	0.354037
chr8:8142900-8143100	-1.538083	-1.021480
